cancer,edin,is_tumor
SKCM,0.21,True
SKCM,0.21,True
SKCM,0.21,True
SKCM,0.21,True
BRCA,0.09,True
BRCA,0.09,True
LGG,0.38,True
BRCA,0.09,True
LGG,0.38,True
BRCA,0.09,True
LGG,0.19,True
LUSC,2.04,False
LGG,0.19,True
LGG,0.38,True
LGG,0.19,True
LUSC,2.04,False
LGG,0.19,True
LUSC,2.04,False
LGG,0.19,True
LUSC,2.04,False
LUSC,2.04,False
KIRC,0.19,True
KIRC,0.19,True
KIRC,0.19,True
LGG,0.19,True
LGG,0.19,True
SARC,0.38,True
LGG,0.19,True
LGG,0.38,True
SARC,0.38,True
SARC,0.38,True
BRCA,0.09,True
LGG,0.38,True
LGG,0.19,True
SARC,0.38,True
SARC,0.38,True
BRCA,0.09,True
LGG,0.19,True
BRCA,0.09,True
LGG,0.19,True
GBM,0.6,True
PRAD,0.2,True
PRAD,0.2,True
GBM,0.6,True
GBM,0.6,True
MESO,1.16,True
PRAD,0.2,True
BRCA,0.88,False
PRAD,0.2,True
BRCA,0.88,False
BRCA,0.88,False
GBM,0.6,True
BRCA,0.88,False
GBM,0.6,True
MESO,1.16,True
BRCA,0.09,True
MESO,1.16,True
BRCA,0.88,False
GBM,0.6,True
BRCA,0.09,True
CESC,0.33,True
MESO,1.16,True
BRCA,0.88,False
BRCA,0.09,True
CESC,0.33,True
BRCA,0.09,True
CESC,0.33,True
BRCA,0.09,True
CESC,0.33,True
BRCA,0.09,True
BRCA,0.09,True
LUAD,0.19,True
THCA,0.2,True
THCA,0.2,True
THCA,0.2,True
BRCA,0.09,True
BRCA,0.09,True
LUAD,0.19,True
BRCA,0.09,True
LUAD,0.19,True
BRCA,0.09,True
SARC,0.38,True
LGG,0.19,True
LGG,0.19,True
LGG,0.19,True
LGG,0.19,True
