cancer,edin,is_tumor
COAD,0.36,True
STAD,0.27,True
STAD,0.27,True
BLCA,0.25,True
BRCA,0.09,True
COAD,0.36,True
LUAD,0.19,True
OV,0.53,True
SARC,0.38,True
STAD,0.27,True
BLCA,0.25,True
COAD,0.36,True
STAD,0.27,True
BLCA,0.25,True
COAD,0.36,True
STAD,0.27,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
LUAD,0.19,True
OV,0.26,True
BLCA,0.25,True
LUAD,0.19,True
OV,0.26,True
BLCA,0.25,True
COAD,0.36,True
LUAD,0.19,True
OV,0.26,True
SARC,0.38,True
BLCA,0.25,True
GBM,0.6,True
LUAD,0.19,True
OV,0.26,True
GBM,0.6,True
GBM,0.6,True
GBM,0.6,True
STAD,0.27,True
STAD,0.27,True
STAD,0.27,True
STAD,0.27,True
COAD,0.36,True
LUAD,0.19,True
OV,0.26,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
LUAD,0.19,True
LUAD,0.19,True
LUAD,0.19,True
LUAD,0.19,True
BLCA,0.25,True
LUAD,0.19,True
OV,0.26,True
COAD,0.36,True
COAD,0.36,True
COAD,0.36,True
BLCA,0.25,True
COAD,0.36,True
GBM,0.6,True
OV,0.26,True
STAD,0.27,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
BLCA,0.25,True
OV,0.26,True
BLCA,0.25,True
OV,0.26,True
BLCA,0.25,True
GBM,0.6,True
OV,0.26,True
SARC,0.38,True
STAD,0.27,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
SARC,0.76,True
STAD,0.27,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
SARC,0.38,True
STAD,0.27,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
BLCA,0.25,True
OV,0.26,True
BLCA,0.25,True
OV,0.26,True
BLCA,0.25,True
COAD,0.36,True
GBM,0.6,True
LAML,0.66,True
OV,0.26,True
SARC,0.76,True
STAD,0.53,True
BLCA,0.25,True
COAD,0.36,True
COAD,0.36,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
GBM,0.6,True
OV,0.26,True
BLCA,0.25,True
OV,0.26,True
OV,0.26,True
STAD,0.27,True
COAD,0.36,True
GBM,0.6,True
OV,0.26,True
SARC,0.38,True
STAD,0.27,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
STAD,0.27,True
BLCA,0.25,True
BLCA,0.25,True
BLCA,0.25,True
COAD,0.36,True
OV,0.26,True
SARC,0.38,True
COAD,0.36,True
OV,0.26,True
OV,0.26,True
OV,0.26,True
COAD,0.36,True
OV,0.26,True
SARC,0.38,True
STAD,0.27,True
SARC,0.38,True
STAD,0.27,True
STAD,0.27,True
STAD,0.27,True
STAD,0.27,True
SARC,0.38,True
SARC,0.38,True
SARC,0.38,True
BLCA,0.74,True
BRCA,0.09,True
CESC,0.98,True
ESCA,3.6999999999999997,True
GBM,5.36,True
HNSC,0.2,True
KIRC,0.19,True
KIRP,0.69,True
LGG,0.5700000000000001,True
LIHC,0.53,True
LUAD,0.19,True
LUSC,2.04,False
MESO,1.16,True
OV,10.03,True
SARC,1.1400000000000001,True
STAD,3.47,True
TGCT,0.64,True
THCA,0.2,True
THYM,1.68,True
THYM,50.0,False
UCEC,2.19,True
UCS,3.5700000000000003,True
BLCA,0.25,True
BRCA,0.27,True
CESC,1.96,True
ESCA,1.8499999999999999,True
GBM,5.36,True
KIRC,0.19,True
KIRP,0.69,True
LGG,1.13,True
LIHC,0.53,True
OV,7.12,True
PRAD,0.2,True
SARC,0.76,True
STAD,1.87,True
THCA,0.2,True
UCEC,0.91,True
UCS,3.5700000000000003,True
BLCA,0.49,True
BRCA,0.18,True
CESC,0.65,True
ESCA,1.8499999999999999,True
GBM,2.98,True
HNSC,0.2,True
KIRC,0.19,True
LGG,0.5700000000000001,True
LIHC,0.53,True
LUSC,0.2,True
LUSC,2.04,False
OV,5.28,True
PAAD,0.5599999999999999,True
PCPG,0.5499999999999999,True
PRAD,0.2,True
SARC,1.52,True
STAD,1.6,True
THCA,0.2,True
THYM,0.84,True
THYM,50.0,False
UCEC,0.73,True
UCS,1.79,True
UVM,1.25,True
CESC,0.98,True
ESCA,1.23,True
GBM,2.98,True
LGG,0.38,True
LIHC,0.53,True
LUAD,0.19,True
OV,10.549999999999999,True
SARC,1.1400000000000001,True
STAD,1.3299999999999998,True
TGCT,0.64,True
UCEC,0.91,True
UVM,1.25,True
ESCA,1.8499999999999999,True
GBM,5.36,True
KIRP,0.35000000000000003,True
OV,9.5,True
READ,1.09,True
STAD,9.87,True
STAD,3.1199999999999997,False
THYM,0.84,True
ESCA,0.62,True
GBM,4.17,True
LIHC,0.27,True
OV,4.22,True
STAD,4.53,True
UCEC,0.18,True
BLCA,0.25,True
BRCA,0.09,True
ESCA,1.23,True
GBM,2.98,True
LGG,0.38,True
OV,1.58,True
STAD,3.2,True
UCEC,0.18,True
BLCA,0.25,True
BRCA,0.09,True
COAD,0.36,True
ESCA,1.23,True
GBM,2.98,True
LGG,0.5700000000000001,True
OV,2.9000000000000004,True
SARC,0.38,True
STAD,4.0,True
UCEC,0.36,True
GBM,0.6,True
LIHC,0.27,True
OV,0.26,True
STAD,1.3299999999999998,True
UCEC,0.18,True
GBM,0.6,True
OV,0.26,True
STAD,1.6,True
ESCA,1.23,True
GBM,2.3800000000000003,True
KIRP,0.69,True
OV,0.53,True
SKCM,0.21,True
STAD,0.8,True
UCEC,0.36,True
GBM,0.6,True
STAD,0.27,True
BLCA,0.25,True
BRCA,0.18,True
CESC,0.33,True
ESCA,1.23,True
GBM,4.760000000000001,True
LGG,0.38,True
LIHC,0.27,True
OV,1.32,True
READ,1.09,True
STAD,0.8,True
GBM,1.1900000000000002,True
GBM,1.1900000000000002,True
