cancer,edin,is_tumor
OV,0.26,True
STAD,0.8,True
ESCA,17.9,True
ESCA,9.09,False
LAML,1.32,True
OV,16.36,True
STAD,13.87,True
STAD,3.1199999999999997,False
ESCA,21.6,True
ESCA,9.09,False
LAML,2.65,True
OV,17.94,True
STAD,15.47,True
STAD,3.1199999999999997,False
OV,0.26,True
ESCA,4.32,True
LAML,0.66,True
OV,5.01,True
STAD,5.33,True
ESCA,2.4699999999999998,True
OV,1.06,True
STAD,1.3299999999999998,True
OV,0.26,True
ESCA,8.02,True
LAML,2.65,True
LGG,0.19,True
OV,9.229999999999999,True
STAD,9.33,True
STAD,3.1199999999999997,False
UCEC,0.18,True
ESCA,3.6999999999999997,True
KIRC,0.19,True
LGG,0.19,True
OV,2.64,True
STAD,2.4,True
ESCA,3.09,True
OV,1.32,True
STAD,2.4,True
ESCA,1.8499999999999999,True
OV,0.79,True
STAD,2.13,True
ESCA,1.8499999999999999,True
STAD,1.0699999999999998,True
ESCA,1.8499999999999999,True
OV,0.53,True
STAD,0.53,True
ESCA,1.8499999999999999,True
OV,0.79,True
STAD,1.0699999999999998,True
ESCA,1.23,True
OV,1.06,True
STAD,0.8,True
ESCA,1.23,True
LAML,0.66,True
OV,0.26,True
STAD,1.3299999999999998,True
ESCA,1.8499999999999999,True
OV,0.26,True
ESCA,5.56,True
LAML,1.32,True
OV,6.329999999999999,True
STAD,1.6,True
ESCA,8.64,True
ESCA,9.09,False
OV,13.719999999999999,True
STAD,4.2700000000000005,True
ESCA,11.110000000000001,True
OV,14.78,True
STAD,3.73,True
STAD,3.1199999999999997,False
ESCA,0.62,True
OV,0.26,True
ESCA,9.26,True
LAML,0.66,True
OV,15.299999999999999,True
STAD,3.47,True
STAD,3.1199999999999997,False
ESCA,9.26,True
LAML,0.66,True
OV,11.08,True
STAD,2.13,True
ESCA,4.32,True
OV,1.58,True
STAD,0.27,True
ESCA,4.32,True
LAML,5.96,True
OV,8.709999999999999,True
STAD,2.13,True
STAD,3.1199999999999997,False
ESCA,0.62,True
OV,1.32,True
STAD,0.53,True
ESCA,1.8499999999999999,True
OV,1.8499999999999999,True
STAD,0.8,True
ESCA,6.17,True
