cancer,edin,is_tumor
ESCA,0.62,True
LIHC,2.0,False
KIRC,1.39,False
OV,0.26,True
STAD,0.27,True
BLCA,0.49,True
BRCA,0.18,True
BRCA,0.88,False
CESC,3.27,True
CHOL,2.78,True
COAD,2.5,True
ESCA,9.26,True
ESCA,27.27,False
GBM,0.6,True
HNSC,1.2,True
HNSC,2.27,False
KIRC,2.62,True
KIRC,4.17,False
KIRP,3.81,True
KIRP,3.1199999999999997,False
LGG,0.19,True
LUAD,2.6599999999999997,True
LUSC,1.2,True
OV,1.58,True
PAAD,1.69,True
PCPG,1.6400000000000001,True
READ,1.09,True
STAD,5.07,True
STAD,6.25,False
THCA,0.79,True
THYM,1.68,True
UCEC,0.36,True
ACC,5.06,True
BLCA,53.68000000000001,True
BLCA,21.05,False
BRCA,49.59,True
BRCA,38.940000000000005,False
CESC,4.25,True
CESC,33.33,False
CHOL,22.220000000000002,True
COAD,20.71,True
COAD,7.32,False
DLBC,16.669999999999998,True
ESCA,20.990000000000002,True
GBM,29.759999999999998,True
HNSC,3.8,True
KICH,35.38,True
KICH,62.5,False
KIRC,55.510000000000005,True
KIRC,68.06,False
KIRP,49.830000000000005,True
KIRP,56.25,False
LAML,1.9900000000000002,True
LGG,14.37,True
LIHC,3.74,True
LUAD,40.99,True
LUAD,15.25,False
LUSC,14.63,True
LUSC,38.78,False
MESO,36.05,True
OV,38.26,True
PAAD,28.65,True
PAAD,50.0,False
PCPG,38.25,True
PRAD,11.4,True
PRAD,26.919999999999998,False
READ,32.61,True
READ,10.0,False
SARC,32.32,True
SKCM,8.07,True
STAD,17.87,True
STAD,9.379999999999999,False
TGCT,86.53999999999999,True
THCA,91.36,True
THCA,93.10000000000001,False
THYM,36.97,True
UCEC,10.040000000000001,True
UCEC,34.29,False
UCS,12.5,True
UVM,5.0,True
BLCA,6.859999999999999,True
BLCA,5.26,False
BRCA,7.89,True
BRCA,1.77,False
CESC,6.54,True
CHOL,2.78,True
COAD,3.5700000000000003,True
COAD,2.44,False
ESCA,30.25,True
GBM,10.12,True
HNSC,5.6000000000000005,True
HNSC,2.27,False
KICH,3.08,True
KIRC,2.62,True
LAML,0.66,True
LGG,1.8900000000000001,True
LIHC,3.74,True
LUAD,5.6899999999999995,True
LUSC,11.82,True
MESO,1.16,True
OV,12.4,True
PAAD,3.93,True
PCPG,2.19,True
