cancer,edin,is_tumor
CESC,33.33,False
ESCA,3.09,True
KIRC,0.19,True
KIRC,1.39,False
KIRP,2.42,True
KIRP,3.1199999999999997,False
LUAD,0.38,True
PAAD,2.25,True
READ,1.09,True
STAD,0.27,True
UCEC,0.5499999999999999,True
ACC,11.39,True
BLCA,7.35,True
BLCA,26.32,False
BRCA,15.78,True
BRCA,23.89,False
CESC,10.13,True
CESC,33.33,False
CHOL,13.889999999999999,True
COAD,10.0,True
COAD,19.509999999999998,False
DLBC,6.25,True
ESCA,15.43,True
ESCA,18.18,False
GBM,11.899999999999999,True
HNSC,7.6,True
HNSC,2.27,False
KICH,7.6899999999999995,True
KICH,20.830000000000002,False
KIRC,24.3,True
KIRC,15.28,False
KIRP,12.46,True
KIRP,15.620000000000001,False
LAML,3.3099999999999996,True
LGG,7.75,True
LIHC,6.950000000000001,True
LIHC,6.0,False
LUAD,11.76,True
LUAD,13.56,False
LUSC,8.62,True
LUSC,28.57,False
MESO,15.120000000000001,True
OV,10.290000000000001,True
PAAD,15.17,True
PAAD,25.0,False
PCPG,18.58,True
PCPG,33.33,False
PRAD,15.4,True
PRAD,21.15,False
READ,8.7,True
READ,10.0,False
SARC,10.65,True
SKCM,15.07,True
STAD,15.73,True
STAD,25.0,False
TGCT,7.6899999999999995,True
THCA,14.729999999999999,True
THCA,6.9,False
THYM,14.29,True
THYM,50.0,False
UCEC,2.01,True
UCEC,20.0,False
UCS,3.5700000000000003,True
UVM,15.0,True
ACC,1.27,True
BLCA,0.49,True
BLCA,5.26,False
BRCA,5.4399999999999995,True
BRCA,32.74,False
CESC,0.65,True
CESC,33.33,False
COAD,0.36,True
ESCA,54.32,True
ESCA,90.91,False
GBM,17.26,True
HNSC,1.0,True
KICH,20.0,True
KIRC,7.85,True
KIRC,5.56,False
KIRP,3.11,True
KIRP,12.5,False
LAML,19.869999999999997,True
LGG,18.529999999999998,True
LUAD,0.95,True
LUSC,1.2,True
LUSC,18.37,False
OV,44.59,True
PAAD,1.1199999999999999,True
PCPG,3.83,True
PRAD,7.199999999999999,True
PRAD,9.62,False
SARC,0.38,True
SKCM,2.55,True
STAD,45.6,True
STAD,46.88,False
THCA,3.93,True
THCA,25.86,False
THYM,1.68,True
UCEC,0.36,True
UCEC,8.57,False
ACC,1.27,True
BLCA,0.49,True
BLCA,5.26,False
BRCA,5.17,True
BRCA,17.7,False
CESC,0.98,True
CESC,33.33,False
COAD,0.36,True
ESCA,44.440000000000005,True
ESCA,81.82000000000001,False
GBM,11.899999999999999,True
HNSC,0.6,True
KICH,21.54,True
KIRC,6.36,True
KIRC,4.17,False
KIRP,4.15,True
KIRP,18.75,False
LAML,19.21,True
LGG,20.599999999999998,True
LUAD,0.76,True
LUSC,1.6,True
LUSC,14.29,False
OV,33.77,True
PAAD,0.5599999999999999,True
PCPG,3.83,True
PRAD,6.6000000000000005,True
PRAD,21.15,False
SARC,0.76,True
SKCM,2.34,True
STAD,37.07,True
STAD,40.62,False
THCA,4.52,True
THCA,22.41,False
THYM,1.68,True
UCEC,0.73,True
UCEC,8.57,False
ACC,53.16,True
BLCA,21.81,True
BLCA,52.629999999999995,False
BRCA,54.85,True
BRCA,75.22,False
CESC,19.28,True
CESC,66.67,False
CHOL,50.0,True
COAD,75.71,True
COAD,73.17,False
DLBC,22.919999999999998,True
ESCA,40.739999999999995,True
ESCA,72.72999999999999,False
GBM,89.88000000000001,True
GBM,inf,False
HNSC,8.4,True
HNSC,20.45,False
KICH,70.77,True
KICH,100.0,False
KIRC,86.17,True
KIRC,98.61,False
KIRP,79.24,True
KIRP,84.38,False
LAML,41.06,True
LGG,82.8,True
LIHC,39.839999999999996,True
LIHC,18.0,False
LUAD,43.830000000000005,True
LUAD,38.98,False
LUSC,26.25,True
LUSC,69.39,False
MESO,30.23,True
OV,37.99,True
PAAD,55.059999999999995,True
PAAD,50.0,False
PCPG,65.03,True
PCPG,100.0,False
PRAD,64.8,True
PRAD,86.53999999999999,False
READ,77.17,True
READ,70.0,False
SARC,45.25,True
SARC,50.0,False
SKCM,66.67,True
SKCM,100.0,False
STAD,56.53,True
STAD,65.62,False
TGCT,6.41,True
THCA,82.91,True
THCA,77.59,False
THYM,42.02,True
THYM,100.0,False
UCEC,13.139999999999999,True
UCEC,54.290000000000006,False
UCS,28.57,True
UVM,62.5,True
ACC,18.990000000000002,True
BLCA,1.47,True
BLCA,5.26,False
BRCA,9.520000000000001,True
BRCA,5.3100000000000005,False
CESC,3.5900000000000003,True
ESCA,4.9399999999999995,True
ESCA,9.09,False
GBM,12.5,True
HNSC,1.2,True
KICH,6.15,True
KICH,4.17,False
KIRC,1.87,True
KIRC,6.94,False
KIRP,1.73,True
KIRP,3.1199999999999997,False
LAML,1.9900000000000002,True
LGG,8.88,True
LIHC,2.41,True
LUAD,0.19,True
LUSC,2.6100000000000003,True
LUSC,10.2,False
OV,10.290000000000001,True
PAAD,1.1199999999999999,True
PCPG,6.5600000000000005,True
PRAD,20.200000000000003,True
PRAD,9.62,False
READ,1.09,True
SARC,29.28,True
SKCM,13.16,True
STAD,6.67,True
STAD,6.25,False
TGCT,0.64,True
THCA,17.88,True
THCA,6.9,False
THYM,2.52,True
THYM,50.0,False
UCEC,2.74,True
UCEC,22.86,False
UCS,3.5700000000000003,True
UVM,7.5,True
ACC,1.27,True
BLCA,1.23,True
BRCA,1.63,True
BRCA,1.77,False
CESC,0.65,True
CHOL,2.78,True
COAD,1.43,True
COAD,2.44,False
ESCA,1.23,True
GBM,2.98,True
HNSC,1.6,True
HNSC,6.819999999999999,False
KICH,1.54,True
KIRC,2.06,True
KIRP,1.73,True
LGG,4.16,True
LIHC,0.27,True
LUAD,0.76,True
LUAD,1.69,False
LUSC,2.0,True
LUSC,2.04,False
MESO,1.16,True
OV,1.8499999999999999,True
PAAD,1.1199999999999999,True
PCPG,2.19,True
PRAD,2.4,True
PRAD,1.92,False
READ,2.17,True
READ,10.0,False
SARC,3.04,True
SKCM,0.8500000000000001,True
STAD,1.87,True
TGCT,1.92,True
THCA,0.98,True
THCA,3.45,False
UCEC,0.73,True
UCEC,2.86,False
UCS,5.36,True
BLCA,2.45,True
BRCA,2.36,True
CESC,2.29,True
COAD,2.1399999999999997,True
ESCA,3.09,True
GBM,0.6,True
HNSC,2.1999999999999997,True
KIRC,1.39,False
LGG,0.19,True
LIHC,5.35,True
LUAD,0.95,True
LUSC,2.0,True
MESO,2.33,True
OV,0.79,True
PAAD,0.5599999999999999,True
PRAD,0.2,True
SARC,1.9,True
SKCM,1.06,True
STAD,2.93,True
TGCT,10.26,True
THYM,0.84,True
UCEC,1.46,True
ACC,45.57,True
BLCA,48.28,True
BLCA,42.11,False
BRCA,69.99,True
BRCA,87.61,False
CESC,55.559999999999995,True
CESC,66.67,False
CHOL,75.0,True
CHOL,33.33,False
COAD,51.790000000000006,True
COAD,68.28999999999999,False
DLBC,54.169999999999995,True
ESCA,91.97999999999999,True
ESCA,100.0,False
GBM,60.709999999999994,True
GBM,inf,False
HNSC,57.8,True
HNSC,50.0,False
KICH,52.31,True
KICH,83.33,False
KIRC,88.6,True
KIRC,93.06,False
KIRP,66.78,True
KIRP,71.88,False
LAML,61.59,True
LGG,39.51,True
LIHC,60.42999999999999,True
LIHC,66.0,False
LUAD,76.09,True
LUAD,83.05,False
LUSC,65.13,True
LUSC,100.0,False
MESO,79.07,True
OV,74.92999999999999,True
PAAD,71.91,True
PAAD,50.0,False
PCPG,57.92,True
PCPG,33.33,False
PRAD,67.4,True
PRAD,71.15,False
READ,55.43,True
READ,50.0,False
SARC,55.88999999999999,True
SARC,100.0,False
