cancer,edin,is_tumor
BLCA,0.25,True
BLCA,0.25,True
CESC,0.33,True
HNSC,0.2,True
LIHC,0.27,True
LUAD,0.19,True
THCA,0.2,True
BLCA,0.25,True
CESC,0.33,True
HNSC,0.2,True
LIHC,0.27,True
HNSC,0.2,True
LIHC,0.27,True
LUAD,0.19,True
THCA,0.2,True
BLCA,0.25,True
LUAD,0.19,True
THCA,0.2,True
CESC,0.33,True
LUAD,0.19,True
BLCA,0.25,True
CESC,0.33,True
HNSC,0.2,True
LIHC,0.27,True
LUAD,0.19,True
THCA,0.2,True
PRAD,0.2,True
PRAD,0.2,True
PRAD,0.2,True
PRAD,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
SKCM,0.21,True
UVM,3.75,True
ESCA,9.09,False
OV,0.26,True
STAD,0.8,True
UVM,3.75,True
SKCM,0.42,True
UVM,10.0,True
ESCA,1.8499999999999999,True
STAD,1.87,True
STAD,6.25,False
UVM,2.5,True
ESCA,1.8499999999999999,True
STAD,4.2700000000000005,True
STAD,6.25,False
UVM,1.25,True
LAML,0.66,True
OV,0.26,True
ESCA,0.62,True
UVM,1.25,True
BRCA,0.09,True
ESCA,1.23,True
LAML,7.95,True
STAD,0.53,True
UVM,1.25,True
ESCA,0.62,True
LAML,4.64,True
SKCM,0.21,True
STAD,0.27,True
UVM,1.25,True
ESCA,0.62,True
LAML,7.28,True
SKCM,0.21,True
STAD,0.53,True
UVM,2.5,True
ESCA,0.62,True
LAML,4.64,True
SKCM,0.21,True
UVM,1.25,True
LAML,5.96,True
STAD,0.53,True
UVM,2.5,True
ESCA,1.8499999999999999,True
LAML,18.54,True
OV,0.26,True
STAD,1.0699999999999998,True
BRCA,0.09,True
ESCA,1.8499999999999999,True
LAML,26.490000000000002,True
STAD,1.3299999999999998,True
ESCA,0.62,True
LAML,3.3099999999999996,True
SKCM,0.21,True
STAD,0.8,True
UVM,2.5,True
ESCA,1.8499999999999999,True
LAML,9.93,True
