cancer,edin,is_tumor
BLCA,3.19,True
BRCA,7.8,True
BRCA,8.85,False
CESC,5.2299999999999995,True
CHOL,19.439999999999998,True
COAD,2.1399999999999997,True
DLBC,4.17,True
ESCA,19.75,True
ESCA,27.27,False
GBM,12.5,True
HNSC,1.0,True
KICH,1.54,True
KICH,8.33,False
KIRC,6.17,True
KIRP,6.92,True
KIRP,6.25,False
LAML,5.3,True
LGG,8.88,True
LUAD,4.36,True
LUAD,1.69,False
LUSC,4.41,True
LUSC,10.2,False
MESO,4.65,True
OV,10.03,True
PAAD,5.06,True
PCPG,0.5499999999999999,True
PRAD,2.1999999999999997,True
PRAD,7.6899999999999995,False
READ,2.17,True
SARC,3.8,True
SKCM,7.86,True
STAD,12.8,True
STAD,15.620000000000001,False
TGCT,8.97,True
THCA,4.72,True
THCA,10.34,False
THYM,22.689999999999998,True
THYM,50.0,False
UCEC,0.73,True
UCEC,5.71,False
UCS,7.140000000000001,True
UVM,5.0,True
ACC,2.53,True
BLCA,0.98,True
BLCA,5.26,False
BRCA,2.09,True
CESC,1.31,True
CHOL,2.78,True
COAD,0.36,True
ESCA,1.8499999999999999,True
ESCA,9.09,False
GBM,1.1900000000000002,True
HNSC,1.0,True
KICH,4.17,False
KIRC,4.49,True
LGG,0.76,True
LIHC,0.8,True
LUAD,0.5700000000000001,True
LUSC,0.4,True
LUSC,8.16,False
MESO,2.33,True
OV,1.06,True
PAAD,2.81,True
PCPG,1.09,True
PRAD,1.0,True
READ,1.09,True
SARC,3.04,True
SKCM,2.34,True
STAD,1.0699999999999998,True
THCA,0.2,True
UCEC,0.36,True
BLCA,1.72,True
BRCA,2.81,True
BRCA,2.65,False
CESC,2.29,True
CHOL,2.78,True
COAD,1.43,True
COAD,4.88,False
DLBC,6.25,True
ESCA,8.02,True
GBM,2.98,True
HNSC,2.1999999999999997,True
KIRC,2.4299999999999997,True
KIRC,4.17,False
KIRP,2.08,True
LAML,2.65,True
LGG,1.8900000000000001,True
LIHC,0.53,True
LUAD,4.17,True
LUAD,1.69,False
LUSC,4.21,True
LUSC,4.08,False
OV,5.54,True
PAAD,0.5599999999999999,True
PCPG,0.5499999999999999,True
PRAD,1.4000000000000001,True
PRAD,1.92,False
READ,1.09,True
SARC,2.6599999999999997,True
SKCM,2.76,True
STAD,4.2700000000000005,True
TGCT,3.85,True
THCA,3.1399999999999997,True
THCA,5.17,False
THYM,3.36,True
UCEC,0.73,True
UCS,3.5700000000000003,True
UVM,2.5,True
ACC,2.53,True
BLCA,5.64,True
