cancer,edin,is_tumor
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.18,True
BRCA,0.54,True
BRCA,0.18,True
BRCA,0.36,True
BRCA,0.36,True
BRCA,0.09,True
BRCA,0.63,True
BRCA,0.18,True
BRCA,0.36,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.18,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.18,True
BRCA,0.18,True
BRCA,0.09,True
LAML,1.32,True
BRCA,0.09,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
LUSC,0.2,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
BRCA,0.09,True
STAD,0.27,True
COAD,0.36,True
LAML,0.66,True
STAD,0.27,True
LAML,1.9900000000000002,True
STAD,0.8,True
BRCA,0.09,True
LAML,1.32,True
STAD,0.53,True
BRCA,0.09,True
LAML,0.66,True
STAD,0.53,True
STAD,0.27,True
LAML,0.66,True
STAD,0.27,True
BRCA,0.09,True
OV,0.26,True
STAD,0.53,True
BRCA,0.09,True
STAD,0.27,True
BRCA,0.09,True
ESCA,0.62,True
STAD,0.27,True
STAD,0.27,True
STAD,0.53,True
STAD,0.27,True
BRCA,0.09,True
ESCA,0.62,True
OV,0.26,True
STAD,0.27,True
ESCA,0.62,True
OV,0.53,True
BRCA,0.09,True
ESCA,3.09,True
LAML,1.32,True
OV,3.4299999999999997,True
STAD,4.53,True
STAD,0.27,True
STAD,0.27,True
LAML,0.66,True
STAD,0.27,True
STAD,0.27,True
LAML,0.66,True
ESCA,0.62,True
BRCA,0.09,True
ESCA,0.62,True
STAD,0.53,True
STAD,0.53,True
LAML,0.66,True
COAD,0.36,True
ESCA,0.62,True
LAML,1.9900000000000002,True
LAML,1.32,True
BRCA,0.09,True
ESCA,1.8499999999999999,True
OV,0.26,True
ESCA,1.23,True
LAML,1.9900000000000002,True
STAD,0.27,True
LAML,0.66,True
LAML,0.66,True
ESCA,0.62,True
LAML,1.32,True
LUSC,0.2,True
STAD,0.27,True
ESCA,2.4699999999999998,True
LAML,0.66,True
LUSC,0.2,True
STAD,0.27,True
UCEC,0.18,True
BRCA,0.09,True
COAD,0.36,True
ESCA,1.8499999999999999,True
LAML,1.9900000000000002,True
LUSC,0.2,True
BRCA,0.36,True
COAD,0.36,True
ESCA,1.8499999999999999,True
LAML,0.66,True
LUAD,0.19,True
STAD,0.27,True
BRCA,0.09,True
ESCA,0.62,True
LAML,0.66,True
ESCA,0.62,True
STAD,0.27,True
ESCA,1.23,True
STAD,0.27,True
BRCA,0.09,True
LAML,1.32,True
BRCA,0.09,True
LAML,0.66,True
BRCA,0.36,True
LAML,0.66,True
STAD,0.27,True
BRCA,0.36,True
LAML,1.32,True
STAD,0.8,True
LAML,0.66,True
KIRC,0.19,True
UCEC,0.18,True
BRCA,0.18,True
LAML,0.66,True
BRCA,0.09,True
ESCA,0.62,True
LAML,1.32,True
UCEC,0.18,True
BLCA,0.25,True
BRCA,0.36,True
COAD,0.7100000000000001,True
LAML,0.66,True
LUAD,0.19,True
STAD,0.27,True
BLCA,0.25,True
BRCA,0.18,True
COAD,0.7100000000000001,True
LAML,0.66,True
LUAD,0.19,True
STAD,0.27,True
LAML,0.66,True
BLCA,0.25,True
BRCA,0.27,True
COAD,0.36,True
ESCA,0.62,True
LAML,0.66,True
LUAD,0.19,True
BRCA,0.27,True
ESCA,0.62,True
STAD,0.27,True
KIRP,0.35000000000000003,True
BRCA,0.09,True
ESCA,0.62,True
STAD,0.27,True
BRCA,0.09,True
OV,0.53,True
STAD,0.27,True
BRCA,0.44999999999999996,True
COAD,0.36,True
ESCA,1.23,True
LAML,0.66,True
LUAD,0.19,True
OV,0.26,True
STAD,0.53,True
UCEC,0.18,True
BRCA,0.27,True
COAD,0.36,True
KIRC,0.19,True
LAML,0.66,True
LUAD,0.19,True
PRAD,0.2,True
UCEC,0.18,True
