cancer,edin,is_tumor
chr12_120461272+,0.981,True
chr12_120461272+,0.487,True
chr12_120461272+,0.777,True
chr12_120461272+,0.853,True
chr12_120461272+,0.588,True
chr12_120461272+,0.716,True
chr12_120461272+,0.862,True
chr12_120461272+,0.588,True
chr12_120461272+,0.885,True
chr12_120461272+,0.915,True
chr12_120461272+,0.698,True
chr12_120461272+,0.589,True
chr12_120461272+,0.974,True
chr12_120461272+,0.686,True
chr12_120461272+,0.635,True
chr12_120461272+,0.931,True
chr12_120461272+,0.812,True
chr12_120461272+,0.615,True
chr12_120461272+,0.796,True
chr12_120461272+,0.914,True
chr12_120461272+,0.661,True
chr12_120461272+,0.766,True
chr12_120461272+,0.911,True
chr12_120461272+,0.788,True
chr12_120461272+,0.440,True
chr12_120461272+,0.263,True
chr12_120461272+,1.000,True
chr12_120461272+,0.682,True
chr12_120461272+,0.902,True
chr12_120461272+,0.556,True
chr12_120461272+,0.286,False
chr12_120461272+,0.790,True
chr12_120461272+,0.631,True
chr12_120461272+,0.688,True
chr12_120461272+,0.767,True
chr12_120461272+,0.840,True
chr12_120461272+,0.763,True
chr12_120461272+,0.789,False
chr12_120461272+,0.873,True
chr12_120461272+,0.724,True
chr12_120461272+,0.814,True
chr12_120461272+,0.632,False
chr12_120461272+,0.881,True
chr12_120461272+,0.590,False
chr12_120461272+,0.926,True
chr12_120461272+,0.881,True
chr12_120461272+,0.667,False
chr12_120461272+,0.919,True
chr12_120461272+,0.763,True
chr12_120461272+,0.909,False
chr12_120461272+,0.873,True
chr12_120461272+,0.758,True
chr12_120461272+,0.556,False
chr12_120461272+,0.960,True
chr12_120461272+,0.676,False
chr12_120461272+,0.853,True
chr12_120461272+,0.694,True
chr12_120461272+,0.913,True
chr12_120461272+,0.868,True
chr12_120461272+,0.863,True
chr12_120461272+,0.854,True
chr12_120461272+,0.940,True
chr12_120461272+,0.706,True
chr12_120461272+,0.608,True
chr12_120461272+,0.944,True
chr12_120461272+,0.694,True
chr12_120461272+,0.770,True
chr12_120461272+,0.844,True
chr12_120461272+,1.000,True
chr12_120461272+,0.667,True
chr12_120461272+,0.500,True
chr12_120461272+,0.511,True
chr12_120461272+,0.606,True
chr12_120461272+,0.686,True
chr12_120461272+,0.653,True
chr12_120461272+,0.483,True
chr12_120461272+,0.905,True
chr12_120461272+,0.784,True
chr12_120461272+,0.692,True
chr12_120461272+,0.800,True
chr12_120461272+,0.740,True
chr12_120461272+,0.880,True
chr12_120461272+,0.731,True
chr12_120461272+,0.920,True
chr12_120461272+,0.660,True
chr12_120461272+,0.793,True
chr12_120461272+,0.893,True
chr12_120461272+,0.853,True
chr12_120461272+,0.667,True
chr12_120461272+,0.750,True
chr12_120461272+,0.841,True
chr12_120461272+,0.814,True
chr12_120461272+,0.895,False
chr12_120461272+,0.855,True
chr12_120461272+,0.880,True
chr12_120461272+,0.714,True
chr12_120461272+,0.662,True
chr12_120461272+,0.500,True
chr12_120461272+,0.750,True
chr12_120461272+,0.878,True
chr12_120461272+,0.710,True
chr12_120461272+,0.621,True
chr12_120461272+,0.739,True
chr12_120461272+,0.856,True
chr12_120461272+,0.855,True
chr12_120461272+,0.848,True
chr12_120461272+,0.752,True
chr12_120461272+,0.721,True
chr12_120461272+,0.628,True
chr12_120461272+,0.870,True
chr12_120461272+,0.673,True
chr12_120461272+,0.810,True
chr12_120461272+,0.905,True
chr12_120461272+,0.806,True
chr12_120461272+,0.814,True
chr12_120461272+,0.896,True
chr12_120461272+,0.729,True
chr12_120461272+,0.737,True
chr12_120461272+,0.791,True
chr12_120461272+,0.836,True
chr12_120461272+,0.867,True
chr12_120461272+,0.835,True
chr12_120461272+,0.967,True
chr12_120461272+,0.704,True
chr12_120461272+,0.773,True
chr12_120461272+,0.720,True
chr12_120461272+,0.914,True
chr12_120461272+,0.713,True
chr12_120461272+,0.810,True
chr12_120461272+,0.750,True
chr12_120461272+,0.857,True
chr12_120461272+,0.680,True
chr12_120461272+,0.964,True
chr12_120461272+,0.918,True
chr12_120461272+,0.904,True
chr12_120461272+,0.729,True
chr12_120461272+,0.784,True
chr12_120461272+,0.899,True
chr12_120461272+,0.939,True
chr12_120461272+,0.896,True
chr12_120461272+,0.709,True
chr12_120461272+,0.734,True
chr12_120461272+,0.721,True
chr12_120461272+,0.860,True
chr12_120461272+,0.865,True
chr12_120461272+,0.862,True
chr12_120461272+,0.796,True
chr12_120461272+,0.772,True
chr12_120461272+,0.822,True
chr12_120461272+,0.907,True
chr12_120461272+,0.741,True
chr12_120461272+,0.623,True
chr12_120461272+,0.915,True
chr12_120461272+,0.822,True
chr12_120461272+,0.887,True
chr12_120461272+,0.407,True
chr12_120461272+,0.885,True
chr12_120461272+,0.955,True
chr12_120461272+,0.736,True
chr12_120461272+,0.842,True
chr12_120461272+,0.632,True
chr12_120461272+,0.629,True
chr12_120461272+,0.750,True
chr12_120461272+,0.929,True
chr12_120461272+,0.587,True
chr12_120461272+,0.700,True
chr12_120461272+,0.911,True
chr12_120461272+,0.775,True
chr12_120461272+,0.809,True
chr12_120461272+,0.814,True
chr12_120461272+,0.596,True
chr12_120461272+,0.650,True
chr12_120461272+,0.956,True
chr12_120461272+,0.745,True
chr12_120461272+,0.840,True
chr12_120461272+,0.958,True
chr12_120461272+,0.856,True
chr12_120461272+,0.781,True
chr12_120461272+,0.939,True
chr12_120461272+,0.912,True
chr12_120461272+,0.877,True
chr12_120461272+,0.865,True
chr12_120461272+,0.835,True
chr12_120461272+,0.935,True
chr12_120461272+,0.833,True
chr12_120461272+,0.857,True
chr12_120461272+,0.909,True
chr12_120461272+,0.511,True
chr12_120461272+,0.742,True
chr12_120461272+,0.938,True
chr12_120461272+,0.837,True
chr12_120461272+,0.852,True
chr12_120461272+,0.928,True
chr12_120461272+,0.612,True
chr12_120461272+,0.720,True
chr12_120461272+,0.619,True
chr12_120461272+,1.000,True
chr12_120461272+,0.659,True
chr12_120461272+,0.867,True
chr12_120461272+,0.764,True
chr12_120461272+,0.836,True
chr12_120461272+,0.842,True
chr12_120461272+,0.600,True
chr12_120461272+,0.850,True
chr12_120461272+,0.773,True
chr12_120461272+,0.968,True
chr12_120461272+,0.930,True
chr12_120461272+,0.891,True
chr12_120461272+,0.716,True
chr12_120461272+,0.746,True
chr12_120461272+,0.701,True
chr12_120461272+,0.900,True
chr12_120461272+,0.955,True
chr12_120461272+,0.820,True
chr12_120461272+,0.857,True
chr12_120461272+,0.855,True
chr12_120461272+,0.839,True
chr12_120461272+,0.683,True
chr12_120461272+,0.909,True
chr12_120461272+,0.767,True
chr12_120461272+,0.895,True
chr12_120461272+,0.914,True
chr12_120461272+,0.658,True
chr12_120461272+,0.778,True
chr12_120461272+,0.761,True
chr12_120461272+,0.494,True
chr12_120461272+,0.578,True
chr12_120461272+,0.872,True
chr12_120461272+,0.684,True
chr12_120461272+,0.863,True
chr12_120461272+,0.883,True
chr12_120461272+,0.733,True
chr12_120461272+,0.764,True
chr12_120461272+,0.756,True
chr12_120461272+,0.808,True
chr12_120461272+,0.733,True
chr12_120461272+,0.417,True
chr12_120461272+,0.688,True
chr12_120461272+,0.818,True
chr12_120461272+,0.676,True
chr12_120461272+,0.625,True
chr12_120461272+,0.654,True
chr12_120461272+,0.540,True
chr12_120461272+,0.708,False
chr12_120461272+,0.753,True
chr12_120461272+,0.633,True
chr12_120461272+,0.860,True
chr12_120461272+,0.737,True
chr12_120461272+,0.667,True
chr12_120461272+,0.889,True
chr12_120461272+,0.588,False
chr12_120461272+,0.821,True
chr12_120461272+,0.704,True
chr12_120461272+,0.735,True
chr12_120461272+,0.839,True
chr12_120461272+,0.861,False
chr12_120461272+,0.792,True
chr12_120461272+,0.714,False
chr12_120461272+,0.683,True
chr12_120461272+,0.839,False
chr12_120461272+,0.764,True
chr12_120461272+,0.780,False
chr12_120461272+,0.883,True
chr12_120461272+,0.935,True
chr12_120461272+,0.824,True
chr12_120461272+,0.806,True
chr12_120461272+,0.759,True
chr12_120461272+,0.709,True
chr12_120461272+,0.885,True
chr12_120461272+,0.742,True
chr12_120461272+,0.750,True
chr12_120461272+,0.852,True
chr12_120461272+,0.674,True
chr12_120461272+,0.783,True
chr12_120461272+,0.904,True
chr12_120461272+,0.591,True
chr12_120461272+,0.810,True
chr12_120461272+,0.798,True
chr12_120461272+,0.898,True
chr12_120461272+,0.713,True
chr12_120461272+,0.500,True
chr12_120461272+,0.745,True
chr12_120461272+,0.755,True
chr12_120461272+,0.963,True
chr12_120461272+,0.753,True
chr12_120461272+,0.903,True
chr12_120461272+,0.917,True
chr12_120461272+,0.886,True
chr12_120461272+,0.531,True
chr12_120461272+,0.750,True
chr12_120461272+,0.824,True
chr12_120461272+,0.855,True
chr12_120461272+,0.974,True
chr12_120461272+,0.946,True
chr12_120461272+,0.800,True
chr12_120461272+,0.720,True
chr12_120461272+,0.792,True
chr12_120461272+,0.625,False
chr12_120461272+,0.780,True
chr12_120461272+,0.623,True
chr12_120461272+,0.682,False
chr12_120461272+,0.885,True
chr12_120461272+,0.811,True
chr12_120461272+,0.609,False
chr12_120461272+,0.971,True
chr12_120461272+,0.783,True
chr12_120461272+,0.842,True
chr12_120461272+,0.800,True
