cancer,edin
chr10_100232550-,0.6697516206831445
chr10_100232550-,0.8767455192394484
chr10_100232550-,0.7609576604481715
chr10_100232550-,0.8742458064137227
chr10_100232550-,0.7451203236748531
chr10_100232550-,0.7637904245972549
chr10_100232550-,0.9124736045632272
chr10_100232550-,0.6899270652396028
chr10_100232550-,0.8521408432538154
chr10_100232550-,0.9720348818723965
chr10_100232550-,0.8587686279434452
chr10_100232550-,0.8916463858390967
chr10_100232550-,0.8325614538976154
chr10_100232550-,0.8114305521494984
chr10_100232550-,0.8563954244683256
chr10_100232550-,0.8814142612074563
chr10_100232550-,0.7866206340539467
chr10_100232550-,0.7733714034791372
chr10_100232550-,0.9229675263246666
chr10_100232550-,0.8952595031528207
chr10_100232550-,0.6849129768070906
chr10_100232550-,0.3501059156067726
chr10_100232550-,0.7678089399206511
chr10_100232550-,0.9294273021795189
chr10_100232550-,0.8636852947977821
chr10_100232550-,0.9075170867015891
chr10_100232550-,0.8975969727395133
chr10_100232550-,0.7391637751166149
chr10_100232550-,0.8415999773358621
chr10_100232550-,0.9248624006607266
chr10_100232550-,0.7464408796087934
chr10_100232550-,0.6662863514779136
chr10_100232550-,0.9432406635195114
chr10_100232550-,0.6287194826609228
chr10_100232550-,0.8649218065633547
chr10_100232550-,0.543949390530686
chr10_100232550-,0.9996785127909578
chr10_100232550-,0.9199808421853013
chr10_100232550-,0.3834147667688761
chr10_100232550-,0.5394151283771975
chr10_100232550-,0.8945364412288629
chr10_100232550-,0.7581487320910639
chr10_100232550-,0.9259726400829713
chr10_100232550-,0.6897434070481048
chr10_100232550-,0.6621557555707351
chr10_100232550-,0.8028950935049955
chr10_100232550-,0.7857690479895737
chr10_100232550-,0.8690830781148228
chr10_100232550-,0.9307444942722695
chr10_100232550-,0.7996865992410825
chr10_100232550-,0.8845488225994566
chr10_100232550-,0.9166300898764849
chr10_100232550-,0.6566826347885077
chr10_100232550-,0.9247749145544018
chr10_100232550-,0.9291686843828274
chr10_100232550-,0.946931566830165
chr10_100232551-,0.9108693696644232
chr10_100232551-,0.9995996640649056
chr10_100232551-,0.9991947763022884
chr10_100232551-,0.9823767968660396
chr10_100232551-,0.9994153238200696
chr10_100232551-,0.9990907739126821
chr10_100232551-,0.9992721784039897
chr10_100232551-,0.9316428880764056
chr10_100232551-,0.9990282427150052
chr10_100232551-,0.9728452150345416
chr10_100232551-,0.9990852962406247
chr10_100232551-,0.9990697260335989
chr10_100232551-,0.9898938838048014
chr10_100232551-,0.9991255881707941
chr10_100232551-,0.97091314993566
chr10_100232551-,0.9993317983422312
chr10_100232551-,0.9999485181376647
chr10_100232551-,0.9998085620968545
chr10_100232551-,0.9999756147200591
chr10_100232551-,0.9998025464025874
chr10_100232551-,0.965648887520391
chr10_100232551-,0.8116121914667009
chr10_100232551-,0.9999153264205313
chr10_100232551-,0.9830713046591971
chr10_100232551-,0.9992564038400892
chr10_100232551-,0.999317049016881
chr10_100232551-,0.9997819618381811
chr10_100232551-,0.9141391419643464
chr10_100232551-,0.999910990439896
chr10_100232551-,0.9994628835433202
chr10_100232551-,0.98739860403768
chr10_100232551-,0.8662705449192015
chr10_100232551-,0.999842718963493
chr10_100232551-,0.9240388787587149
chr10_100232551-,0.9990257302363876
chr10_100232551-,0.9547084223242899
chr10_100232551-,0.9996452087687676
chr10_100232551-,0.9995314524330916
chr10_100232551-,0.7528702173208957
chr10_100232551-,0.877500715770328
chr10_100232551-,0.9715063818132398
chr10_100232551-,0.999328334060128
chr10_100232551-,0.9990933556252938
chr10_100232551-,0.9999110506282557
chr10_100232551-,0.9876021736118601
chr10_100232551-,0.9997174900886083
chr10_100232551-,0.9998921356315941
chr10_100232551-,0.9775762163694045
chr10_100232551-,0.9993056392127619
chr10_100232551-,0.9990458263412798
chr10_100232551-,0.9822731140036746
chr10_100232551-,0.9716642788462608
chr10_100232551-,0.9701148363763773
chr10_100232551-,0.9992604314065019
chr10_100232551-,0.9999199359905394
chr10_100232551-,0.9996191714397193
chr12_98549255+,0.9299194307982607
chr12_98549255+,0.9606904098399888
chr12_98549255+,0.9548811467498093
chr12_98549255+,0.9734354782702793
chr12_98549255+,0.9371807443435733
chr12_98549255+,0.9993061820464576
chr12_98549255+,0.9626847219996275
chr12_98549255+,0.9578872179924317
chr12_98549255+,0.9656811073664858
chr12_98549255+,0.9819849351364638
chr12_98549255+,0.9669338715682579
chr12_98549255+,0.9858540307439864
chr12_98549255+,0.9991534539515856
chr12_98549255+,0.9318813688684018
