cancer,edin
chr12_113391120+,0.235
chr12_113391120+,0.892
chr12_113391120+,0.383
chr12_113391120+,0.567
chr12_113391120+,0.212
chr12_113391120+,0.618
chr12_113391120+,0.432
chr12_113391120+,0.429
chr12_113391120+,0.494
chr12_113391120+,0.529
chr12_113391120+,0.363
chr12_113391120+,0.245
chr12_113391120+,0.393
chr12_113391120+,0.429
chr12_113391120+,0.441
chr12_113391120+,0.330
chr12_113391120+,0.467
chr12_113391120+,0.497
chr12_113391120+,0.383
chr12_113391120+,0.291
chr12_113391120+,0.408
chr12_113391120+,0.379
chr12_113391120+,0.535
chr12_113391120+,0.582
chr12_113391120+,0.829
chr12_113391120+,0.463
chr12_113391120+,0.532
chr12_113391120+,0.591
chr12_113391120+,0.203
chr12_113391120+,0.402
chr12_113391120+,0.795
chr12_113391120+,0.450
chr12_113391120+,0.550
chr12_113391120+,0.294
chr12_113391120+,0.379
chr12_113391120+,0.340
chr12_113391120+,0.360
chr12_113391120+,0.267
chr12_113391120+,0.326
chr12_113391120+,0.359
chr12_113391120+,0.349
chr12_113391120+,0.286
chr12_113391120+,0.264
chr12_113391120+,0.447
chr12_113391120+,0.558
chr12_113391120+,0.225
chr12_113391120+,0.292
chr12_113391120+,0.222
chr12_113391120+,0.380
chr12_113391120+,0.414
chr12_113391120+,0.406
chr12_113391120+,0.900
chr12_113391120+,0.590
chr12_113391120+,0.222
chr12_113391120+,0.308
chr12_113391120+,0.295
chr12_113391120+,0.364
chr12_113391120+,0.433
chr12_113391120+,0.319
chr12_113391120+,0.440
chr12_113391120+,0.450
chr12_113391120+,0.453
chr12_113391120+,0.457
chr12_113391120+,0.379
chr12_113391120+,0.321
chr12_113391120+,0.411
chr12_113391120+,0.367
chr12_113391120+,0.359
chr12_113391120+,0.432
chr12_113391120+,0.510
chr12_113391120+,0.458
chr12_113391120+,0.235
chr12_113391120+,0.557
chr12_113391120+,0.121
chr12_113391120+,0.297
chr12_113391120+,0.244
chr12_113391120+,0.307
chr12_113391120+,0.443
chr12_113391120+,0.338
chr12_113391120+,0.609
chr12_113391120+,0.225
chr12_113391120+,0.326
chr12_113391120+,0.360
chr12_113391120+,0.447
chr12_113391120+,0.268
chr12_113391120+,0.650
chr12_113391146+,0.364
chr12_113391146+,0.794
chr12_113391146+,0.419
chr12_113391146+,0.577
chr12_113391146+,0.266
chr12_113391146+,0.617
chr12_113391146+,0.431
chr12_113391146+,0.453
chr12_113391146+,0.500
chr12_113391146+,0.490
chr12_113391146+,0.289
chr12_113391146+,0.420
chr12_113391146+,0.413
chr12_113391146+,0.446
chr12_113391146+,0.459
chr12_113391146+,0.391
chr12_113391146+,0.522
chr12_113391146+,0.518
chr12_113391146+,0.507
chr12_113391146+,0.264
chr12_113391146+,0.515
chr12_113391146+,0.369
chr12_113391146+,0.565
chr12_113391146+,0.565
chr12_113391146+,0.735
chr12_113391146+,0.484
chr12_113391146+,0.535
chr12_113391146+,0.642
chr12_113391146+,0.339
chr12_113391146+,0.481
chr12_113391146+,0.523
chr12_113391146+,0.373
chr12_113391146+,0.559
chr12_113391146+,0.315
chr12_113391146+,0.444
chr12_113391146+,0.336
chr12_113391146+,0.386
chr12_113391146+,0.264
chr12_113391146+,0.391
chr12_113391146+,0.483
chr12_113391146+,0.436
chr12_113391146+,0.325
chr12_113391146+,0.323
chr12_113391146+,0.471
chr12_113391146+,0.621
chr12_113391146+,0.230
chr12_113391146+,0.456
chr12_113391146+,0.264
chr12_113391146+,0.507
chr12_113391146+,0.488
chr12_113391146+,0.306
chr12_113391146+,0.692
chr12_113391146+,0.624
chr12_113391146+,0.392
chr12_113391146+,0.396
chr12_113391146+,0.285
chr12_113391146+,0.389
chr12_113391146+,0.545
chr12_113391146+,0.357
chr12_113391146+,0.508
chr12_113391146+,0.335
chr12_113391146+,0.509
chr12_113391146+,0.428
chr12_113391146+,0.424
chr12_113391146+,0.402
chr12_113391146+,0.474
chr12_113391146+,0.445
chr12_113391146+,0.419
chr12_113391146+,0.507
chr12_113391146+,0.585
chr12_113391146+,0.456
chr12_113391146+,0.383
chr12_113391146+,0.637
chr12_113391146+,0.123
chr12_113391146+,0.374
chr12_113391146+,0.390
chr12_113391146+,0.403
chr12_113391146+,0.521
chr12_113391146+,0.526
chr12_113391146+,0.566
chr12_113391146+,0.331
chr12_113391146+,0.326
chr12_113391146+,0.420
chr12_113391146+,0.447
chr12_113391146+,0.316
chr12_113391146+,0.673
chr12_113391149+,0.290
chr12_113391149+,0.740
chr12_113391149+,0.424
chr12_113391149+,0.558
chr12_113391149+,0.281
chr12_113391149+,0.531
chr12_113391149+,0.477
chr12_113391149+,0.488
chr12_113391149+,0.492
chr12_113391149+,0.558
chr12_113391149+,0.331
chr12_113391149+,0.373
chr12_113391149+,0.404
chr12_113391149+,0.403
chr12_113391149+,0.461
chr12_113391149+,0.355
chr12_113391149+,0.513
chr12_113391149+,0.504
chr12_113391149+,0.461
chr12_113391149+,0.282
chr12_113391149+,0.445
chr12_113391149+,0.388
chr12_113391149+,0.546
chr12_113391149+,0.639
chr12_113391149+,0.816
chr12_113391149+,0.464
chr12_113391149+,0.466
chr12_113391149+,0.689
chr12_113391149+,0.173
chr12_113391149+,0.490
chr12_113391149+,0.750
chr12_113391149+,0.355
chr12_113391149+,0.543
chr12_113391149+,0.250
chr12_113391149+,0.441
chr12_113391149+,0.309
chr12_113391149+,0.370
chr12_113391149+,0.306
chr12_113391149+,0.319
chr12_113391149+,0.410
chr12_113391149+,0.422
chr12_113391149+,0.257
chr12_113391149+,0.253
chr12_113391149+,0.438
chr12_113391149+,0.575
chr12_113391149+,0.286
chr12_113391149+,0.375
chr12_113391149+,0.214
chr12_113391149+,0.391
chr12_113391149+,0.450
chr12_113391149+,0.346
chr12_113391149+,0.583
chr12_113391149+,0.638
chr12_113391149+,0.333
chr12_113391149+,0.326
chr12_113391149+,0.294
chr12_113391149+,0.328
chr12_113391149+,0.555
chr12_113391149+,0.323
chr12_113391149+,0.475
chr12_113391149+,0.347
chr12_113391149+,0.510
chr12_113391149+,0.390
chr12_113391149+,0.363
chr12_113391149+,0.395
chr12_113391149+,0.437
chr12_113391149+,0.407
chr12_113391149+,0.369
chr12_113391149+,0.432
chr12_113391149+,0.562
chr12_113391149+,0.485
chr12_113391149+,0.346
chr12_113391149+,0.637
chr12_113391149+,0.148
chr12_113391149+,0.282
chr12_113391149+,0.362
chr12_113391149+,0.363
chr12_113391149+,0.450
chr12_113391149+,0.490
chr12_113391149+,0.590
chr12_113391149+,0.266
chr12_113391149+,0.339
chr12_113391149+,0.386
chr12_113391149+,0.473
chr12_113391149+,0.363
chr12_113391149+,0.648
chr12_113391154+,0.217
chr12_113391154+,0.773
chr12_113391154+,0.271
chr12_113391154+,0.458
chr12_113391154+,0.157
chr12_113391154+,0.413
chr12_113391154+,0.270
chr12_113391154+,0.297
chr12_113391154+,0.379
chr12_113391154+,0.341
chr12_113391154+,0.168
chr12_113391154+,0.220
chr12_113391154+,0.296
chr12_113391154+,0.295
chr12_113391154+,0.279
chr12_113391154+,0.237
chr12_113391154+,0.335
chr12_113391154+,0.363
chr12_113391154+,0.302
chr12_113391154+,0.232
chr12_113391154+,0.309
chr12_113391154+,0.277
chr12_113391154+,0.365
chr12_113391154+,0.450
chr12_113391154+,0.625
chr12_113391154+,0.358
chr12_113391154+,0.282
chr12_113391154+,0.415
chr12_113391154+,0.123
chr12_113391154+,0.331
chr12_113391154+,0.535
chr12_113391154+,0.275
chr12_113391154+,0.419
chr12_113391154+,0.176
chr12_113391154+,0.207
chr12_113391154+,0.208
chr12_113391154+,0.206
chr12_113391154+,0.125
chr12_113391154+,0.237
chr12_113391154+,0.289
chr12_113391154+,0.265
chr12_113391154+,0.143
chr12_113391154+,0.146
chr12_113391154+,0.327
chr12_113391154+,0.429
chr12_113391154+,0.130
chr12_113391154+,0.227
chr12_113391154+,0.118
chr12_113391154+,0.276
chr12_113391154+,0.244
chr12_113391154+,0.280
chr12_113391154+,0.583
chr12_113391154+,0.474
chr12_113391154+,0.246
chr12_113391154+,0.227
chr12_113391154+,0.213
chr12_113391154+,0.205
chr12_113391154+,0.378
chr12_113391154+,0.170
chr12_113391154+,0.373
chr12_113391154+,0.230
chr12_113391154+,0.368
chr12_113391154+,0.296
chr12_113391154+,0.198
chr12_113391154+,0.218
chr12_113391154+,0.293
chr12_113391154+,0.312
chr12_113391154+,0.234
chr12_113391154+,0.256
chr12_113391154+,0.353
chr12_113391154+,0.350
chr12_113391154+,0.194
chr12_113391154+,0.441
chr12_113391154+,0.091
chr12_113391154+,0.189
chr12_113391154+,0.233
chr12_113391154+,0.198
chr12_113391154+,0.275
chr12_113391154+,0.348
chr12_113391154+,0.484
chr12_113391154+,0.174
chr12_113391154+,0.206
chr12_113391154+,0.262
chr12_113391154+,0.275
chr12_113391154+,0.211
chr12_113391154+,0.477
chr12_113391155+,0.370
chr12_113391155+,0.805
chr12_113391155+,0.566
chr12_113391155+,0.677
chr12_113391155+,0.326
chr12_113391155+,0.597
chr12_113391155+,0.571
chr12_113391155+,0.565
chr12_113391155+,0.587
chr12_113391155+,0.630
chr12_113391155+,0.367
chr12_113391155+,0.440
chr12_113391155+,0.527
chr12_113391155+,0.503
chr12_113391155+,0.493
chr12_113391155+,0.424
chr12_113391155+,0.698
chr12_113391155+,0.567
chr12_113391155+,0.489
chr12_113391155+,0.380
chr12_113391155+,0.518
chr12_113391155+,0.487
chr12_113391155+,0.640
chr12_113391155+,0.727
chr12_113391155+,0.773
chr12_113391155+,0.618
chr12_113391155+,0.634
chr12_113391155+,0.734
chr12_113391155+,0.329
chr12_113391155+,0.534
chr12_113391155+,0.690
chr12_113391155+,0.487
chr12_113391155+,0.657
chr12_113391155+,0.363
chr12_113391155+,0.559
chr12_113391155+,0.434
chr12_113391155+,0.485
chr12_113391155+,0.474
chr12_113391155+,0.441
chr12_113391155+,0.484
chr12_113391155+,0.467
chr12_113391155+,0.358
chr12_113391155+,0.352
chr12_113391155+,0.568
chr12_113391155+,0.672
chr12_113391155+,0.366
chr12_113391155+,0.487
chr12_113391155+,0.320
chr12_113391155+,0.432
chr12_113391155+,0.542
chr12_113391155+,0.435
chr12_113391155+,0.818
chr12_113391155+,0.625
chr12_113391155+,0.398
chr12_113391155+,0.463
chr12_113391155+,0.357
chr12_113391155+,0.419
chr12_113391155+,0.585
chr12_113391155+,0.378
chr12_113391155+,0.512
chr12_113391155+,0.459
chr12_113391155+,0.538
chr12_113391155+,0.628
chr12_113391155+,0.453
chr12_113391155+,0.511
chr12_113391155+,0.525
chr12_113391155+,0.488
chr12_113391155+,0.445
chr12_113391155+,0.498
chr12_113391155+,0.600
chr12_113391155+,0.570
chr12_113391155+,0.405
chr12_113391155+,0.647
chr12_113391155+,0.270
chr12_113391155+,0.364
chr12_113391155+,0.433
chr12_113391155+,0.461
chr12_113391155+,0.529
chr12_113391155+,0.570
chr12_113391155+,0.669
chr12_113391155+,0.396
chr12_113391155+,0.445
chr12_113391155+,0.526
chr12_113391155+,0.567
chr12_113391155+,0.414
chr12_113391155+,0.702
chr12_113391156+,0.400
chr12_113391156+,0.689
chr12_113391156+,0.493
chr12_113391156+,0.564
chr12_113391156+,0.388
chr12_113391156+,0.562
chr12_113391156+,0.522
chr12_113391156+,0.510
chr12_113391156+,0.473
chr12_113391156+,0.549
chr12_113391156+,0.364
chr12_113391156+,0.418
chr12_113391156+,0.504
chr12_113391156+,0.522
chr12_113391156+,0.494
chr12_113391156+,0.415
chr12_113391156+,0.517
chr12_113391156+,0.538
chr12_113391156+,0.463
chr12_113391156+,0.327
chr12_113391156+,0.478
chr12_113391156+,0.465
chr12_113391156+,0.572
chr12_113391156+,0.615
chr12_113391156+,0.667
chr12_113391156+,0.541
chr12_113391156+,0.526
chr12_113391156+,0.614
chr12_113391156+,0.297
chr12_113391156+,0.539
chr12_113391156+,0.810
chr12_113391156+,0.439
chr12_113391156+,0.567
chr12_113391156+,0.351
chr12_113391156+,0.472
chr12_113391156+,0.373
chr12_113391156+,0.494
chr12_113391156+,0.454
chr12_113391156+,0.419
chr12_113391156+,0.476
chr12_113391156+,0.474
chr12_113391156+,0.367
chr12_113391156+,0.359
chr12_113391156+,0.494
chr12_113391156+,0.554
chr12_113391156+,0.364
chr12_113391156+,0.424
chr12_113391156+,0.398
chr12_113391156+,0.496
chr12_113391156+,0.564
chr12_113391156+,0.512
chr12_113391156+,0.636
chr12_113391156+,0.609
chr12_113391156+,0.444
chr12_113391156+,0.406
chr12_113391156+,0.349
chr12_113391156+,0.487
chr12_113391156+,0.562
chr12_113391156+,0.366
chr12_113391156+,0.502
chr12_113391156+,0.413
chr12_113391156+,0.490
chr12_113391156+,0.497
chr12_113391156+,0.439
chr12_113391156+,0.423
chr12_113391156+,0.468
chr12_113391156+,0.402
