cancer,edin
chr10_100232551-,0.951
chr10_100232551-,0.965
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.986
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.975
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.975
chr10_100232551-,1.000
chr10_100232551-,0.948
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.921
chr10_100232551-,0.984
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.971
chr10_100232551-,1.000
chr10_100232551-,0.991
chr10_100232551-,0.973
chr10_100232551-,1.000
chr10_100232551-,0.973
chr10_100232551-,0.933
chr10_100232551-,1.000
chr10_100232551-,0.905
chr10_100232551-,0.992
chr10_100232551-,0.984
chr10_100232551-,0.944
chr10_100232551-,0.939
chr10_100232551-,0.982
chr10_100232551-,0.966
chr10_100232551-,0.978
chr10_100232551-,0.976
chr10_100232551-,1.000
chr10_100232551-,0.977
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.980
chr10_100232551-,1.000
chr10_100232551-,0.966
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.978
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.968
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.971
chr10_100232551-,0.978
chr10_100232551-,0.969
chr10_100232551-,0.918
chr10_100232551-,1.000
chr10_100232551-,0.992
chr10_100232551-,1.000
chr10_100232551-,0.941
chr10_100232551-,1.000
chr10_100232551-,0.927
chr10_100232551-,1.000
chr10_100232551-,0.967
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.987
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.966
chr11_16756863+,0.900
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.900
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.952
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
