cancer,edin,is_tumor
chr17_75944226-,0.913,True
chr17_75944226-,0.900,True
chr17_75944226-,0.852,True
chr17_75944226-,0.948,True
chr17_75944226-,0.947,True
chr17_75944226-,0.724,True
chr17_75944226-,1.000,True
chr17_75944226-,0.898,True
chr17_75944226-,0.882,True
chr17_75944226-,0.920,True
chr17_75944226-,0.893,False
chr17_75944226-,0.882,True
chr17_75944226-,0.941,True
chr17_75944226-,0.889,False
chr17_75944226-,0.963,True
chr17_75944226-,0.833,False
chr17_75944226-,0.909,True
chr17_75944226-,0.921,True
chr17_75944226-,0.823,False
chr17_75944226-,0.929,True
chr17_75944226-,1.000,True
chr17_75944226-,0.808,False
chr17_75944226-,0.923,True
chr17_75944226-,0.830,True
chr17_75944226-,0.892,False
chr17_75944226-,0.932,True
chr17_75944226-,0.900,False
chr17_75944226-,0.831,True
chr17_75944226-,0.920,True
chr17_75944226-,0.905,False
chr17_75944226-,0.941,True
chr17_75944226-,0.966,True
chr17_75944226-,0.920,True
chr17_75944226-,0.842,True
chr17_75944226-,0.883,True
chr17_75944226-,0.881,True
chr17_75944226-,0.960,True
chr17_75944226-,0.806,True
chr17_75944226-,0.851,True
chr17_75944226-,1.000,True
chr17_75944226-,0.930,True
chr17_75944226-,0.899,True
chr17_75944226-,0.851,True
chr17_75944226-,0.952,True
chr17_75944226-,0.907,False
chr3_45680608+,0.919,True
chr3_45680608+,0.962,True
chr3_45680608+,0.918,True
chr3_45680608+,0.957,True
chr3_45680608+,0.925,True
chr3_45680608+,1.000,True
chr3_45680608+,0.840,True
chr3_45680608+,1.000,True
chr3_45680608+,0.893,True
chr3_45680608+,0.667,True
chr3_45680608+,0.851,False
chr3_45680608+,0.977,True
chr3_45680608+,0.976,True
chr3_45680608+,0.868,False
chr3_45680608+,0.905,True
chr3_45680608+,0.929,False
chr3_45680608+,0.982,True
chr3_45680608+,0.882,True
chr3_45680608+,0.875,False
chr3_45680608+,0.974,True
chr3_45680608+,0.920,True
chr3_45680608+,0.951,False
chr3_45680608+,0.974,True
chr3_45680608+,0.965,True
chr3_45680608+,0.923,False
chr3_45680608+,0.925,True
chr3_45680608+,1.000,False
chr3_45680608+,0.833,True
chr3_45680608+,0.966,True
chr3_45680608+,0.937,False
chr3_45680608+,0.951,True
chr3_45680608+,0.974,True
chr3_45680608+,1.000,True
chr3_45680608+,0.973,True
chr3_45680608+,0.919,True
chr3_45680608+,0.981,True
chr3_45680608+,0.706,True
chr3_45680608+,1.000,True
chr3_45680608+,0.984,True
chr3_45680608+,1.000,True
chr3_45680608+,0.957,True
chr3_45680608+,0.747,True
chr3_45680608+,1.000,True
chr3_45680608+,0.830,True
chr3_45680608+,1.000,False
chr5_180835080+,0.915,True
chr5_180835080+,0.870,True
chr5_180835080+,0.860,True
chr5_180835080+,0.923,True
chr5_180835080+,0.938,True
chr5_180835080+,1.000,True
chr5_180835080+,0.902,True
chr5_180835080+,0.949,True
chr5_180835080+,0.903,True
chr5_180835080+,0.793,True
chr5_180835080+,1.000,False
chr5_180835080+,0.962,True
chr5_180835080+,0.961,True
chr5_180835080+,0.833,False
chr5_180835080+,0.833,True
chr5_180835080+,1.000,False
chr5_180835080+,0.894,True
chr5_180835080+,0.904,True
chr5_180835080+,0.941,False
chr5_180835080+,0.961,True
chr5_180835080+,0.970,True
chr5_180835080+,1.000,False
chr5_180835080+,0.983,True
chr5_180835080+,0.976,True
chr5_180835080+,0.964,False
chr5_180835080+,0.886,True
chr5_180835080+,1.000,False
chr5_180835080+,0.833,True
chr5_180835080+,0.959,True
chr5_180835080+,0.842,False
chr5_180835080+,0.790,True
chr5_180835080+,0.836,True
chr5_180835080+,1.000,True
chr5_180835080+,0.931,True
chr5_180835080+,0.924,True
chr5_180835080+,0.927,True
chr5_180835080+,0.902,True
chr5_180835080+,0.867,True
chr5_180835080+,0.952,True
chr5_180835080+,0.911,True
chr5_180835080+,1.000,True
chr5_180835080+,0.759,True
chr5_180835080+,0.857,True
chr5_180835080+,0.761,True
chr5_180835080+,0.846,False
chr6_29829449-,0.927,True
chr6_29829449-,0.986,True
chr6_29829449-,0.921,True
chr6_29829449-,0.224,True
chr6_29829449-,0.877,True
chr6_29829449-,1.000,True
chr6_29829449-,1.000,True
chr6_29829449-,0.971,True
chr6_29829449-,0.988,True
chr6_29829449-,1.000,True
chr6_29829449-,1.000,False
chr6_29829449-,0.930,True
chr6_29829449-,0.966,True
chr6_29829449-,1.000,False
chr6_29829449-,0.988,True
chr6_29829449-,1.000,False
chr6_29829449-,0.833,True
chr6_29829449-,0.630,True
chr6_29829449-,0.840,False
chr6_29829449-,0.927,True
chr6_29829449-,1.000,True
chr6_29829449-,0.984,False
chr6_29829449-,0.920,True
chr6_29829449-,0.982,True
chr6_29829449-,0.900,False
chr6_29829449-,0.991,True
chr6_29829449-,1.000,False
chr6_29829449-,1.000,True
chr6_29829449-,1.000,True
chr6_29829449-,1.000,False
chr6_29829449-,1.000,True
chr6_29829449-,0.997,True
chr6_29829449-,0.978,True
