cancer,edin
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.933
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.971
chr10_100232551-,1.000
chr10_100232551-,0.979
chr10_100232551-,1.000
chr10_100232551-,0.964
chr10_100232551-,1.000
chr10_100232551-,0.979
chr10_100232551-,0.967
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.944
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.984
chr10_100232551-,0.964
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.923
chr10_100232551-,1.000
chr10_100232551-,0.978
chr10_100232551-,0.976
chr10_100232551-,0.885
chr10_100232551-,0.977
chr10_100232551-,1.000
chr10_100232551-,0.974
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.971
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.981
chr10_100232551-,0.880
chr10_100232551-,1.000
chr10_100232551-,0.978
chr10_100232551-,1.000
chr10_100232551-,0.968
chr10_100232551-,1.000
chr10_100232551-,0.985
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.979
chr10_100232551-,0.956
chr10_100232551-,0.987
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr11_16756863+,0.938
chr11_16756863+,0.923
chr11_16756863+,1.000
chr11_16756863+,0.958
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.950
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.875
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.917
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.952
chr11_16756863+,1.000
chr11_16756863+,0.950
chr11_16756863+,1.000
chr11_16756863+,0.818
chr11_16756863+,0.938
chr11_16756863+,0.933
chr11_16756863+,1.000
chr11_16756863+,0.938
chr11_16756863+,1.000
chr11_16756863+,0.955
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,0.917
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,0.968
chr11_67682754-,0.917
chr11_67682754-,0.917
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,0.944
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,0.964
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,1.000
chr11_67682754-,0.846
chr11_67682754-,1.000
chr11_67682754-,1.000
