cancer,edin
chr10_100232551-,0.911
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.983
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.932
chr10_100232551-,1.000
chr10_100232551-,0.973
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.990
chr10_100232551-,1.000
chr10_100232551-,0.971
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.966
chr10_100232551-,0.812
chr10_100232551-,1.000
chr10_100232551-,0.984
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.915
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.988
chr10_100232551-,0.867
chr10_100232551-,1.000
chr10_100232551-,0.925
chr10_100232551-,1.000
chr10_100232551-,0.955
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.753
chr10_100232551-,0.878
chr10_100232551-,0.972
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.988
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.978
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,0.983
chr10_100232551-,0.972
chr10_100232551-,0.971
chr10_100232551-,1.000
chr10_100232551-,1.000
chr10_100232551-,1.000
chr11_16756863+,0.833
chr11_16756863+,0.955
chr11_16756863+,0.909
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.957
chr11_16756863+,1.000
chr11_16756863+,0.933
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.517
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.667
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.947
chr11_16756863+,1.000
chr11_16756863+,0.912
chr11_16756863+,1.000
chr11_16756863+,0.950
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.815
chr11_16756863+,0.893
chr11_16756863+,1.000
chr11_16756863+,0.895
chr11_16756863+,1.000
chr11_16756863+,0.688
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_16756863+,0.889
chr11_16756863+,1.000
chr11_16756863+,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,0.980
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,0.971
chr11_93535582-,1.000
chr11_93535582-,0.963
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,0.942
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,0.981
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,1.000
chr11_93535582-,0.977
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,0.929
chr12_62965534+,0.984
chr12_62965534+,1.000
chr12_62965534+,0.889
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,0.941
chr12_62965534+,0.900
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,1.000
chr12_62965534+,0.929
