cancer,edin
chr10_100232551-,0.9105364881980781
chr10_100232551-,0.9993349178529431
chr10_100232551-,0.9992339842037155
chr10_100232551-,0.9821751729788438
chr10_100232551-,0.9991622287345234
chr10_100232551-,0.9993579158735975
chr10_100232551-,0.9992220157138276
chr10_100232551-,0.9314970585907276
chr10_100232551-,0.9993074502914406
chr10_100232551-,0.9720782121969557
chr10_100232551-,0.9997906433135525
chr10_100232551-,0.9997283729178504
chr10_100232551-,0.9893744090296769
chr10_100232551-,0.9992606397424184
chr10_100232551-,0.9709129305478416
chr10_100232551-,0.99958343616529
chr10_100232551-,0.9998523066212898
chr10_100232551-,0.9997046041007899
chr10_100232551-,0.9992490979303945
chr10_100232551-,0.9999342571032609
chr10_100232551-,0.9654560177537753
chr10_100232551-,0.8116035705966768
chr10_100232551-,0.9992537706857505
chr10_100232551-,0.9838938482909643
chr10_100232551-,0.999963727023126
chr10_100232551-,0.9990866869206918
chr10_100232551-,0.99999338612206
chr10_100232551-,0.9147788537246224
chr10_100232551-,0.9998834672090122
chr10_100232551-,0.9993291451192338
chr10_100232551-,0.9870304890420787
chr10_100232551-,0.8667752932487923
chr10_100232551-,0.9995129716119242
chr10_100232551-,0.9245330425208655
chr10_100232551-,0.9998217190510125
chr10_100232551-,0.9544993379593946
chr10_100232551-,0.9990825110943632
chr10_100232551-,0.9992924362514705
chr10_100232551-,0.7525544631351041
chr10_100232551-,0.8772724991056545
chr10_100232551-,0.9712281746181516
chr10_100232551-,0.9992713726255059
chr10_100232551-,0.9991104952722023
chr10_100232551-,0.9996999404788598
chr10_100232551-,0.9873425149644527
chr10_100232551-,0.9998347956955903
chr10_100232551-,0.9997309669046379
chr10_100232551-,0.9775127542234199
chr10_100232551-,0.9992473641886197
chr10_100232551-,0.9990963113013317
chr10_100232551-,0.9825084611138603
chr10_100232551-,0.9719796170216423
chr10_100232551-,0.9703958495047978
chr10_100232551-,0.9991544205908476
chr10_100232551-,0.9993630410838362
chr10_100232551-,0.9994840224195117
chr11_16756863+,0.832976225581626
chr11_16756863+,0.954743840575448
chr11_16756863+,0.908379206211436
chr11_16756863+,0.999378669054177
chr11_16756863+,0.9994595975592199
chr11_16756863+,0.9995781266276547
chr11_16756863+,0.9997016986535378
chr11_16756863+,0.9990243130229062
chr11_16756863+,0.9999004515098424
chr11_16756863+,0.9992867246415901
chr11_16756863+,0.9996990651298548
chr11_16756863+,0.9995346166756593
chr11_16756863+,0.9998692264663596
chr11_16756863+,0.9560078060985192
chr11_16756863+,0.9991576055876997
chr11_16756863+,0.932556054019821
chr11_16756863+,0.9994532144847014
chr11_16756863+,0.9998078474476924
chr11_16756863+,0.9997018457806055
chr11_16756863+,0.5169844295920484
chr11_16756863+,0.9997736698466119
chr11_16756863+,0.9998173671951424
chr11_16756863+,0.6663956677489239
chr11_16756863+,0.9998249629161235
chr11_16756863+,0.999534267289411
chr11_16756863+,0.9464380575318566
chr11_16756863+,0.999411706369012
chr11_16756863+,0.9119559366861137
chr11_16756863+,0.9995326355850969
chr11_16756863+,0.9493022834675172
chr11_16756863+,0.9994866950121104
chr11_16756863+,0.9992422422173463
chr11_16756863+,0.8142562683240596
chr11_16756863+,0.8927576920821629
chr11_16756863+,0.9991204645540254
chr11_16756863+,0.8944889416679139
chr11_16756863+,0.9991393689074776
chr11_16756863+,0.6874036884814213
chr11_16756863+,0.9996959498289487
chr11_16756863+,0.9990357158278982
chr11_16756863+,0.9997920716065065
chr11_16756863+,0.9996021782586129
chr11_16756863+,0.8885701189674845
chr11_16756863+,0.9993508311282099
chr11_16756863+,0.9991077459541217
chr11_93535582-,0.9998756977305369
chr11_93535582-,0.9999012439664179
chr11_93535582-,0.9992222427453569
chr11_93535582-,0.9990888739829819
chr11_93535582-,0.9990600378474337
chr11_93535582-,0.9993188604266052
chr11_93535582-,0.9792374656820788
chr11_93535582-,0.9998599434590819
chr11_93535582-,0.9994469248051442
chr11_93535582-,0.9994624812470656
chr11_93535582-,0.9997792214431642
chr11_93535582-,0.9991446836673806
chr11_93535582-,0.9990904146935213
chr11_93535582-,0.9995241670436495
chr11_93535582-,0.9996047908944885
chr11_93535582-,0.9993851652088888
chr11_93535582-,0.9999677885166247
chr11_93535582-,0.9990426989347927
chr11_93535582-,0.9993785419403044
chr11_93535582-,0.999660027615113
chr11_93535582-,0.9995344402785965
chr11_93535582-,0.9991452535332674
chr11_93535582-,0.9996453244796856
chr11_93535582-,0.9992304562339093
