cancer,edin,is_tumor
chr19_11450409+,0.892,True
chr19_11450409+,0.960,True
chr19_11450409+,0.667,True
chr19_11450409+,0.973,True
chr19_11450409+,0.878,True
chr19_11450409+,0.952,True
chr19_11450409+,0.938,True
chr19_11450409+,0.886,True
chr19_11450409+,0.850,True
chr19_11450409+,0.915,True
chr19_11450409+,1.000,True
chr19_11450409+,0.949,True
chr19_11450409+,0.792,True
chr19_11450409+,0.758,True
chr19_11450409+,0.915,True
chr19_11450409+,0.748,True
chr19_11450409+,0.867,True
chr19_11450409+,0.900,True
chr19_11450409+,0.864,True
chr19_11450409+,0.907,True
chr19_11450409+,0.855,True
chr19_11450409+,0.884,True
chr19_11450409+,0.868,True
chr19_11450409+,0.938,True
chr19_11450409+,0.692,True
chr19_11450409+,0.719,True
chr19_11450409+,0.897,True
chr19_11450409+,0.934,True
chr19_11450409+,0.890,True
chr19_11450409+,0.943,True
chr19_11450409+,0.963,True
chr19_11450409+,1.000,True
chr19_11450409+,0.915,True
chr19_11450409+,0.963,True
chr19_11450409+,0.947,True
chr19_11450409+,0.832,True
chr19_11450409+,0.839,True
chr19_11450409+,0.987,True
chr19_11450409+,0.930,True
chr19_11450409+,0.958,True
chr19_11450409+,0.862,True
chr19_11450409+,0.865,True
chr19_11450409+,0.791,True
chr19_11450409+,0.925,True
chr19_11450409+,0.711,True
chr19_11450409+,0.927,True
chr19_11450409+,0.704,True
chr19_11450409+,0.964,True
chr19_11450409+,0.959,True
chr19_11450409+,0.986,True
chr19_11450409+,1.000,True
chr19_11450409+,1.000,True
chr19_11450409+,0.338,True
chr19_11450409+,0.887,True
chr19_11450409+,0.923,True
chr19_11450409+,0.886,True
chr19_11450409+,1.000,True
chr19_11450409+,0.908,True
chr19_11450409+,0.800,True
chr19_11450409+,0.936,True
chr19_11450409+,0.932,True
chr19_11450409+,0.968,True
chr19_11450409+,0.917,True
chr19_11450409+,0.874,True
chr19_11450409+,0.861,True
chr19_11450409+,0.902,True
chr19_11450409+,0.853,True
chr19_11450409+,0.894,True
chr19_11450409+,0.968,True
chr19_11450409+,0.762,True
chr19_11450409+,0.975,True
chr19_11450409+,0.903,True
chr19_11450409+,0.783,True
chr19_11450409+,0.889,True
chr19_11450409+,0.889,True
chr19_11450409+,0.969,True
chr19_11450409+,1.000,True
chr19_11450409+,0.599,True
chr19_11450409+,0.900,True
chr19_11450409+,0.822,True
chr19_11450409+,0.882,True
chr19_11450409+,0.960,True
chr19_11450409+,0.873,True
chr19_11450409+,0.929,True
chr19_11450409+,0.937,True
chr19_11450409+,0.896,True
chr19_11450409+,0.850,True
chr19_11450409+,0.600,True
chr19_11450409+,0.950,True
chr19_11450409+,0.977,True
chr19_11450409+,0.701,True
chr19_11450409+,0.905,True
chr19_11450409+,0.855,True
chr19_11450409+,0.769,True
chr19_11450409+,0.900,True
chr19_11450409+,1.000,True
chr19_11450409+,0.941,True
chr19_11450409+,1.000,True
chr19_11450409+,0.719,True
chr19_11450409+,0.931,True
chr19_11450409+,0.968,True
chr19_11450409+,0.794,True
chr19_11450409+,0.979,True
chr19_11450409+,0.938,True
chr19_11450409+,0.926,True
chr19_11450409+,0.896,True
chr19_11450409+,0.921,True
chr19_11450409+,0.839,True
chr19_11450409+,0.750,True
chr19_11450409+,0.951,True
chr19_11450409+,0.840,True
chr19_11450409+,0.811,True
chr19_11450409+,0.975,True
chr19_11450409+,0.852,True
chr19_11450409+,0.975,True
chr19_11450409+,0.935,True
chr19_11450409+,0.806,True
chr19_11450409+,0.976,True
chr19_11450409+,0.788,True
chr19_11450409+,0.910,True
chr19_11450409+,0.914,True
chr19_11450409+,0.900,True
chr19_11450409+,0.944,True
chr19_11450409+,0.924,True
chr19_11450409+,0.837,True
chr19_11450409+,0.950,True
chr19_11450409+,1.000,True
chr19_11450409+,0.880,True
chr19_11450409+,0.956,True
chr19_11450409+,0.900,True
chr19_11450409+,0.912,True
chr19_11450409+,0.915,True
chr19_11450409+,0.985,True
chr19_11450409+,0.747,True
chr19_11450409+,0.905,True
chr19_11450409+,0.941,True
chr19_11450409+,0.933,True
chr19_11450409+,0.877,True
chr19_11450409+,0.805,True
chr19_11450409+,0.854,True
chr19_11450409+,0.962,True
chr19_11450409+,0.825,True
chr19_11450409+,0.980,True
chr19_11450409+,0.927,True
chr19_11450409+,0.931,True
chr19_11450409+,0.943,True
chr19_11450409+,0.879,True
chr19_11450409+,0.767,True
chr19_11450409+,0.915,True
chr19_11450409+,0.974,True
chr19_11450409+,0.784,True
chr19_11450409+,0.909,True
chr19_11450409+,0.953,True
chr19_11450409+,0.939,True
chr19_11450409+,0.918,True
chr19_11450409+,0.818,True
chr19_11450409+,0.974,True
chr19_11450409+,0.940,True
chr19_11450409+,0.878,True
chr19_11450409+,0.771,True
chr19_11450409+,0.892,True
chr19_11450409+,0.811,True
chr19_11450409+,0.881,True
chr19_11450409+,0.897,True
chr19_11450409+,0.795,True
chr19_11450409+,0.892,True
chr19_11450409+,0.948,True
chr19_11450409+,0.894,True
chr19_11450409+,0.836,True
chr19_11450409+,0.971,True
chr19_11450409+,0.940,True
chr19_11450409+,0.820,True
chr19_11450409+,0.960,True
chr19_11450409+,0.718,True
chr19_11450409+,0.940,True
chr19_11450409+,0.889,True
chr19_11450409+,0.876,True
chr19_11450409+,0.915,True
chr19_11450409+,0.900,True
chr19_11450409+,0.935,True
chr19_11450409+,0.915,True
chr19_11450409+,0.808,True
chr19_11450409+,0.821,True
chr19_11450409+,0.827,True
chr19_11450409+,0.714,True
chr19_11450409+,0.918,True
chr19_11450409+,0.954,True
chr19_11450409+,0.850,True
chr19_11450409+,0.740,True
chr19_11450409+,0.910,True
chr19_11450409+,0.833,True
chr19_11450409+,0.915,True
chr19_11450409+,0.778,True
chr19_11450409+,0.884,True
chr19_11450409+,0.957,True
chr19_11450409+,0.742,True
chr19_11450409+,0.789,True
chr19_11450409+,0.973,True
chr19_11450409+,0.920,True
chr19_11450409+,0.914,True
chr19_11450409+,0.933,True
chr19_11450409+,0.925,True
chr19_11450409+,0.967,True
chr19_11450409+,0.978,True
chr19_11450409+,0.952,True
chr19_11450409+,0.952,True
chr19_11450409+,0.958,True
chr19_11450409+,0.818,True
chr19_11450409+,0.800,True
chr19_11450409+,0.939,True
chr19_11450409+,0.876,True
chr19_11450409+,0.750,True
chr19_11450409+,0.909,True
chr19_11450409+,0.795,True
chr19_11450409+,0.833,True
chr19_11450409+,0.900,True
chr19_11450409+,0.858,True
chr19_11450409+,0.953,True
chr19_11450409+,0.896,True
chr19_11450409+,0.905,True
chr19_11450409+,0.752,True
chr19_11450409+,0.956,True
chr19_11450409+,0.940,True
chr19_11450409+,0.872,True
chr19_11450409+,0.861,True
chr19_11450409+,0.785,True
chr19_11450409+,0.711,True
chr19_11450409+,0.962,True
chr19_11450409+,0.933,True
chr19_11450409+,0.867,True
chr19_11450409+,0.942,True
chr19_11450409+,0.825,True
chr19_11450409+,0.852,True
chr19_11450409+,1.000,True
chr19_11450409+,0.741,True
chr19_11450409+,0.899,True
chr19_11450409+,0.963,True
chr19_11450409+,0.868,True
chr19_11450409+,0.981,True
chr19_11450409+,0.820,True
chr19_11450409+,0.883,True
chr19_11450409+,0.841,True
chr19_11450409+,0.971,True
chr19_11450409+,0.852,True
chr19_11450409+,0.857,True
chr19_11450409+,0.886,True
chr19_11450409+,0.967,True
chr19_11450409+,0.825,True
chr19_11450409+,0.926,True
chr19_11450409+,0.737,True
chr19_11450409+,0.663,True
chr19_11450409+,0.917,True
chr19_11450409+,0.868,True
chr19_11450409+,0.792,True
chr19_11450409+,0.871,True
chr19_11450409+,0.900,True
chr19_11450409+,0.850,True
chr19_11450409+,0.985,True
chr19_11450409+,0.871,True
chr19_11450409+,0.947,True
chr19_11450409+,0.969,True
chr19_11450409+,0.982,True
chr19_11450409+,0.909,True
chr19_11450409+,0.965,True
chr19_11450409+,0.978,True
chr19_11450409+,0.830,True
chr19_11450409+,0.645,True
chr19_11450409+,0.870,True
chr19_11450409+,0.899,True
chr19_11450409+,0.964,True
chr19_11450409+,0.973,True
chr19_11450409+,0.913,True
chr19_11450409+,0.840,True
chr19_11450409+,0.952,True
chr19_11450409+,0.839,True
chr19_11450409+,0.943,True
chr19_11450409+,0.847,True
chr19_11450409+,0.825,True
chr19_11450409+,0.920,True
chr19_11450409+,0.963,True
chr19_11450409+,0.859,True
chr19_11450409+,0.784,True
chr19_11450409+,0.607,True
chr19_11450409+,0.886,True
chr19_11450409+,0.697,True
chr19_11450409+,0.775,True
chr19_11450409+,0.917,True
chr19_11450409+,0.975,True
chr19_11450409+,0.885,True
chr19_11450409+,0.919,True
chr19_11450409+,0.875,True
chr19_11450409+,0.816,True
chr19_11450409+,0.763,True
chr19_11450409+,0.940,True
chr19_11450409+,0.792,True
chr19_11450409+,0.900,True
chr19_11450409+,0.941,True
chr19_11450409+,0.818,True
chr19_11450409+,0.842,True
chr19_11450409+,0.880,True
chr19_11450409+,0.743,True
chr19_11450409+,0.973,True
chr19_11450409+,0.833,True
chr19_11450409+,0.915,True
chr19_11450409+,0.897,True
chr19_11450409+,0.918,True
chr19_11450409+,1.000,True
chr19_11450409+,0.800,True
chr19_11450409+,0.943,True
chr19_11450409+,0.915,True
chr19_11450409+,0.866,True
chr19_11450409+,0.958,True
chr19_11450409+,0.906,True
chr19_11450409+,0.806,True
chr19_11450409+,0.969,True
chr19_11450409+,0.833,True
chr19_11450409+,0.831,True
chr19_11450409+,0.921,True
chr19_11450409+,0.908,True
chr19_11450409+,0.908,True
chr19_11450409+,0.875,True
chr19_11450409+,0.947,True
chr19_11450409+,0.985,True
chr19_11450409+,0.959,True
chr19_11450409+,0.905,True
chr19_11450409+,0.870,True
chr19_11450409+,0.736,True
chr19_11450409+,1.000,True
chr19_11450409+,0.918,True
chr19_11450409+,0.929,True
chr19_11450409+,0.952,True
chr19_11450409+,0.791,True
chr19_11450409+,0.813,True
chr19_11450409+,1.000,True
chr19_11450409+,0.939,True
chr19_11450409+,0.892,True
chr19_11450409+,0.846,True
chr19_11450409+,0.925,True
chr19_11450409+,0.655,True
chr19_11450409+,0.845,True
chr19_11450409+,0.960,True
chr19_11450409+,0.880,True
chr19_11450409+,0.716,True
chr19_11450409+,0.935,True
chr19_11450409+,0.857,True
chr19_11450409+,0.936,True
chr19_11450409+,0.803,True
chr19_11450409+,1.000,True
chr19_11450409+,0.794,True
chr19_11450409+,0.921,True
chr19_11450409+,0.941,True
chr19_11450409+,0.925,True
chr19_11450409+,1.000,True
chr19_11450409+,0.974,True
chr19_11450409+,0.901,True
chr19_11450409+,0.928,True
chr19_11450409+,0.751,True
chr19_11450409+,0.863,True
chr19_11450409+,0.836,True
chr19_11450409+,0.735,True
chr19_11450409+,0.854,True
chr19_11450409+,0.794,True
chr19_11450409+,0.888,True
chr19_11450409+,0.867,True
chr19_11450409+,0.851,True
chr19_11450409+,0.848,True
chr19_11450409+,0.886,True
chr19_11450409+,0.864,True
chr19_11450409+,0.805,True
chr19_11450409+,0.808,True
chr19_11450409+,0.878,True
chr19_11450409+,0.725,True
chr19_11450409+,0.789,True
chr19_11450409+,0.981,True
chr19_11450409+,0.955,True
chr19_11450409+,0.933,True
chr19_11450409+,0.811,True
chr19_11450409+,0.875,True
chr19_11450409+,0.887,True
