site,cancer,edited,p50
5,1,0.5063291139240507,0.3184
5,2,0.5196078431372549,0.2917
5,3,0.815049864007253,0.3000
5,4,0.8725490196078431,0.2789
5,5,0.6388888888888888,0.2778
5,6,0.8571428571428571,0.2857
5,7,0.6666666666666666,0.2568
5,8,0.8395061728395061,0.3880
5,9,0.9642857142857143,0.3333
5,10,0.632,0.2727
5,11,0.35384615384615387,0.2069
5,12,0.6728971962616822,0.3483
5,13,0.4359861591695502,0.3000
5,14,0.33774834437086093,0.2094
5,15,0.9281663516068053,0.3529
5,16,0.6818181818181818,0.4000
5,17,0.5616698292220114,0.2727
5,18,0.6993987975951904,0.3333
5,19,0.6046511627906976,0.3524
5,20,0.820580474934037,0.4000
5,21,0.3707865168539326,0.3333
5,22,0.5191256830601093,0.3333
5,23,0.564,0.2710
5,24,0.9130434782608695,0.2855
5,25,0.7224334600760456,0.3636
5,26,0.8046709129511678,0.2857
5,27,0.7573333333333333,0.3438
5,28,0.7051282051282052,0.3333
5,29,0.6129666011787819,0.3717
5,30,0.6386554621848739,0.2087
5,31,0.6277372262773723,0.3571
5,32,0.75,0.4000
5,33,0.425,0.3333
6,1,0.4810126582278481,0.1648
6,2,0.5661764705882353,0.1538
6,3,0.8077969174977334,0.2000
6,4,0.8627450980392157,0.1634
6,5,0.6388888888888888,0.1765
6,6,0.8571428571428571,0.1667
6,7,0.6666666666666666,0.1333
6,8,0.8209876543209876,0.2248
6,9,0.9166666666666666,0.1818
6,10,0.688,0.1791
6,11,0.24615384615384617,0.1043
6,12,0.6560747663551402,0.2000
6,13,0.4532871972318339,0.1429
6,14,0.46357615894039733,0.1429
6,15,0.8374291115311909,0.1467
6,16,0.660427807486631,0.2343
6,17,0.5502846299810247,0.1802
6,18,0.7454909819639278,0.1818
6,19,0.6162790697674418,0.1667
6,20,0.7651715039577837,0.2308
6,21,0.449438202247191,0.1818
6,22,0.4644808743169399,0.2000
6,23,0.51,0.1333
6,24,0.8369565217391305,0.1511
6,25,0.7490494296577946,0.1739
6,26,0.7876857749469215,0.1538
6,27,0.712,0.2190
6,28,0.7435897435897436,0.1923
6,29,0.6208251473477406,0.2000
6,30,0.5798319327731093,0.1250
6,31,0.5821167883211679,0.1818
6,32,0.6428571428571429,0.1667
6,33,0.4125,0.1538
10,1,0.35443037974683544,0.0909
10,2,0.44362745098039214,0.1304
10,3,0.786038077969175,0.1600
10,4,0.7647058823529411,0.1154
10,5,0.5833333333333334,0.1538
10,6,0.5857142857142857,0.0769
10,7,0.3125,0.0638
10,8,0.8209876543209876,0.1875
10,9,0.8392857142857143,0.1600
10,10,0.63,0.1351
10,11,0.24615384615384617,0.0870
10,12,0.7046728971962617,0.2000
10,13,0.3806228373702422,0.1429
10,14,0.3509933774834437,0.0741
10,15,0.8034026465028355,0.1579
10,16,0.6470588235294118,0.2593
10,17,0.5673624288425048,0.1538
10,18,0.6813627254509018,0.1429
10,19,0.6627906976744186,0.1818
10,20,0.8496042216358839,0.2394
10,21,0.4438202247191011,0.1500
10,22,0.43169398907103823,0.1667
10,23,0.462,0.1053
10,24,0.6086956521739131,0.0758
10,25,0.6692015209125475,0.1519
10,26,0.6390658174097664,0.1000
10,27,0.7386666666666667,0.1707
10,28,0.6666666666666666,0.1626
10,29,0.6011787819253438,0.1667
10,30,0.42857142857142855,0.0833
10,31,0.5273722627737226,0.1333
10,32,0.5535714285714286,0.1455
10,33,0.375,0.1000
8,1,0.4430379746835443,0.5000
8,2,0.5049019607843137,0.5500
8,3,0.8195829555757026,0.6190
8,4,0.8431372549019608,0.5000
8,5,0.5833333333333334,0.5455
8,6,0.8964285714285715,0.5000
8,7,0.5,0.4393
8,8,0.8765432098765432,0.5631
8,9,0.9404761904761905,0.6296
8,10,0.628,0.5000
8,11,0.3384615384615385,0.5228
8,12,0.6710280373831776,0.5909
8,13,0.4532871972318339,0.4737
8,14,0.7615894039735099,0.3750
8,15,0.9054820415879017,0.6774
8,16,0.6283422459893048,0.6216
8,17,0.523719165085389,0.5811
8,18,0.6993987975951904,0.5714
8,19,0.5697674418604651,0.5897
8,20,0.8680738786279684,0.6777
8,21,0.3202247191011236,0.5833
8,22,0.39344262295081966,0.6923
8,23,0.49,0.5333
8,24,0.8913043478260869,0.5058
8,25,0.6806083650190115,0.6667
8,26,0.7940552016985138,0.5385
8,27,0.8373333333333334,0.5419
8,28,0.7435897435897436,0.5890
8,29,0.5481335952848723,0.6667
8,30,0.5294117647058824,0.4324
8,31,0.4416058394160584,0.5894
8,32,0.7321428571428571,0.6000
8,33,0.4375,0.5385
3,1,0.8227848101265823,0.3043
3,2,0.8112745098039216,0.2609
3,3,0.958295557570263,0.3684
3,4,0.8496732026143791,0.2897
3,5,0.8888888888888888,0.3797
3,6,0.8392857142857143,0.2727
3,7,0.6666666666666666,0.2657
3,8,0.9629629629629629,0.3362
3,9,0.8809523809523809,0.2880
3,10,0.528,0.2727
3,11,0.9384615384615385,0.2084
3,12,0.908411214953271,0.2963
3,13,0.9377162629757786,0.2353
