site,cancer,edited,p50
1,1,0.9493670886075949,0.1192
1,2,0.9142156862745098,0.1459
1,3,0.9882139619220308,0.2525
1,4,0.9771241830065359,0.2011
1,5,0.9722222222222222,0.2240
1,6,0.8821428571428571,0.1088
1,7,0.9375,0.0983
1,8,0.9938271604938271,0.2307
1,9,0.9821428571428571,0.1730
1,10,0.974,0.1714
1,11,0.6615384615384615,0.0602
1,12,0.9719626168224299,0.1914
1,13,0.903114186851211,0.1135
1,14,0.609271523178808,0.0909
1,15,0.998109640831758,0.1740
1,16,0.9946524064171123,0.3401
1,17,0.9810246679316889,0.2143
1,18,0.9579158316633266,0.1622
1,19,0.9534883720930233,0.2077
1,20,0.9920844327176781,0.3069
1,21,0.9775280898876404,0.1888
1,22,0.9890710382513661,0.2188
1,23,0.962,0.1199
1,24,0.9130434782608695,0.0935
1,25,0.9695817490494296,0.1538
1,26,0.9320594479830149,0.1356
1,27,0.9626666666666667,0.1958
1,28,0.967948717948718,0.2105
1,29,0.9705304518664047,0.1332
1,30,0.9747899159663865,0.1250
1,31,0.9835766423357665,0.1940
1,32,0.9285714285714286,0.1523
1,33,0.9625,0.1200
2,1,0.9113924050632911,0.1779
2,2,0.9093137254901961,0.1551
2,3,0.9800543970988214,0.1783
2,4,0.934640522875817,0.1728
2,5,0.9722222222222222,0.1832
2,6,0.9571428571428572,0.1538
2,7,0.9166666666666666,0.1304
2,8,1.0,0.2277
2,9,0.9404761904761905,0.1264
2,10,0.97,0.1768
2,11,0.9384615384615385,0.1274
2,12,0.9607476635514018,0.1626
2,13,0.9100346020761245,0.1094
2,14,0.8940397350993378,0.1714
2,15,0.994328922495274,0.1545
2,16,0.9411764705882353,0.2714
2,17,0.952561669829222,0.1774
2,18,0.9799599198396793,0.1619
2,19,0.9186046511627907,0.1807
2,20,0.9894459102902374,0.2164
2,21,0.9606741573033708,0.1782
2,22,0.8907103825136612,0.1968
2,23,0.964,0.1314
2,24,0.9565217391304348,0.1302
2,25,0.9505703422053232,0.1746
2,26,0.9193205944798302,0.1296
2,27,0.96,0.2202
2,28,0.9423076923076923,0.1818
2,29,0.9587426326129665,0.1481
2,30,0.8907563025210085,0.1533
2,31,0.8740875912408759,0.1784
2,32,0.9285714285714286,0.1366
2,33,0.9625,0.1238
7,1,0.5316455696202531,0.0863
7,2,0.6029411764705882,0.0769
7,3,0.8159564823209429,0.0990
7,4,0.673202614379085,0.0806
7,5,0.6944444444444444,0.0704
7,6,0.6071428571428571,0.0680
7,7,0.5,0.0673
7,8,0.8271604938271605,0.0891
7,9,0.5833333333333334,0.0617
7,10,0.682,0.0741
7,11,0.3384615384615385,0.0417
7,12,0.6841121495327103,0.0784
7,13,0.5674740484429066,0.0714
7,14,0.40397350993377484,0.0769
7,15,0.5293005671077504,0.0556
7,16,0.8262032085561497,0.1398
7,17,0.6204933586337761,0.0714
7,18,0.7354709418837675,0.0769
7,19,0.6395348837209303,0.0923
7,20,0.8179419525065963,0.0968
7,21,0.5842696629213483,0.0696
7,22,0.4808743169398907,0.0690
7,23,0.558,0.0606
7,24,0.4673913043478261,0.0573
7,25,0.6045627376425855,0.0769
7,26,0.524416135881104,0.0588
7,27,0.7946666666666666,0.1000
7,28,0.782051282051282,0.1047
7,29,0.5049115913555993,0.0571
7,30,0.4789915966386555,0.0691
7,31,0.6733576642335767,0.1000
7,32,0.44642857142857145,0.0548
7,33,0.55,0.0702
9,1,0.4936708860759494,0.0820
9,2,0.6200980392156863,0.0800
9,3,0.6790571169537625,0.0930
9,4,0.6993464052287581,0.0811
9,5,0.6666666666666666,0.0855
9,6,0.4928571428571429,0.0667
9,7,0.4791666666666667,0.0625
9,8,0.7160493827160493,0.1072
9,9,0.4880952380952381,0.0567
9,10,0.706,0.0870
9,11,0.18461538461538463,0.0364
9,12,0.5925233644859813,0.0741
9,13,0.3079584775086505,0.0500
9,15,0.3648393194706994,0.0476
9,16,0.5989304812834224,0.1111
9,17,0.5806451612903226,0.0877
9,18,0.7034068136272545,0.0882
9,19,0.6511627906976745,0.0845
9,20,0.5699208443271768,0.1349
9,21,0.47191011235955055,0.0800
9,22,0.5519125683060109,0.0698
9,23,0.382,0.0667
9,24,0.5434782608695652,0.0652
9,25,0.6463878326996197,0.0833
9,26,0.5159235668789809,0.0682
9,27,0.4053333333333333,0.1239
9,28,0.7692307692307693,0.1324
9,29,0.48330058939096265,0.0580
9,30,0.5210084033613446,0.0584
9,31,0.46897810218978103,0.0909
9,32,0.6785714285714286,0.0789
9,33,0.4375,0.0741
6,1,0.7721518987341772,0.5000
6,2,0.5637254901960784,0.5455
6,3,0.6826835902085222,0.6667
6,4,0.5915032679738562,0.5455
6,5,0.5,0.7167
6,6,0.7178571428571429,0.4706
6,7,0.6458333333333334,0.4545
6,8,1.0,0.6817
6,9,0.9880952380952381,0.6369
6,10,0.406,0.5556
6,11,0.8307692307692308,0.4189
6,12,0.8841121495327103,0.6757
6,13,0.6955017301038062,0.5833
6,14,0.48344370860927155,0.3704
6,15,0.9659735349716446,0.5909
6,16,0.14705882352941177,0.6923
6,17,0.49146110056925996,0.6667
6,18,0.655310621242485,0.5833
6,19,0.7093023255813954,0.6667
6,20,0.9445910290237467,0.7143
6,21,0.4550561797752809,0.6316
6,22,0.9672131147540983,0.7500
6,23,0.754,0.5500
6,24,0.7934782608695652,0.4444
6,25,0.6007604562737643,0.6377
6,26,0.6305732484076433,0.5500
6,27,0.896,0.6541
6,28,0.7243589743589743,0.5556
6,29,0.8055009823182712,0.6111
6,30,0.773109243697479,0.5591
6,31,0.5656934306569343,0.6000
6,32,0.625,0.5000
6,33,0.55,0.5000
10,1,0.3670886075949367,0.0714
10,2,0.4950980392156863,0.1111
10,3,0.6754306436990027,0.1250
10,4,0.4673202614379085,0.1143
10,5,0.4444444444444444,0.0938
10,6,0.26071428571428573,0.0909
10,7,0.25,0.0909
10,8,0.3271604938271605,0.1538
10,9,0.43452380952380953,0.1000
10,10,0.35,0.1250
10,11,0.27692307692307694,0.0557
10,12,0.7046728971962617,0.1500
10,13,0.5121107266435986,0.0667
10,14,0.013245033112582781,0.0857
10,15,0.6937618147448015,0.1111
10,16,0.553475935828877,0.1667
10,17,0.5749525616698292,0.1304
10,18,0.40480961923847697,0.1165
10,19,0.7441860465116279,0.1176
10,20,0.46437994722955145,0.1500
10,21,0.6235955056179775,0.1188
10,22,0.9289617486338798,0.1429
10,23,0.688,0.0792
10,24,0.22826086956521738,0.0938
10,25,0.5019011406844106,0.1053
10,26,0.4734607218683652,0.1000
10,27,0.2986666666666667,0.1333
10,28,0.6410256410256411,0.1333
10,29,0.587426326129666,0.0612
10,30,0.6302521008403361,0.0909
10,31,0.35036496350364965,0.1000
