site,cancer,edited,p50
6,1,0.16455696202531644,0.0714
6,2,0.4117647058823529,0.0833
6,3,0.5530371713508613,0.1000
6,4,0.45751633986928103,0.0789
6,5,0.25,0.0833
6,6,0.22142857142857142,0.0769
6,7,0.5,0.0714
6,8,0.8148148148148148,0.0984
6,9,0.7023809523809523,0.0895
6,10,0.44,0.0769
6,11,0.1076923076923077,0.0909
6,12,0.4336448598130841,0.0769
6,13,0.22145328719723184,0.0769
6,14,0.1986754966887417,0.0714
6,15,0.45935727788279773,0.0769
6,16,0.30213903743315507,0.1000
6,17,0.396584440227704,0.0965
6,18,0.44889779559118237,0.0833
6,19,0.5,0.1000
6,20,0.8311345646437994,0.1127
6,21,0.3202247191011236,0.0909
6,22,0.48633879781420764,0.0952
6,23,0.348,0.0667
6,24,0.31521739130434784,0.0870
6,25,0.4714828897338403,0.0800
6,26,0.43736730360934184,0.0741
6,27,0.664,0.1000
6,28,0.5512820512820513,0.0784
6,29,0.3988212180746562,0.0741
6,30,0.5798319327731093,0.0714
6,31,0.5200729927007299,0.0938
6,32,0.42857142857142855,0.0714
6,33,0.1625,0.0625
5,1,0.12658227848101267,0.0794
5,2,0.48284313725490197,0.0952
5,3,0.5058930190389845,0.0882
5,4,0.49673202614379086,0.0789
5,5,0.4166666666666667,0.1364
5,6,0.29642857142857143,0.0769
5,7,0.4583333333333333,0.0801
5,8,0.9259259259259259,0.1452
5,9,0.5535714285714286,0.0690
5,10,0.472,0.0800
5,11,0.03076923076923077,0.0882
5,12,0.43177570093457945,0.0769
5,13,0.27335640138408307,0.0769
5,14,0.2185430463576159,0.0714
5,15,0.31758034026465026,0.0625
5,16,0.37967914438502676,0.1176
5,17,0.45351043643263755,0.0909
5,18,0.48697394789579157,0.0833
5,19,0.5581395348837209,0.0955
5,20,0.8258575197889182,0.1266
5,21,0.42134831460674155,0.0909
5,22,0.4371584699453552,0.0976
5,23,0.412,0.0667
5,24,0.2608695652173913,0.0714
5,25,0.5209125475285171,0.0833
5,26,0.40764331210191085,0.0741
5,27,0.7226666666666667,0.1250
5,28,0.6217948717948718,0.0833
5,29,0.3516699410609037,0.0714
5,30,0.5210084033613446,0.0741
5,31,0.5656934306569343,0.1111
5,32,0.6428571428571429,0.0833
5,33,0.25,0.0588
3,1,0.379746835443038,0.0920
3,2,0.5931372549019608,0.1000
3,3,0.6781504986400725,0.1081
3,4,0.6241830065359477,0.0833
3,5,0.6388888888888888,0.0976
3,6,0.43214285714285716,0.0833
3,7,0.6875,0.0870
3,8,0.8333333333333334,0.1333
3,9,0.7023809523809523,0.1000
3,10,0.562,0.0920
3,11,0.2,0.0990
3,12,0.6411214953271028,0.1053
3,13,0.4290657439446367,0.0968
3,14,0.2913907284768212,0.0784
3,15,0.6351606805293005,0.0833
3,16,0.5267379679144385,0.1429
3,17,0.6261859582542695,0.1081
3,18,0.561122244488978,0.0930
3,19,0.8023255813953488,0.1429
3,20,0.841688654353562,0.1364
3,21,0.5786516853932584,0.1111
3,22,0.73224043715847,0.1342
3,23,0.614,0.0882
3,24,0.40217391304347827,0.0833
3,25,0.7338403041825095,0.1111
3,26,0.6390658174097664,0.0909
3,27,0.7546666666666667,0.1372
3,28,0.7243589743589743,0.1000
3,29,0.5343811394891945,0.0833
3,30,0.6554621848739496,0.0769
3,31,0.541970802919708,0.1111
3,32,0.6964285714285714,0.1084
3,33,0.5,0.0895
1,1,0.569620253164557,0.1515
1,2,0.8235294117647058,0.1333
1,3,0.8495013599274706,0.1515
1,4,0.8562091503267973,0.1351
1,5,0.8611111111111112,0.1500
1,6,0.6857142857142857,0.1277
1,7,0.9583333333333334,0.1644
1,8,0.9691358024691358,0.1899
1,9,0.8869047619047619,0.1798
1,10,0.844,0.1389
1,11,0.5692307692307692,0.1429
1,12,0.7476635514018691,0.1293
1,13,0.7231833910034602,0.1293
1,14,0.46357615894039733,0.1053
1,15,0.8676748582230623,0.1364
1,16,0.6122994652406417,0.1538
1,17,0.7628083491461101,0.1429
1,18,0.845691382765531,0.1458
1,19,0.8372093023255814,0.1667
1,20,0.9313984168865436,0.1905
1,21,0.7247191011235955,0.1429
1,22,0.7486338797814208,0.1559
1,23,0.846,0.1429
1,24,0.6847826086956522,0.1297
1,25,0.8783269961977186,0.1622
1,26,0.8428874734607219,0.1372
1,27,0.8133333333333334,0.1739
1,28,0.9038461538461539,0.1212
1,29,0.7583497053045186,0.1290
1,30,0.8991596638655462,0.1342
1,31,0.635036496350365,0.1727
1,32,0.9285714285714286,0.1481
1,33,0.7125,0.1250
4,1,0.26582278481012656,0.0909
4,2,0.47549019607843135,0.0909
4,3,0.5784224841341795,0.1053
4,4,0.5588235294117647,0.0870
4,5,0.2777777777777778,0.0909
4,6,0.3,0.0833
4,7,0.4375,0.0667
4,8,0.7160493827160493,0.0833
4,9,0.5714285714285714,0.0949
4,10,0.532,0.1000
4,11,0.12307692307692308,0.0833
4,12,0.4616822429906542,0.0895
4,13,0.22145328719723184,0.0909
4,14,0.25165562913907286,0.0870
4,15,0.6068052930056711,0.1053
4,16,0.24598930481283424,0.1000
4,17,0.4819734345351044,0.1000
4,18,0.48897795591182364,0.0909
4,19,0.47674418604651164,0.1000
4,20,0.762532981530343,0.1019
4,21,0.3202247191011236,0.1000
4,22,0.47540983606557374,0.1000
4,23,0.48,0.0909
4,24,0.2826086956521739,0.1000
4,25,0.5931558935361216,0.1053
4,26,0.5286624203821656,0.0909
