site,cancer,edited,p50
2,2,0.0024509803921568627,0.0378
2,3,0.0009066183136899365,0.0278
2,4,0.0,0.0244
2,5,0.0,0.0303
2,8,0.0,0.0110
2,10,0.0,0.0393
2,12,0.0,0.0222
2,13,0.0,0.0286
2,15,0.0,0.0364
2,16,0.008021390374331552,0.0628
2,17,0.0018975332068311196,0.0323
2,18,0.0,0.0282
2,20,0.005277044854881266,0.0667
2,22,0.0,0.0179
2,23,0.0,0.0261
2,24,0.0,0.0233
2,25,0.0,0.0198
2,26,0.0,0.0164
2,27,0.0026666666666666666,0.0120
2,28,0.0,0.0357
2,29,0.0,0.0244
2,31,0.0,0.0500
1,2,0.004901960784313725,0.0485
1,3,0.03989120580235721,0.0714
1,4,0.0032679738562091504,0.1000
1,7,0.020833333333333332,0.0598
1,8,0.006172839506172839,0.2143
1,9,0.011904761904761904,0.0667
1,10,0.004,0.0839
1,11,0.0,0.0337
1,15,0.022684310018903593,0.0714
1,17,0.007590132827324478,0.0909
1,18,0.006012024048096192,0.0833
1,20,0.021108179419525065,0.0833
1,21,0.0,0.0339
1,23,0.002,0.0909
1,24,0.010869565217391304,0.0667
1,26,0.0021231422505307855,0.0769
1,27,0.013333333333333334,0.0976
1,28,0.00641025641025641,0.1000
1,29,0.08055009823182711,0.0667
1,30,0.03361344537815126,0.0625
1,33,0.0125,0.0625
