site,cancer,edited,p50
10,1,0.21518987341772153,0.0295
10,2,0.04656862745098039,0.1000
10,3,0.1441523118766999,0.1000
10,4,0.13071895424836602,0.0952
10,5,0.1388888888888889,0.1079
10,6,0.0035714285714285713,0.0667
10,8,0.1728395061728395,0.1082
10,9,0.34523809523809523,0.0909
10,10,0.024,0.0670
10,11,0.046153846153846156,0.0312
10,12,0.2672897196261682,0.0833
10,13,0.18339100346020762,0.0577
10,15,0.12287334593572778,0.0714
10,16,0.6283422459893048,0.1600
10,17,0.06641366223908918,0.1000
10,18,0.08216432865731463,0.0833
10,19,0.08139534883720931,0.0909
10,20,0.3034300791556728,0.1053
10,21,0.011235955056179775,0.0396
10,22,0.18579234972677597,0.0588
10,23,0.08,0.0714
10,24,0.03260869565217391,0.0889
10,25,0.12547528517110265,0.0769
10,26,0.027600849256900213,0.0917
10,27,0.12533333333333332,0.1000
10,28,0.11538461538461539,0.0683
10,29,0.15520628683693516,0.0909
10,30,0.025210084033613446,0.0585
10,31,0.3010948905109489,0.0714
10,32,0.25,0.0567
10,33,0.0125,0.0487
2,1,0.6455696202531646,0.5366
2,2,0.2647058823529412,0.5723
2,3,0.46509519492293744,0.6000
2,4,0.43137254901960786,0.5224
2,5,0.8888888888888888,0.5809
2,6,0.7107142857142857,0.4667
2,8,0.49382716049382713,0.6582
2,9,0.05357142857142857,0.7000
2,10,0.61,0.6000
2,11,0.9076923076923077,0.3667
2,12,0.9327102803738317,0.5758
2,13,0.9411764705882353,0.4519
2,15,0.045368620037807186,0.5550
2,16,0.3770053475935829,0.6667
2,17,0.4838709677419355,0.5789
2,18,0.374749498997996,0.5417
2,19,0.27906976744186046,0.6011
2,20,0.1266490765171504,0.5981
2,21,0.5955056179775281,0.5263
2,22,0.07650273224043716,0.5000
2,23,0.006,0.5294
2,24,0.7391304347826086,0.4659
2,25,0.09505703422053231,0.5185
2,26,0.16560509554140126,0.4896
2,27,0.256,0.5955
2,28,0.19230769230769232,0.3733
2,29,0.04911591355599214,0.4444
2,30,0.20168067226890757,0.4586
2,31,0.07846715328467153,0.5000
2,32,0.17857142857142858,0.6516
2,33,0.125,0.4523
1,1,0.05063291139240506,0.1909
1,2,0.23039215686274508,0.1250
1,3,0.4614687216681777,0.1429
1,4,0.3300653594771242,0.1082
1,5,0.4444444444444444,0.1743
1,6,0.3535714285714286,0.0952
1,7,0.041666666666666664,0.2429
1,8,0.6419753086419753,0.1579
1,9,0.42857142857142855,0.1500
1,10,0.332,0.1297
1,11,0.27692307692307694,0.0909
1,12,0.5364485981308411,0.1463
1,13,0.39792387543252594,0.1000
1,15,0.6086956521739131,0.1154
1,16,0.10160427807486631,0.2000
1,17,0.45540796963946867,0.1333
1,18,0.33867735470941884,0.1333
1,19,0.26744186046511625,0.1429
1,20,0.46174142480211083,0.1818
1,21,0.3595505617977528,0.1154
1,22,0.02185792349726776,0.0833
1,23,0.58,0.1000
1,24,0.2717391304347826,0.0909
1,25,0.43346007604562736,0.1176
1,26,0.43312101910828027,0.1250
1,27,0.592,0.1429
1,28,0.07051282051282051,0.0769
1,29,0.550098231827112,0.1053
1,30,0.23529411764705882,0.1765
1,31,0.11496350364963503,0.1429
1,32,0.16071428571428573,0.1200
1,33,0.0625,0.1000
9,1,0.10126582278481013,0.0331
9,2,0.14460784313725492,0.0417
9,3,0.17769718948322757,0.0455
9,4,0.12745098039215685,0.0435
9,5,0.2222222222222222,0.0460
9,6,0.13214285714285715,0.0625
9,7,0.0625,0.0306
9,8,0.19135802469135801,0.0526
9,9,0.1130952380952381,0.0400
9,10,0.136,0.0556
9,11,0.1076923076923077,0.0393
9,12,0.22242990654205608,0.0435
9,13,0.09688581314878893,0.0356
9,14,0.019867549668874173,0.0909
9,15,0.09829867674858223,0.0303
9,16,0.21122994652406418,0.0667
9,17,0.18216318785578747,0.0476
9,18,0.1523046092184369,0.0500
9,19,0.3023255813953488,0.0625
9,20,0.17941952506596306,0.0556
9,21,0.20786516853932585,0.0534
9,22,0.15846994535519127,0.0345
9,23,0.118,0.0328
9,24,0.09782608695652174,0.0512
9,25,0.22433460076045628,0.0507
9,26,0.15498938428874734,0.0404
9,27,0.11466666666666667,0.0588
9,28,0.07692307692307693,0.0334
9,29,0.11198428290766209,0.0299
9,30,0.07563025210084033,0.0236
9,31,0.14233576642335766,0.0556
9,32,0.125,0.0361
9,33,0.1125,0.0488
7,1,0.11392405063291139,0.0909
7,2,0.17401960784313725,0.0625
7,3,0.3943789664551224,0.0741
7,4,0.13725490196078433,0.0691
7,5,0.1388888888888889,0.1304
7,6,0.13214285714285715,0.0833
7,7,0.16666666666666666,0.1000
7,8,0.5185185185185185,0.1034
7,9,0.39880952380952384,0.0909
7,10,0.088,0.0909
7,11,0.18461538461538463,0.0500
7,12,0.5009345794392523,0.0667
7,13,0.34256055363321797,0.0564
7,14,0.2251655629139073,0.0955
7,15,0.2722117202268431,0.0833
7,16,0.058823529411764705,0.0909
7,17,0.18026565464895636,0.0833
7,18,0.1743486973947896,0.0833
7,19,0.13953488372093023,0.0833
7,20,0.49076517150395776,0.0857
7,21,0.19662921348314608,0.0909
7,22,0.2459016393442623,0.0714
7,23,0.288,0.0769
7,24,0.10869565217391304,0.0976
7,25,0.22813688212927757,0.0769
7,26,0.18259023354564755,0.0769
7,27,0.5013333333333333,0.1099
7,28,0.17307692307692307,0.0435
7,29,0.22789783889980353,0.0741
7,30,0.21008403361344538,0.0571
7,31,0.15875912408759124,0.0769
7,32,0.19642857142857142,0.0556
7,33,0.025,0.0871
8,1,0.0379746835443038,0.0909
