site,cancer,edited,p50
6,2,0.041666666666666664,0.0833
6,3,0.012692656391659111,0.0714
6,4,0.0457516339869281,0.0667
6,5,0.08333333333333333,0.1111
6,6,0.010714285714285714,0.1000
6,7,0.041666666666666664,0.0695
6,8,0.08641975308641975,0.0769
6,9,0.05357142857142857,0.0625
6,10,0.006,0.0486
6,12,0.03551401869158879,0.1000
6,13,0.010380622837370242,0.0594
6,14,0.013245033112582781,0.0750
6,15,0.04725897920604915,0.0769
6,16,0.0,0.0328
6,17,0.013282732447817837,0.0833
6,18,0.02004008016032064,0.0769
6,19,0.08139534883720931,0.0714
6,20,0.12137203166226913,0.0870
6,21,0.0,0.0323
6,22,0.02185792349726776,0.1137
6,23,0.004,0.0503
6,24,0.0,0.0135
6,25,0.026615969581749048,0.0833
6,26,0.012738853503184714,0.0833
6,27,0.05333333333333334,0.0909
6,28,0.03205128205128205,0.0670
6,29,0.0137524557956778,0.0833
6,30,0.058823529411764705,0.0801
6,31,0.0072992700729927005,0.0670
6,32,0.017857142857142856,0.0500
6,33,0.025,0.0697
4,2,0.05392156862745098,0.1387
4,3,0.019945602901178604,0.1250
4,4,0.08169934640522876,0.0917
4,5,0.05555555555555555,0.0800
4,6,0.017857142857142856,0.1000
4,7,0.020833333333333332,0.0667
4,8,0.2345679012345679,0.0909
4,9,0.18452380952380953,0.0714
4,10,0.018,0.0769
4,12,0.016822429906542057,0.0833
4,13,0.02768166089965398,0.1009
4,15,0.07561436672967864,0.0833
4,16,0.008021390374331552,0.0588
4,17,0.007590132827324478,0.0885
4,18,0.022044088176352707,0.1538
4,19,0.05813953488372093,0.1200
4,20,0.20580474934036938,0.1258
4,21,0.0056179775280898875,0.0969
4,22,0.03825136612021858,0.1333
4,23,0.01,0.0968
4,24,0.021739130434782608,0.0789
4,25,0.04182509505703422,0.1009
4,26,0.02335456475583864,0.1290
4,27,0.11733333333333333,0.1429
4,28,0.03205128205128205,0.0800
4,29,0.01768172888015717,0.1500
4,30,0.03361344537815126,0.0769
4,31,0.023722627737226276,0.0955
4,32,0.08928571428571429,0.0909
4,33,0.0125,0.0794
2,2,0.07598039215686274,0.2000
2,3,0.03445149592021759,0.1904
2,4,0.12745098039215685,0.1559
2,5,0.05555555555555555,0.2929
2,6,0.039285714285714285,0.0871
2,7,0.041666666666666664,0.2285
2,8,0.30246913580246915,0.2000
2,9,0.2857142857142857,0.1333
2,10,0.036,0.1463
2,11,0.0,0.0455
2,12,0.03925233644859813,0.1938
2,13,0.07612456747404844,0.1429
2,14,0.013245033112582781,0.1079
2,15,0.12287334593572778,0.1385
2,16,0.01871657754010695,0.1043
2,17,0.013282732447817837,0.2727
2,18,0.04609218436873747,0.1818
2,19,0.10465116279069768,0.1667
2,20,0.32717678100263853,0.1852
2,21,0.033707865168539325,0.1834
2,22,0.03825136612021858,0.2917
2,23,0.022,0.2000
2,24,0.09782608695652174,0.0833
2,25,0.057034220532319393,0.2222
2,26,0.027600849256900213,0.1818
2,27,0.21333333333333335,0.2000
2,28,0.038461538461538464,0.1834
2,29,0.03536345776031434,0.3077
2,30,0.06722689075630252,0.1958
2,31,0.0364963503649635,0.1818
2,32,0.17857142857142858,0.1667
2,33,0.025,0.2349
5,2,0.04656862745098039,0.0769
5,3,0.017225747960108794,0.0833
5,4,0.032679738562091505,0.0769
5,5,0.027777777777777776,0.2500
5,6,0.010714285714285714,0.0714
5,7,0.020833333333333332,0.1000
5,8,0.09259259259259259,0.0833
5,9,0.08928571428571429,0.0769
5,10,0.01,0.0750
5,12,0.011214953271028037,0.0720
5,13,0.05190311418685121,0.0833
5,14,0.006622516556291391,0.1429
5,15,0.0945179584120983,0.0769
5,16,0.008021390374331552,0.1000
5,17,0.015180265654648957,0.1088
5,18,0.01603206412825651,0.0909
5,19,0.046511627906976744,0.0596
5,20,0.13720316622691292,0.0938
5,21,0.011235955056179775,0.0893
5,22,0.02185792349726776,0.0934
5,23,0.008,0.0445
5,24,0.010869565217391304,0.0594
5,25,0.03802281368821293,0.0663
5,26,0.016985138004246284,0.0955
5,27,0.08,0.0909
5,28,0.0,0.0275
5,29,0.0137524557956778,0.0871
5,30,0.058823529411764705,0.1250
5,31,0.012773722627737226,0.0648
5,32,0.03571428571428571,0.1818
5,33,0.0125,0.0472
7,2,0.01715686274509804,0.2154
7,3,0.006346328195829556,0.1429
7,4,0.026143790849673203,0.1678
7,6,0.007142857142857143,0.0526
7,8,0.09259259259259259,0.1333
7,9,0.041666666666666664,0.1579
7,10,0.008,0.1056
7,11,0.015384615384615385,0.0526
7,12,0.005607476635514018,0.1174
7,13,0.020761245674740483,0.0909
7,15,0.045368620037807186,0.1000
7,16,0.00267379679144385,0.2593
7,17,0.0056925996204933585,0.1379
7,18,0.006012024048096192,0.1429
7,19,0.03488372093023256,0.0812
7,20,0.08179419525065963,0.1333
7,21,0.0056179775280898875,0.0909
7,22,0.02185792349726776,0.2750
7,23,0.01,0.1360
7,24,0.043478260869565216,0.1215
7,25,0.022813688212927757,0.2187
7,26,0.014861995753715499,0.2143
7,27,0.12266666666666666,0.1429
7,28,0.019230769230769232,0.0909
7,29,0.009823182711198428,0.2000
7,30,0.025210084033613446,0.1181
7,31,0.01824817518248175,0.0976
7,32,0.05357142857142857,0.2857
7,33,0.025,0.0955
10,2,0.01715686274509804,0.3500
10,3,0.011786038077969175,0.2143
10,4,0.029411764705882353,0.4000
10,6,0.010714285714285714,0.2727
10,7,0.020833333333333332,0.5833
10,8,0.10493827160493827,0.2500
10,9,0.02976190476190476,0.3250
10,10,0.01,0.2000
10,12,0.009345794392523364,0.2308
10,13,0.01730103806228374,0.2000
10,15,0.035916824196597356,0.2072
10,16,0.008021390374331552,0.3333
10,17,0.003795066413662239,0.4183
10,18,0.008016032064128256,0.3929
10,19,0.011627906976744186,0.1739
10,20,0.047493403693931395,0.2792
10,23,0.006,0.2500
10,24,0.03260869565217391,0.2105
10,25,0.019011406844106463,0.2973
10,26,0.006369426751592357,0.4167
10,27,0.064,0.4000
10,28,0.01282051282051282,0.2278
10,29,0.007858546168958742,0.3318
10,30,0.025210084033613446,0.2692
10,31,0.012773722627737226,0.2500
10,32,0.07142857142857142,0.2273
10,33,0.0125,0.5385
8,2,0.0196078431372549,0.4674
8,3,0.009972801450589302,0.5333
8,4,0.029411764705882353,0.2917
8,5,0.027777777777777776,0.6154
8,6,0.007142857142857143,0.2167
8,8,0.08641975308641975,0.3667
8,9,0.13690476190476192,0.4211
8,10,0.01,0.2667
8,11,0.015384615384615385,0.0909
8,12,0.013084112149532711,0.3333
8,13,0.01384083044982699,0.4833
8,14,0.006622516556291391,0.4348
8,15,0.05103969754253308,0.4615
8,16,0.0053475935828877,0.4000
8,17,0.0056925996204933585,0.5000
8,18,0.008016032064128256,0.2417
8,19,0.023255813953488372,0.3743
8,20,0.0870712401055409,0.3571
8,21,0.011235955056179775,0.4356
8,22,0.01092896174863388,0.7228
8,23,0.012,0.4356
8,24,0.021739130434782608,0.3709
8,25,0.022813688212927757,0.4713
8,26,0.008492569002123142,0.4334
8,27,0.05333333333333334,0.3979
8,28,0.01282051282051282,0.4000
8,29,0.011787819253438114,0.3902
8,30,0.04201680672268908,0.5714
8,31,0.01824817518248175,0.4806
8,32,0.017857142857142856,0.2500
8,33,0.0125,0.1818
9,2,0.01715686274509804,0.3810
9,3,0.010879419764279238,0.3603
9,4,0.029411764705882353,0.2500
9,5,0.027777777777777776,0.2500
9,6,0.0035714285714285713,0.3636
9,8,0.08024691358024691,0.2500
9,9,0.11904761904761904,0.3333
9,10,0.008,0.2654
9,11,0.015384615384615385,0.3000
9,12,0.011214953271028037,0.2583
9,13,0.010380622837370242,0.5556
9,14,0.006622516556291391,0.1739
9,15,0.05103969754253308,0.3023
9,16,0.0053475935828877,0.1929
9,17,0.0056925996204933585,0.3000
9,18,0.008016032064128256,0.3000
9,19,0.03488372093023256,0.5217
9,20,0.079155672823219,0.2818
9,21,0.011235955056179775,0.3030
9,22,0.01092896174863388,0.5773
9,23,0.012,0.3783
9,24,0.021739130434782608,0.3383
9,25,0.022813688212927757,0.2566
9,26,0.008492569002123142,0.3036
9,27,0.042666666666666665,0.2943
9,28,0.00641025641025641,0.3636
9,29,0.011787819253438114,0.2475
9,30,0.03361344537815126,0.3310
9,31,0.014598540145985401,0.3103
9,32,0.017857142857142856,0.0909
9,33,0.0125,0.1818
1,1,0.4177215189873418,0.0462
1,2,0.1715686274509804,0.0328
1,3,0.13417951042611062,0.0317
1,4,0.09803921568627451,0.0319
1,5,0.1111111111111111,0.0260
1,6,0.125,0.0294
1,7,0.14583333333333334,0.0350
1,8,0.12345679012345678,0.0299
1,9,0.5476190476190477,0.0529
1,10,0.132,0.0315
1,11,0.4307692307692308,0.0475
1,12,0.20747663551401868,0.0376
1,13,0.1314878892733564,0.0328
1,14,0.11920529801324503,0.0278
1,15,0.8620037807183365,0.0779
1,16,0.13368983957219252,0.0278
1,17,0.1252371916508539,0.0281
1,18,0.12625250501002003,0.0307
1,19,0.26744186046511625,0.0429
1,20,0.1820580474934037,0.0341
1,21,0.30337078651685395,0.0401
1,22,0.4972677595628415,0.0519
1,23,0.19,0.0360
1,24,0.07608695652173914,0.0278
1,25,0.5437262357414449,0.0577
1,26,0.15286624203821655,0.0341
1,27,0.192,0.0323
1,28,0.24358974358974358,0.0382
1,29,0.21021611001964635,0.0370
1,30,0.16806722689075632,0.0380
1,31,0.1478102189781022,0.0340
1,32,0.42857142857142855,0.0448
1,33,0.3125,0.0401
3,1,0.13924050632911392,0.0270
3,2,0.01715686274509804,0.0136
3,3,0.025385312783318223,0.0172
3,4,0.0032679738562091504,0.0135
3,5,0.0,0.0132
3,6,0.007142857142857143,0.0113
3,7,0.0,0.0121
3,8,0.030864197530864196,0.0160
3,9,0.10119047619047619,0.0269
3,10,0.03,0.0140
3,11,0.046153846153846156,0.0169
3,12,0.026168224299065422,0.0173
3,13,0.01384083044982699,0.0142
3,14,0.026490066225165563,0.0192
3,15,0.24763705103969755,0.0383
3,16,0.034759358288770054,0.0154
3,17,0.024667931688804556,0.0144
3,18,0.04609218436873747,0.0144
3,19,0.011627906976744186,0.0168
3,20,0.06860158311345646,0.0181
3,21,0.0449438202247191,0.0194
3,22,0.14754098360655737,0.0333
3,23,0.028,0.0177
3,24,0.010869565217391304,0.0093
3,25,0.12167300380228137,0.0247
3,26,0.010615711252653927,0.0139
3,27,0.050666666666666665,0.0166
3,28,0.0,0.0140
3,29,0.015717092337917484,0.0182
3,30,0.05042016806722689,0.0130
3,31,0.025547445255474453,0.0165
3,32,0.03571428571428571,0.0180
3,33,0.0125,0.0110
