site,cancer,edited,p50
8,1,0.4050632911392405,0.0690
8,2,0.28431372549019607,0.0714
8,3,0.38531278331822305,0.0833
8,4,0.23529411764705882,0.0714
8,5,0.4722222222222222,0.0779
8,6,0.25357142857142856,0.0625
8,7,0.20833333333333334,0.0714
8,8,0.4382716049382716,0.0801
8,9,0.6071428571428571,0.1053
8,10,0.184,0.0833
8,11,0.2923076923076923,0.0477
8,12,0.4411214953271028,0.0833
8,13,0.3944636678200692,0.0769
8,15,0.5425330812854442,0.0769
8,16,0.24331550802139038,0.1176
8,17,0.19924098671726756,0.0803
8,18,0.17034068136272545,0.0909
8,19,0.313953488372093,0.1000
8,20,0.34300791556728233,0.0952
8,21,0.2640449438202247,0.0769
8,22,0.32786885245901637,0.0909
8,23,0.452,0.0714
8,24,0.2826086956521739,0.0833
8,25,0.35361216730038025,0.0909
8,26,0.27388535031847133,0.0769
8,27,0.38133333333333336,0.0880
8,28,0.08333333333333333,0.0833
8,29,0.3889980353634578,0.0667
8,30,0.4117647058823529,0.0676
8,31,0.2518248175182482,0.0759
8,32,0.4107142857142857,0.0702
8,33,0.3125,0.0591
2,1,0.34177215189873417,0.0653
2,2,0.5514705882352942,0.0940
2,3,0.6826835902085222,0.1034
2,4,0.6797385620915033,0.0983
2,5,0.6944444444444444,0.0964
2,6,0.44285714285714284,0.0750
2,7,0.375,0.0714
2,8,0.7962962962962963,0.1304
2,9,0.5416666666666666,0.0800
2,10,0.668,0.1000
2,11,0.2923076923076923,0.0472
2,12,0.7775700934579439,0.1097
2,13,0.45674740484429066,0.0590
2,14,0.006622516556291391,0.0909
2,15,0.3497164461247637,0.0526
2,16,0.6844919786096256,0.1765
2,17,0.6584440227703985,0.1053
2,18,0.6352705410821643,0.0870
2,19,0.627906976744186,0.0968
2,20,0.7862796833773087,0.1324
2,21,0.6966292134831461,0.1000
2,22,0.5300546448087432,0.0682
2,23,0.468,0.0769
2,24,0.33695652173913043,0.0572
2,25,0.6121673003802282,0.0870
2,26,0.5329087048832272,0.0833
2,27,0.5973333333333334,0.1579
2,28,0.4230769230769231,0.0909
2,29,0.5383104125736738,0.0741
2,30,0.6638655462184874,0.0833
2,31,0.4215328467153285,0.0909
2,32,0.42857142857142855,0.0984
2,33,0.4125,0.0909
4,1,0.26582278481012656,0.0476
4,2,0.47058823529411764,0.0870
4,3,0.7660924750679964,0.1163
4,4,0.3202614379084967,0.0588
4,5,0.7777777777777778,0.1270
4,6,0.2892857142857143,0.0556
4,7,0.22916666666666666,0.0526
4,8,0.5061728395061729,0.0625
4,9,0.6547619047619048,0.0694
4,10,0.372,0.0714
4,11,0.15384615384615385,0.0238
4,12,0.5813084112149532,0.0686
4,13,0.3875432525951557,0.0581
4,14,0.16556291390728478,0.0455
4,15,0.8525519848771267,0.1000
4,16,0.4358288770053476,0.1000
4,17,0.715370018975332,0.1034
4,18,0.5170340681362725,0.0769
4,19,0.5116279069767442,0.0800
4,20,0.39050131926121373,0.0508
4,21,0.7471910112359551,0.0943
4,22,0.9016393442622951,0.1975
4,23,0.376,0.0441
4,24,0.2608695652173913,0.0494
4,25,0.46387832699619774,0.0608
4,26,0.505307855626327,0.0667
4,27,0.37066666666666664,0.0517
4,28,0.40384615384615385,0.0667
4,29,0.6483300589390962,0.0712
4,30,0.44537815126050423,0.0714
4,31,0.2281021897810219,0.0833
4,32,0.25,0.0670
4,33,0.125,0.0249
6,1,0.26582278481012656,0.0833
6,2,0.3014705882352941,0.0769
6,3,0.5421577515865821,0.1000
6,4,0.369281045751634,0.0769
6,5,0.2777777777777778,0.0625
6,6,0.24642857142857144,0.0833
6,7,0.2708333333333333,0.0955
6,8,0.5061728395061729,0.0753
6,9,0.5892857142857143,0.1082
6,10,0.318,0.0769
6,11,0.13846153846153847,0.0909
6,12,0.5102803738317757,0.0909
6,13,0.39100346020761245,0.0769
6,14,0.09933774834437085,0.1000
6,15,0.24007561436672967,0.1000
6,16,0.21122994652406418,0.1000
6,17,0.2713472485768501,0.0909
6,18,0.36072144288577157,0.0784
6,19,0.37209302325581395,0.0909
6,20,0.5804749340369393,0.0866
6,21,0.2303370786516854,0.1144
6,22,0.09289617486338798,0.1000
6,23,0.35,0.0882
6,24,0.17391304347826086,0.0702
6,25,0.26996197718631176,0.0871
6,26,0.27176220806794055,0.0800
6,27,0.43466666666666665,0.1000
6,28,0.09615384615384616,0.0909
6,29,0.4204322200392927,0.0890
6,30,0.37815126050420167,0.0833
6,31,0.31386861313868614,0.1000
6,32,0.30357142857142855,0.0625
6,33,0.05,0.0955
5,1,0.11392405063291139,0.0769
5,2,0.33088235294117646,0.0690
5,3,0.42973708068902994,0.0870
5,4,0.3790849673202614,0.0769
5,5,0.2222222222222222,0.1115
5,6,0.26071428571428573,0.0556
5,7,0.3958333333333333,0.0955
5,8,0.7592592592592593,0.0847
5,9,0.5773809523809523,0.0732
5,10,0.398,0.0769
5,11,0.12307692307692308,0.0370
5,12,0.3813084112149533,0.0833
5,13,0.2629757785467128,0.0714
5,14,0.271523178807947,0.0769
5,15,0.4215500945179584,0.0667
5,16,0.11764705882352941,0.1000
5,17,0.3757115749525617,0.0769
5,18,0.3907815631262525,0.0714
5,19,0.16279069767441862,0.1000
5,20,0.7176781002638523,0.0900
5,21,0.2808988764044944,0.0769
5,22,0.14754098360655737,0.0833
5,23,0.282,0.0667
5,24,0.21739130434782608,0.0476
5,25,0.30038022813688214,0.0769
5,26,0.39065817409766457,0.0625
5,27,0.6373333333333333,0.0851
5,28,0.4358974358974359,0.0811
5,29,0.3988212180746562,0.0690
5,30,0.19327731092436976,0.0732
5,31,0.3266423357664234,0.0833
5,32,0.4107142857142857,0.0769
5,33,0.125,0.0670
9,1,0.189873417721519,0.0742
9,2,0.23039215686274508,0.1000
9,3,0.35448776065276516,0.0852
9,4,0.26143790849673204,0.1000
9,5,0.19444444444444445,0.0955
9,6,0.2785714285714286,0.0870
9,7,0.125,0.0729
9,8,0.5617283950617284,0.0960
9,9,0.4583333333333333,0.0833
9,10,0.29,0.0909
9,11,0.2,0.0955
9,12,0.2411214953271028,0.1000
9,13,0.21453287197231835,0.1250
9,14,0.013245033112582781,0.2727
9,15,0.3270321361058601,0.0833
9,16,0.06417112299465241,0.1333
9,17,0.27893738140417457,0.1000
9,18,0.3186372745490982,0.0909
9,19,0.3372093023255814,0.0909
9,20,0.42216358839050133,0.0909
9,21,0.14606741573033707,0.1000
9,22,0.3114754098360656,0.1027
9,23,0.342,0.0909
9,24,0.30434782608695654,0.0833
9,25,0.2965779467680608,0.1000
9,26,0.4692144373673036,0.0800
9,27,0.42133333333333334,0.1000
9,28,0.5384615384615384,0.0976
9,29,0.2455795677799607,0.0909
9,30,0.29411764705882354,0.0852
9,31,0.20255474452554745,0.0909
9,32,0.2857142857142857,0.0656
9,33,0.4,0.0625
7,1,0.3670886075949367,0.0541
7,2,0.24754901960784315,0.0769
7,3,0.443336355394379,0.0833
7,4,0.24836601307189543,0.0769
7,5,0.3611111111111111,0.0667
7,6,0.29642857142857143,0.0588
7,7,0.20833333333333334,0.0628
7,8,0.5864197530864198,0.1082
7,9,0.7440476190476191,0.0968
7,10,0.256,0.0833
7,11,0.07692307692307693,0.0299
7,12,0.31401869158878504,0.0741
7,13,0.22837370242214533,0.0513
7,14,0.013245033112582781,0.0813
7,15,0.45935727788279773,0.0909
7,16,0.25133689839572193,0.1000
7,17,0.3567362428842505,0.0833
7,18,0.3667334669338677,0.0714
7,19,0.2558139534883721,0.0801
7,20,0.39841688654353563,0.1333
7,21,0.3595505617977528,0.0833
7,22,0.4426229508196721,0.0769
7,23,0.324,0.0667
7,24,0.30434782608695654,0.0556
7,25,0.2813688212927757,0.0909
7,26,0.32908704883227174,0.0625
7,27,0.472,0.1429
7,28,0.32051282051282054,0.0909
7,29,0.36345776031434185,0.0728
7,30,0.31932773109243695,0.0833
7,31,0.42883211678832117,0.0909
7,32,0.30357142857142855,0.0670
7,33,0.2,0.0635
10,1,0.13924050632911392,0.0400
10,2,0.24754901960784315,0.0431
10,3,0.3209428830462375,0.0455
10,4,0.2581699346405229,0.0404
10,5,0.3888888888888889,0.0572
10,6,0.15357142857142858,0.0303
10,7,0.08333333333333333,0.0294
10,8,0.24691358024691357,0.0337
10,9,0.30357142857142855,0.0450
10,10,0.224,0.0455
10,11,0.09230769230769231,0.0345
10,12,0.30467289719626167,0.0526
10,13,0.11764705882352941,0.0323
10,14,0.11258278145695365,0.0714
10,15,0.29111531190926276,0.0500
10,16,0.37433155080213903,0.0744
10,17,0.27703984819734345,0.0526
10,18,0.17835671342685372,0.0385
10,19,0.26744186046511625,0.0426
10,20,0.3482849604221636,0.0513
10,21,0.29775280898876405,0.0548
10,22,0.3442622950819672,0.0667
10,23,0.216,0.0400
10,24,0.16304347826086957,0.0357
10,25,0.22813688212927757,0.0417
10,26,0.17834394904458598,0.0392
10,27,0.264,0.0438
10,28,0.14743589743589744,0.0308
10,29,0.28487229862475444,0.0476
10,30,0.2605042016806723,0.0347
10,31,0.24452554744525548,0.0500
10,32,0.19642857142857142,0.0227
10,33,0.1125,0.0435
3,1,0.7215189873417721,0.5858
3,2,0.5906862745098039,0.5909
3,3,0.628286491387126,0.5926
3,4,0.6895424836601307,0.6250
3,5,0.4722222222222222,1.0000
3,6,0.5821428571428572,0.5613
3,7,0.625,0.5806
3,8,0.6604938271604939,0.4700
3,9,0.6369047619047619,0.6821
3,10,0.502,0.5736
