site,cancer,edited,p50
6,1,0.012658227848101266,0.1000
6,2,0.024509803921568627,0.0784
6,3,0.06255666364460562,0.0667
6,4,0.026143790849673203,0.0556
6,5,0.08333333333333333,0.0714
6,6,0.017857142857142856,0.0909
6,7,0.020833333333333332,0.0769
6,8,0.037037037037037035,0.0385
6,9,0.017857142857142856,0.0556
6,10,0.022,0.0833
6,11,0.015384615384615385,0.1333
6,12,0.041121495327102804,0.0625
6,13,0.010380622837370242,0.0667
6,14,0.006622516556291391,0.0667
6,15,0.03969754253308128,0.0625
6,16,0.013368983957219251,0.0635
6,17,0.017077798861480076,0.0606
6,18,0.03807615230460922,0.0667
6,19,0.03488372093023256,0.0738
6,20,0.023746701846965697,0.0588
6,21,0.0056179775280898875,0.1000
6,22,0.0273224043715847,0.1000
6,23,0.05,0.0606
6,24,0.021739130434782608,0.0625
6,25,0.026615969581749048,0.0588
6,26,0.014861995753715499,0.0476
6,27,0.042666666666666665,0.0606
6,28,0.04487179487179487,0.0833
6,29,0.047151277013752456,0.0714
6,30,0.01680672268907563,0.0500
6,31,0.009124087591240875,0.0833
6,32,0.017857142857142856,0.0513
7,1,0.0,0.0270
7,2,0.004901960784313725,0.0410
7,3,0.022665457842248413,0.0526
7,4,0.016339869281045753,0.0606
7,6,0.014285714285714285,0.0667
7,8,0.08024691358024691,0.0526
7,9,0.08333333333333333,0.0833
7,10,0.012,0.0294
7,11,0.046153846153846156,0.0714
7,12,0.03551401869158879,0.0606
7,13,0.04152249134948097,0.0714
7,14,0.08609271523178808,0.0691
7,15,0.05860113421550094,0.0526
7,16,0.0213903743315508,0.0801
7,17,0.024667931688804556,0.0526
7,18,0.02004008016032064,0.0345
7,20,0.04221635883905013,0.0572
7,21,0.028089887640449437,0.0769
7,22,0.0273224043715847,0.0625
7,23,0.022,0.0769
7,24,0.010869565217391304,0.0682
7,25,0.034220532319391636,0.0714
7,26,0.03397027600849257,0.0556
7,27,0.05333333333333334,0.0625
7,28,0.02564102564102564,0.0500
7,29,0.009823182711198428,0.0381
7,30,0.03361344537815126,0.0541
7,31,0.009124087591240875,0.0909
7,33,0.0125,0.0476
5,1,0.02531645569620253,0.1538
5,2,0.3088235294117647,0.2000
5,3,0.5729827742520399,0.2174
5,4,0.38235294117647056,0.1538
5,5,0.3055555555555556,0.1429
5,6,0.33214285714285713,0.1333
5,7,0.125,0.1603
5,8,0.8148148148148148,0.2143
5,9,0.625,0.1667
5,10,0.258,0.1538
5,11,0.26153846153846155,0.0833
5,12,0.18691588785046728,0.1667
5,13,0.22491349480968859,0.1000
5,14,0.013245033112582781,0.1705
5,15,0.2684310018903592,0.1349
5,16,0.058823529411764705,0.3375
5,17,0.23529411764705882,0.2500
5,18,0.39879759519038077,0.1818
5,19,0.22093023255813954,0.2308
5,20,0.7308707124010554,0.2727
5,21,0.19662921348314608,0.1667
5,22,0.01092896174863388,0.2318
5,23,0.106,0.1739
5,24,0.3695652173913043,0.1000
5,25,0.155893536121673,0.1716
5,26,0.47770700636942676,0.1538
5,27,0.632,0.2090
5,28,0.6987179487179487,0.2000
5,29,0.1512770137524558,0.1667
5,30,0.17647058823529413,0.1818
5,31,0.17153284671532848,0.1905
5,32,0.5357142857142857,0.1579
5,33,0.4375,0.1515
2,1,0.6075949367088608,0.1144
2,2,0.821078431372549,0.1279
2,3,0.9193109700815957,0.1569
2,4,0.9248366013071896,0.1519
2,5,0.9722222222222222,0.1402
2,6,0.7107142857142857,0.0870
2,7,0.875,0.0918
2,8,0.9444444444444444,0.1274
2,9,0.8214285714285714,0.0952
2,10,0.888,0.1339
2,11,0.7692307692307693,0.1349
2,12,0.9626168224299065,0.1357
2,13,0.7197231833910035,0.1111
2,14,0.40397350993377484,0.0667
2,15,0.7107750472589792,0.1000
2,16,0.9759358288770054,0.2277
2,17,0.8406072106261859,0.1402
2,18,0.8957915831663327,0.1312
2,19,0.7558139534883721,0.1333
2,20,0.8759894459102903,0.1700
2,21,0.8820224719101124,0.1228
2,22,0.7431693989071039,0.1176
2,23,0.492,0.1333
2,24,0.8043478260869565,0.0789
2,25,0.8517110266159695,0.1176
2,26,0.8365180467091295,0.1081
2,27,0.8453333333333334,0.1324
2,28,0.9038461538461539,0.1667
2,29,0.862475442043222,0.1176
2,30,0.6974789915966386,0.0909
2,31,0.801094890510949,0.1346
2,32,0.8571428571428571,0.1228
2,33,0.725,0.0960
10,1,0.02531645569620253,0.0202
10,2,0.012254901960784314,0.0200
10,3,0.009972801450589302,0.0216
10,4,0.0196078431372549,0.0172
10,5,0.0,0.0167
10,6,0.0035714285714285713,0.0227
10,7,0.020833333333333332,0.0122
10,8,0.006172839506172839,0.0108
10,9,0.005952380952380952,0.0114
10,10,0.004,0.0154
10,11,0.0,0.0295
10,12,0.013084112149532711,0.0250
10,13,0.01730103806228374,0.0167
10,14,0.026490066225165563,0.0427
10,15,0.003780718336483932,0.0175
10,16,0.0427807486631016,0.0323
10,17,0.020872865275142316,0.0230
10,18,0.004008016032064128,0.0233
10,19,0.0,0.0232
10,20,0.0158311345646438,0.0139
10,21,0.02247191011235955,0.0263
10,22,0.01639344262295082,0.0236
10,23,0.01,0.0227
10,24,0.010869565217391304,0.0179
10,25,0.015209125475285171,0.0235
