site,cancer,edited,p50,tn
19,1,0.46835443037974683,0.2727,True
19,2,0.875,0.3142,True
20,2,0.7894736842105263,0.1333,False
19,3,0.7524932003626473,0.2571,True
20,3,0.6902654867256637,0.1934,False
19,4,0.8856209150326797,0.2559,True
20,4,1.0,0.1304,False
19,5,0.8333333333333334,0.3529,True
20,5,0.7777777777777778,0.3636,False
19,6,0.7892857142857143,0.2500,True
20,6,0.7073170731707317,0.1500,False
19,7,0.8333333333333334,0.2353,True
19,8,0.9074074074074074,0.3223,True
20,8,0.45454545454545453,0.2143,False
19,9,0.8392857142857143,0.1818,True
20,9,1.0,0.3000,False
19,10,0.842,0.2667,True
20,10,0.4772727272727273,0.1500,False
19,11,0.2,0.2333,True
20,11,0.625,0.2778,False
19,12,0.930841121495327,0.2632,True
20,12,0.625,0.2500,False
19,13,0.903114186851211,0.2222,True
20,13,0.8125,0.2702,False
19,14,0.8609271523178808,0.2381,True
19,15,0.9149338374291115,0.2222,True
19,16,0.7486631016042781,0.3125,True
20,16,0.72,0.2500,False
19,17,0.920303605313093,0.2692,True
20,17,0.9322033898305084,0.1752,False
19,18,0.845691382765531,0.3043,True
20,18,0.9387755102040817,0.2022,False
19,19,0.9186046511627907,0.2457,True
19,20,0.8047493403693932,0.2708,True
19,21,0.949438202247191,0.2895,True
20,21,1.0,0.2158,False
19,22,0.7978142076502732,0.2500,True
20,22,1.0,0.4000,False
19,23,0.728,0.2500,True
20,23,0.7307692307692307,0.2613,False
19,24,0.8260869565217391,0.2607,True
20,24,0.5,0.1176,False
19,25,0.9201520912547528,0.2857,True
20,25,1.0,0.1977,False
19,26,0.8067940552016986,0.2222,True
20,26,1.0,0.4130,False
19,27,0.784,0.2899,True
20,27,0.34375,0.1818,False
19,28,0.8333333333333334,0.2986,True
19,29,0.825147347740668,0.2789,True
20,29,0.6896551724137931,0.2466,False
19,30,0.9411764705882353,0.2500,True
20,30,1.0,0.1241,False
19,31,0.3905109489051095,0.2917,True
20,31,0.7142857142857143,0.2083,False
19,32,0.875,0.3571,True
19,33,0.25,0.1834,True
7,1,0.3924050632911392,0.2703,True
7,2,0.9142156862745098,0.2683,True
8,2,0.6842105263157895,0.2692,False
7,3,0.8812330009066183,0.3000,True
8,3,0.9203539823008849,0.2668,False
7,4,0.9477124183006536,0.2755,True
8,4,0.6666666666666666,0.3429,False
7,5,0.8611111111111112,0.3077,True
8,5,0.5555555555555556,0.3889,False
7,6,0.8535714285714285,0.2708,True
8,6,0.8292682926829268,0.2536,False
7,7,0.875,0.2466,True
7,8,0.9012345679012346,0.3028,True
8,8,0.7272727272727273,0.1846,False
7,9,0.9940476190476191,0.2319,True
8,9,1.0,0.3333,False
7,10,0.872,0.2712,True
8,10,0.6363636363636364,0.2111,False
7,11,0.2923076923076923,0.2581,True
8,11,0.7916666666666666,0.2750,False
7,12,0.9551401869158879,0.3099,True
8,12,0.6944444444444444,0.2941,False
7,13,0.9342560553633218,0.2780,True
8,13,0.8125,0.2646,False
7,14,0.7814569536423841,0.2000,True
7,15,0.9395085066162571,0.2500,True
7,16,0.7807486631016043,0.3191,True
8,16,0.78,0.3333,False
7,17,0.9392789373814042,0.2800,True
8,17,0.9322033898305084,0.2159,False
7,18,0.8957915831663327,0.2973,True
8,18,1.0,0.2358,False
7,19,0.9534883720930233,0.2758,True
7,20,0.9102902374670184,0.3106,True
7,21,0.9719101123595506,0.3006,True
8,21,1.0,0.2775,False
7,22,0.8306010928961749,0.2764,True
8,22,1.0,0.2581,False
7,23,0.762,0.2462,True
8,23,0.8461538461538461,0.2291,False
7,24,0.8478260869565217,0.2273,True
8,24,0.7,0.2727,False
7,25,0.9277566539923955,0.2857,True
8,25,0.5,0.2308,False
7,26,0.861995753715499,0.2500,True
8,26,1.0,0.3818,False
7,27,0.84,0.3158,True
8,27,0.53125,0.2727,False
7,28,0.9102564102564102,0.2759,True
7,29,0.8565815324165029,0.2948,True
8,29,0.7413793103448276,0.2667,False
7,30,0.9243697478991597,0.2258,True
8,30,1.0,0.1853,False
7,31,0.6934306569343066,0.3000,True
8,31,0.8285714285714286,0.2487,False
7,32,0.9107142857142857,0.2500,True
7,33,0.3,0.2500,True
3,1,0.5063291139240507,0.3002,True
3,2,0.9338235294117647,0.4278,True
4,2,0.8421052631578947,0.3337,False
3,3,0.8975521305530372,0.4722,True
4,3,0.9380530973451328,0.3565,False
3,4,0.954248366013072,0.4419,True
4,4,1.0,0.3438,False
3,5,0.9166666666666666,0.4857,True
4,5,0.8888888888888888,0.5728,False
3,6,0.875,0.3529,True
4,6,0.926829268292683,0.2926,False
3,7,0.9166666666666666,0.3485,True
3,8,0.9629629629629629,0.4767,True
4,8,0.6363636363636364,0.3333,False
3,9,0.9880952380952381,0.3182,True
4,9,0.4,0.4156,False
3,10,0.898,0.4583,True
4,10,0.7045454545454546,0.2963,False
3,11,0.3076923076923077,0.4143,True
4,11,0.75,0.3945,False
3,12,0.9607476635514018,0.4508,True
4,12,0.7638888888888888,0.3636,False
3,13,0.9273356401384083,0.3151,True
4,13,0.875,0.3534,False
3,14,0.9403973509933775,0.4317,True
3,15,0.9678638941398866,0.3333,True
3,16,0.7727272727272727,0.5333,True
4,16,0.72,0.5607,False
3,17,0.952561669829222,0.4861,True
4,17,0.9830508474576272,0.3772,False
3,18,0.8977955911823647,0.4444,True
4,18,1.0,0.3922,False
3,19,0.9883720930232558,0.4815,True
3,20,0.9234828496042217,0.4812,True
3,21,0.9606741573033708,0.4706,True
