site,cancer,edited,p50,tn
19,1,0.8860759493670886,0.2857,True
19,2,0.9681372549019608,0.3333,True
20,2,1.0,0.2000,False
19,3,0.9827742520398912,0.4048,True
20,3,0.9823008849557522,0.2363,False
19,4,0.9738562091503268,0.3656,True
20,4,1.0,0.1111,False
19,5,1.0,0.3862,True
20,5,1.0,0.4000,False
19,6,0.9678571428571429,0.2857,True
20,6,1.0,0.3154,False
19,7,0.9166666666666666,0.2333,True
19,8,0.9938271604938271,0.4098,True
20,8,1.0,0.2222,False
19,9,0.9821428571428571,0.3158,True
20,9,1.0,0.2903,False
19,10,0.978,0.3727,True
20,10,0.9318181818181818,0.1765,False
19,11,0.9846153846153847,0.1976,True
20,11,1.0,0.3377,False
19,12,0.9813084112149533,0.3704,True
20,12,1.0,0.3731,False
19,13,0.9792387543252595,0.2941,True
20,13,1.0,0.2937,False
19,14,0.8079470198675497,0.1538,True
19,15,0.9886578449905482,0.2468,True
19,16,0.9010695187165776,0.4444,True
20,16,0.9,0.4167,False
19,17,0.9430740037950665,0.3684,True
20,17,0.847457627118644,0.2625,False
19,18,0.9879759519038076,0.3186,True
20,18,0.9795918367346939,0.2986,False
19,19,0.8953488372093024,0.3591,True
19,20,0.9894459102902374,0.4655,True
19,21,0.9943820224719101,0.3333,True
20,21,1.0,0.2209,False
19,22,0.9617486338797814,0.3333,True
20,22,1.0,0.2667,False
19,23,0.982,0.3171,True
20,23,1.0,0.2971,False
19,24,1.0,0.2844,True
20,24,1.0,0.2987,False
19,25,0.935361216730038,0.3333,True
20,25,1.0,0.2466,False
19,26,0.9787685774946921,0.3088,True
20,26,1.0,0.3214,False
19,27,0.9306666666666666,0.4286,True
20,27,0.90625,0.3434,False
19,28,0.967948717948718,0.3939,True
19,29,0.9882121807465619,0.3200,True
20,29,1.0,0.2929,False
19,30,0.9663865546218487,0.2812,True
20,30,1.0,0.2057,False
19,31,0.8740875912408759,0.3889,True
20,31,0.9714285714285714,0.2639,False
19,32,0.9464285714285714,0.2703,True
19,33,0.9875,0.3000,True
3,1,1.0,0.2316,True
3,2,0.9926470588235294,0.2667,True
4,2,1.0,0.2128,False
3,3,0.9945602901178604,0.3994,True
4,3,0.9911504424778761,0.2434,False
3,4,0.9967320261437909,0.3146,True
4,4,1.0,0.3661,False
3,5,1.0,0.3452,True
4,5,1.0,0.4189,False
3,6,0.9857142857142858,0.2268,True
4,6,1.0,0.1756,False
3,7,1.0,0.1825,True
3,8,1.0,0.3706,True
4,8,1.0,0.2344,False
3,9,1.0,0.2931,True
4,9,1.0,0.3333,False
3,10,0.996,0.2712,True
4,10,0.9545454545454546,0.1351,False
3,11,0.9846153846153847,0.1673,True
4,11,1.0,0.2965,False
3,12,0.9962616822429906,0.3195,True
4,12,1.0,0.3056,False
3,13,0.9965397923875432,0.2437,True
4,13,1.0,0.2601,False
3,14,0.9470198675496688,0.1818,True
3,15,1.001890359168242,0.2905,True
3,16,0.9973262032085561,0.4386,True
4,16,0.98,0.4368,False
