site,cancer,edited,p50
6,2,0.0024509803921568627,0.1667
9,2,0.0024509803921568627,0.2727
2,2,0.0024509803921568627,0.3571
3,2,0.0024509803921568627,0.3333
4,2,0.0,0.0312
1,3,0.0,0.0308
7,3,0.0009066183136899365,0.1000
4,3,0.001813236627379873,0.0767
1,6,0.0,0.0244
4,8,0.0,0.0195
10,8,0.006172839506172839,0.0909
2,8,0.024691358024691357,0.2522
3,8,0.024691358024691357,0.3128
7,8,0.006172839506172839,0.1429
9,8,0.006172839506172839,0.0833
8,8,0.012345679012345678,0.1458
1,8,0.006172839506172839,0.0256
5,8,0.006172839506172839,0.0909
6,8,0.012345679012345678,0.0742
1,9,0.005952380952380952,0.0833
4,10,0.0,0.0108
1,10,0.0,0.0164
1,11,0.015384615384615385,0.0909
4,11,0.0,0.0476
1,12,0.0,0.0302
4,12,0.0,0.0208
4,14,0.0,0.0140
8,14,0.006622516556291391,0.2727
1,14,0.0,0.0127
6,14,0.006622516556291391,0.1818
4,15,0.001890359168241966,0.0588
1,15,0.003780718336483932,0.0663
1,17,0.003795066413662239,0.0526
4,17,0.0018975332068311196,0.0485
2,18,0.002004008016032064,0.2727
3,18,0.002004008016032064,0.4167
1,18,0.002004008016032064,0.0731
4,18,0.0,0.0350
1,20,0.0,0.0196
4,20,0.002638522427440633,0.0400
1,23,0.002,0.0667
4,26,0.004246284501061571,0.0410
2,26,0.0021231422505307855,0.7000
4,27,0.0,0.0233
1,27,0.005333333333333333,0.0208
5,27,0.008,0.1364
2,27,0.005333333333333333,0.4931
3,27,0.005333333333333333,0.3993
10,27,0.0026666666666666666,0.3333
7,27,0.0026666666666666666,0.2500
1,29,0.0,0.0312
1,31,0.0018248175182481751,0.0833
1,32,0.017857142857142856,0.0556
