site,cancer,edited,p50
7,1,0.31645569620253167,0.2727
7,2,0.41421568627450983,0.4167
7,3,0.7080689029918404,0.5185
7,4,0.4411764705882353,0.3550
7,5,0.4166666666666667,0.4545
7,6,0.5821428571428572,0.3043
7,7,0.1875,0.2500
7,8,0.9320987654320988,0.5294
7,9,0.9226190476190477,0.5814
7,10,0.616,0.4343
7,11,0.6923076923076923,0.2143
7,12,0.8691588785046729,0.4808
7,13,0.7647058823529411,0.3636
7,14,0.11920529801324503,0.1909
7,15,0.9640831758034026,0.5471
7,16,0.18983957219251338,0.6000
7,17,0.618595825426945,0.4762
7,18,0.6813627254509018,0.4545
7,19,0.6162790697674418,0.5000
7,20,0.35356200527704484,0.5278
7,21,0.5393258426966292,0.4410
7,22,0.6557377049180327,0.6250
7,23,0.456,0.4000
7,24,0.6304347826086957,0.3377
7,25,0.6463878326996197,0.5298
7,26,0.7685774946921444,0.5000
7,27,0.6426666666666667,0.5385
7,28,0.358974358974359,0.4212
7,29,0.8192534381139489,0.4815
7,30,0.3949579831932773,0.4000
7,31,0.08759124087591241,0.4059
7,32,0.375,0.4545
7,33,0.55,0.3846
3,1,0.7341772151898734,0.1515
3,2,0.7279411764705882,0.1333
3,3,0.8803263825929284,0.2000
3,4,0.803921568627451,0.1579
3,5,0.8055555555555556,0.2306
3,6,0.7678571428571429,0.1250
3,7,0.7083333333333334,0.1053
3,8,0.8950617283950617,0.2000
3,9,0.9464285714285714,0.1613
3,10,0.78,0.1471
3,11,0.6923076923076923,0.1000
3,12,0.8990654205607477,0.2000
3,13,0.7612456747404844,0.1509
3,14,0.3443708609271523,0.1000
3,15,0.9754253308128544,0.1628
3,16,0.7245989304812834,0.2308
3,17,0.8235294117647058,0.1923
3,18,0.8396793587174348,0.1579
3,19,0.813953488372093,0.1972
3,20,0.9261213720316622,0.2128
3,21,0.8202247191011236,0.2000
3,22,0.8797814207650273,0.3114
3,23,0.838,0.1364
3,24,0.782608695652174,0.1111
3,25,0.7870722433460076,0.1795
3,26,0.9171974522292994,0.1364
3,27,0.76,0.1905
3,28,0.8525641025641025,0.1557
3,29,0.9646365422396856,0.1935
3,30,0.8487394957983193,0.1579
3,31,0.4233576642335766,0.1562
3,32,0.8035714285714286,0.1333
3,33,0.95,0.1353
6,1,0.22784810126582278,0.0345
6,2,0.40441176470588236,0.0447
6,3,0.6654578422484134,0.0741
6,4,0.6797385620915033,0.0769
6,5,0.6666666666666666,0.0799
6,6,0.2857142857142857,0.0345
6,7,0.1875,0.0250
6,8,0.8024691358024691,0.0949
6,9,0.32142857142857145,0.0359
6,10,0.592,0.0625
6,11,0.03076923076923077,0.0211
