site,cancer,edited,p50,tn
13,1,0.012658227848101266,0.0769,True
9,3,0.001813236627379873,0.1654,True
5,3,0.0009066183136899365,0.2308,True
19,3,0.007252946509519492,0.0955,True
13,3,0.015412511332728921,0.1000,True
1,3,0.0009066183136899365,0.2143,True
3,3,0.0009066183136899365,0.0909,True
7,3,0.0009066183136899365,0.1818,True
14,3,0.008849557522123894,0.0909,False
13,4,0.0032679738562091504,0.2000,True
1,4,0.0032679738562091504,0.0909,True
7,4,0.0032679738562091504,0.2000,True
16,5,0.2222222222222222,0.0909,False
2,5,0.4444444444444444,0.1800,False
4,5,0.3333333333333333,0.2000,False
8,5,0.2222222222222222,0.1864,False
10,5,0.3333333333333333,0.1000,False
6,5,0.2222222222222222,0.1987,False
18,5,0.2222222222222222,0.0833,False
12,5,0.2222222222222222,0.1094,False
3,7,0.020833333333333332,0.1000,True
13,8,0.012345679012345678,0.0935,True
5,8,0.012345679012345678,0.1286,True
19,8,0.012345679012345678,0.0705,True
3,8,0.006172839506172839,0.2000,True
7,8,0.006172839506172839,0.1500,True
9,8,0.006172839506172839,0.0769,True
17,8,0.006172839506172839,0.0952,True
1,8,0.006172839506172839,0.0625,True
5,9,0.023809523809523808,0.1000,True
19,9,0.017857142857142856,0.1000,True
13,9,0.011904761904761904,0.1572,True
1,9,0.011904761904761904,0.1000,True
9,9,0.005952380952380952,0.1667,True
3,9,0.005952380952380952,0.1000,True
19,12,0.001869158878504673,0.1000,True
13,13,0.01384083044982699,0.0833,True
13,14,0.059602649006622516,0.0909,True
19,14,0.052980132450331126,0.0917,True
13,15,0.001890359168241966,0.1538,True
19,15,0.003780718336483932,0.1417,True
11,16,0.23529411764705882,0.0625,True
15,16,0.20588235294117646,0.0714,True
5,16,0.31016042780748665,0.2667,True
1,16,0.37433155080213903,0.1667,True
9,16,0.2700534759358289,0.1206,True
3,16,0.34759358288770054,0.1818,True
7,16,0.31016042780748665,0.1500,True
17,16,0.13903743315508021,0.0714,True
19,16,0.0053475935828877,0.0606,True
12,16,0.14,0.0588,False
2,16,0.06,0.2197,False
4,16,0.1,0.2143,False
8,16,0.06,0.2308,False
16,16,0.04,0.1000,False
6,16,0.04,0.1250,False
10,16,0.02,0.1000,False
18,16,0.02,0.1000,False
19,17,0.011385199240986717,0.1281,True
13,17,0.013282732447817837,0.1000,True
13,18,0.006012024048096192,0.1667,True
5,18,0.002004008016032064,0.1000,True
19,18,0.002004008016032064,0.0833,True
19,20,0.026385224274406333,0.1367,True
13,20,0.018469656992084433,0.0833,True
7,20,0.002638522427440633,0.0714,True
5,20,0.010554089709762533,0.0857,True
9,20,0.002638522427440633,0.0833,True
17,20,0.002638522427440633,0.0526,True
1,22,0.00546448087431694,0.1000,True
13,25,0.015209125475285171,0.1455,True
19,25,0.0076045627376425855,0.0917,True
13,26,0.040339702760084924,0.0909,True
19,26,0.010615711252653927,0.1000,True
11,26,0.0021231422505307855,0.0625,True
7,26,0.0021231422505307855,0.2000,True
19,27,0.005333333333333333,0.0955,True
11,27,0.0026666666666666666,0.1429,True
13,27,0.0026666666666666666,0.0714,True
13,29,0.0019646365422396855,0.0667,True
19,29,0.0019646365422396855,0.0833,True
13,32,0.017857142857142856,0.1429,True
