site,cancer,edited,p50
1,1,0.9240506329113924,0.3371
1,2,0.9803921568627451,0.3492
1,3,0.9927470534904805,0.4453
1,4,0.9836601307189542,0.3824
1,5,1.0,0.4015
1,6,0.9928571428571429,0.3571
1,7,0.9583333333333334,0.3116
1,8,1.0,0.4702
1,9,1.0,0.2932
1,10,0.992,0.3853
1,11,0.9692307692307692,0.2031
1,12,0.9794392523364486,0.3863
1,13,0.9792387543252595,0.2541
1,14,0.9735099337748344,0.2423
1,15,1.0,0.3103
1,16,0.9625668449197861,0.5093
1,17,0.9810246679316889,0.4000
1,18,1.0,0.3947
1,19,0.9418604651162791,0.4000
1,20,1.0,0.4796
1,21,0.9887640449438202,0.3789
1,22,0.9180327868852459,0.3777
1,23,0.992,0.3065
1,24,1.0,0.3045
1,25,0.9809885931558935,0.3676
1,26,0.9893842887473461,0.3158
1,27,0.9866666666666667,0.4637
1,28,0.9551282051282052,0.4118
1,29,0.9842829076620825,0.3261
1,30,0.9327731092436975,0.3151
1,31,0.9032846715328468,0.4167
1,32,0.9821428571428571,0.3450
1,33,0.9875,0.2796
4,1,0.9367088607594937,0.1786
4,2,0.7916666666666666,0.1228
4,3,0.8368087035358114,0.1304
4,4,0.7352941176470589,0.1250
4,5,0.9444444444444444,0.1333
4,6,0.8607142857142858,0.1591
4,7,0.7291666666666666,0.1304
4,8,0.8209876543209876,0.1515
4,9,0.9702380952380952,0.1333
4,10,0.7,0.1481
4,11,0.9846153846153847,0.1341
4,12,0.8448598130841122,0.1356
4,13,0.8477508650519031,0.1176
4,14,0.304635761589404,0.1111
4,15,0.8809073724007561,0.1053
4,16,0.6390374331550802,0.1667
4,17,0.7115749525616698,0.1333
4,18,0.7314629258517034,0.1429
4,19,0.813953488372093,0.1333
4,20,0.8311345646437994,0.1518
4,21,0.848314606741573,0.1333
4,22,0.8032786885245902,0.1379
4,23,0.954,0.1607
4,24,0.9239130434782609,0.1455
4,25,0.8288973384030418,0.1387
4,26,0.8450106157112527,0.1314
4,27,0.7413333333333333,0.1538
4,28,0.6346153846153846,0.1349
4,29,0.9390962671905697,0.1364
4,30,0.8235294117647058,0.1290
4,31,0.6678832116788321,0.1379
4,32,0.8392857142857143,0.1250
4,33,0.925,0.1068
8,1,0.6582278481012658,0.0833
8,2,0.5808823529411765,0.0833
8,3,0.5956482320942883,0.0800
8,4,0.6274509803921569,0.0734
8,5,0.6111111111111112,0.0899
8,6,0.5607142857142857,0.0714
8,7,0.3958333333333333,0.0714
8,8,0.7283950617283951,0.0847
8,9,0.7202380952380952,0.0714
8,10,0.57,0.0764
8,11,0.5384615384615384,0.0625
8,12,0.6654205607476635,0.0952
8,13,0.4740484429065744,0.0811
8,14,0.3576158940397351,0.0822
8,15,0.8071833648393195,0.0833
8,16,0.516042780748663,0.0938
8,17,0.5749525616698292,0.0909
8,18,0.6352705410821643,0.0781
8,19,0.6744186046511628,0.0882
8,20,0.712401055408971,0.0833
8,21,0.5674157303370787,0.0890
8,22,0.7049180327868853,0.0814
8,23,0.648,0.0769
8,24,0.5652173913043478,0.0606
8,25,0.6844106463878327,0.0928
8,26,0.5562632696390658,0.0741
8,27,0.552,0.0895
8,28,0.5705128205128205,0.0714
8,29,0.7544204322200393,0.0909
8,30,0.6638655462184874,0.0926
8,31,0.3704379562043796,0.0870
8,32,0.6785714285714286,0.0864
8,33,0.3375,0.0784
7,1,0.620253164556962,0.5263
7,2,0.5833333333333334,0.4687
7,3,0.7751586582048957,0.5000
7,4,0.7810457516339869,0.4615
7,5,0.7222222222222222,0.4084
7,6,0.7321428571428571,0.4706
7,7,0.5833333333333334,0.4338
7,8,0.6975308641975309,0.4615
7,9,0.9761904761904762,0.4051
7,10,0.628,0.5217
7,11,0.8923076923076924,0.4331
7,12,0.7570093457943925,0.5000
7,13,0.740484429065744,0.5000
7,14,0.3443708609271523,0.3763
7,15,0.9716446124763705,0.3750
7,16,0.3155080213903743,0.5109
7,17,0.5806451612903226,0.4687
7,18,0.751503006012024,0.4762
7,19,0.5348837209302325,0.5000
7,20,0.7968337730870713,0.4348
7,21,0.4887640449438202,0.4545
7,22,0.5300546448087432,0.4500
7,23,0.76,0.5333
7,24,0.8478260869565217,0.4667
7,25,0.6273764258555133,0.5000
7,26,0.9469214437367304,0.5000
7,27,0.5386666666666666,0.4545
7,28,0.8397435897435898,0.5000
7,29,0.9155206286836935,0.5333
7,30,0.7142857142857143,0.4400
7,31,0.3795620437956204,0.5000
7,32,0.9464285714285714,0.4615
7,33,0.925,0.4674
9,1,0.5189873417721519,0.0615
9,2,0.42401960784313725,0.0488
9,3,0.6908431550317317,0.0667
9,4,0.4934640522875817,0.0513
9,5,0.75,0.0638
9,6,0.3892857142857143,0.0455
9,7,0.2916666666666667,0.0377
9,8,0.6296296296296297,0.0619
9,9,0.6666666666666666,0.0652
9,10,0.416,0.0492
9,11,0.5230769230769231,0.0645
