site,cancer,edited,p50
2,6,0.0,0.0270
2,8,0.018518518518518517,0.0357
2,14,0.0,0.0149
2,18,0.002004008016032064,0.0909
2,20,0.002638522427440633,0.0384
2,27,0.010666666666666666,0.0323
2,30,0.008403361344537815,0.0909
3,2,0.0024509803921568627,0.0833
3,6,0.0035714285714285713,0.0833
3,8,0.006172839506172839,0.0625
3,10,0.002,0.0588
3,14,0.0,0.0332
3,20,0.0079155672823219,0.0473
3,24,0.0,0.0345
3,26,0.0,0.0294
3,27,0.005333333333333333,0.0417
3,30,0.0,0.0357
1,2,0.0024509803921568627,0.0227
1,3,0.001813236627379873,0.1243
1,4,0.013071895424836602,0.0516
1,6,0.007142857142857143,0.0415
1,7,0.020833333333333332,0.1818
1,8,0.024691358024691357,0.0162
1,10,0.002,0.0588
1,12,0.014953271028037384,0.0714
1,13,0.0034602076124567475,0.1086
1,14,0.2781456953642384,0.0435
1,17,0.0056925996204933585,0.0588
1,18,0.002004008016032064,0.1000
1,20,0.07387862796833773,0.0556
1,21,0.0056179775280898875,0.0714
1,23,0.002,0.0328
1,24,0.0,0.0229
1,27,0.02666666666666667,0.0168
1,28,0.0,0.0455
1,29,0.005893909626719057,0.0769
1,31,0.0072992700729927005,0.0909
4,6,0.0035714285714285713,0.0833
4,8,0.012345679012345678,0.0395
4,12,0.003738317757009346,0.0833
4,18,0.0,0.0357
4,27,0.005333333333333333,0.0378
