site,cancer,edited,p50
3,1,0.5443037974683544,0.0565
3,2,0.41421568627450983,0.0476
3,3,0.57116953762466,0.0595
3,4,0.45751633986928103,0.0526
3,5,0.2777777777777778,0.0417
3,6,0.3464285714285714,0.0411
3,7,0.4166666666666667,0.0556
3,8,0.5987654320987654,0.0667
3,9,0.5476190476190477,0.0615
3,10,0.468,0.0556
3,11,0.12307692307692308,0.0282
3,12,0.5177570093457944,0.0588
3,13,0.3494809688581315,0.0465
3,14,0.17218543046357615,0.0625
3,15,0.4933837429111531,0.0563
3,16,0.5855614973262032,0.0714
3,17,0.4781783681214421,0.0526
3,18,0.39879759519038077,0.0483
3,19,0.5581395348837209,0.0588
3,20,0.6147757255936676,0.0732
3,21,0.5112359550561798,0.0563
3,22,0.8579234972677595,0.1089
3,23,0.464,0.0493
3,24,0.3804347826086957,0.0494
3,25,0.6730038022813688,0.0680
3,26,0.4968152866242038,0.0526
3,27,0.5173333333333333,0.0686
3,28,0.6282051282051282,0.0658
3,29,0.3418467583497053,0.0426
3,30,0.29411764705882354,0.0404
3,31,0.39963503649635035,0.0625
3,32,0.48214285714285715,0.0536
3,33,0.3375,0.0492
2,1,0.4177215189873418,0.0741
2,2,0.7156862745098039,0.0875
2,3,0.7162284678150499,0.0811
2,4,0.7320261437908496,0.0751
2,5,0.7777777777777778,0.1023
2,6,0.5428571428571428,0.0625
2,7,0.08333333333333333,0.0769
2,8,0.7839506172839507,0.0964
2,9,0.5952380952380952,0.0870
2,10,0.778,0.0756
2,11,0.38461538461538464,0.0784
2,12,0.8504672897196262,0.0897
2,13,0.6470588235294118,0.0602
2,14,0.0,0.0459
2,15,0.47448015122873344,0.1000
2,16,0.8850267379679144,0.1207
2,17,0.8007590132827325,0.1059
2,18,0.8256513026052105,0.0887
2,19,0.7906976744186046,0.0860
2,20,0.8496042216358839,0.1064
2,21,0.7528089887640449,0.0950
2,22,0.16393442622950818,0.1000
2,23,0.642,0.0909
2,24,0.532608695652174,0.0580
2,25,0.6501901140684411,0.0909
2,26,0.49256900212314225,0.0735
2,27,0.624,0.0882
2,28,0.5,0.0690
2,29,0.8172888015717092,0.0846
2,30,0.8235294117647058,0.0857
2,31,0.6678832116788321,0.0909
2,32,0.8392857142857143,0.0986
2,33,0.3375,0.0588
4,1,0.16455696202531644,0.0455
4,2,0.4215686274509804,0.0741
4,3,0.49501359927470534,0.0769
4,4,0.5196078431372549,0.0675
4,5,0.3888888888888889,0.0635
