site,cancer,edited,p50
10,2,0.00980392156862745,0.0301
10,3,0.013599274705349048,0.0833
10,4,0.032679738562091505,0.0833
10,5,0.027777777777777776,0.0714
10,6,0.007142857142857143,0.0718
10,7,0.020833333333333332,0.1111
10,8,0.043209876543209874,0.0286
10,9,0.017857142857142856,0.0909
10,10,0.084,0.0556
10,12,0.056074766355140186,0.0625
10,13,0.04152249134948097,0.0345
10,14,0.019867549668874173,0.0506
10,15,0.001890359168241966,0.0400
10,17,0.04933586337760911,0.0667
10,18,0.06212424849699399,0.0476
10,19,0.0,0.0476
10,21,0.028089887640449437,0.0788
10,23,0.002,0.0833
10,24,0.021739130434782608,0.0958
10,25,0.022813688212927757,0.0596
10,26,0.040339702760084924,0.0588
10,27,0.042666666666666665,0.0714
10,28,0.01282051282051282,0.0794
10,29,0.03732809430255403,0.0541
10,30,0.008403361344537815,0.0909
10,31,0.0018248175182481751,0.0667
10,32,0.017857142857142856,0.0667
5,1,0.05063291139240506,0.1608
5,2,0.09803921568627451,0.1538
5,3,0.03626473254759746,0.1292
5,4,0.11437908496732026,0.1500
5,5,0.1111111111111111,0.1667
5,6,0.04285714285714286,0.2000
5,7,0.020833333333333332,0.1000
5,8,0.4567901234567901,0.1132
5,9,0.07142857142857142,0.1818
5,10,0.332,0.1538
5,11,0.03076923076923077,0.1642
5,12,0.297196261682243,0.1446
5,13,0.49480968858131485,0.1250
5,14,0.23178807947019867,0.0909
5,15,0.017013232514177693,0.0968
5,16,0.0106951871657754,0.0935
5,17,0.17077798861480076,0.1538
5,18,0.38276553106212424,0.1333
5,19,0.13953488372093023,0.1743
5,20,0.029023746701846966,0.1667
5,21,0.16292134831460675,0.1367
5,22,0.01092896174863388,0.1507
5,23,0.002,0.0909
5,24,0.09782608695652174,0.2500
5,25,0.07984790874524715,0.1786
5,26,0.2229299363057325,0.1250
5,27,0.25866666666666666,0.1623
5,28,0.03205128205128205,0.1429
5,29,0.2475442043222004,0.1250
5,30,0.03361344537815126,0.0955
5,31,0.009124087591240875,0.1667
5,32,0.03571428571428571,0.1429
5,33,0.0125,0.0667
3,1,0.08860759493670886,0.6429
3,2,0.12745098039215685,0.6000
3,3,0.03989120580235721,0.5670
3,4,0.13398692810457516,0.6154
3,5,0.1111111111111111,0.8214
3,6,0.05,0.5714
