site,cancer,edited,p50,tn
11,1,0.3291139240506329,0.1667,True
11,2,0.3333333333333333,0.2143,True
12,2,0.2631578947368421,0.3000,False
11,3,0.5104261106074343,0.3000,True
12,3,0.6902654867256637,0.3101,False
11,4,0.3366013071895425,0.1846,True
12,4,0.6666666666666666,0.3257,False
11,5,0.4166666666666667,0.3000,True
12,5,0.1111111111111111,0.1000,False
11,6,0.18571428571428572,0.1000,True
12,6,0.17073170731707318,0.1875,False
11,7,0.6666666666666666,0.1483,True
11,8,0.5925925925925926,0.2308,True
12,8,0.5454545454545454,0.2009,False
11,9,0.9285714285714286,0.1667,True
12,9,1.0,0.2766,False
11,10,0.096,0.2000,True
12,10,0.25,0.1500,False
11,11,0.5384615384615384,0.0909,True
12,11,0.9166666666666666,0.1237,False
11,12,0.36261682242990656,0.2727,True
12,12,0.8472222222222222,0.1481,False
11,13,0.7162629757785467,0.1154,True
12,13,0.875,0.1562,False
11,14,0.1390728476821192,0.1000,True
11,15,0.941398865784499,0.1852,True
11,16,0.38235294117647056,0.2727,True
12,16,0.16,0.2000,False
11,17,0.4307400379506641,0.2500,True
12,17,0.4915254237288136,0.2800,False
11,18,0.15831663326653306,0.2000,True
12,18,0.8571428571428571,0.2857,False
11,19,0.3372093023255814,0.2727,True
11,20,0.8496042216358839,0.2500,True
11,21,0.5112359550561798,0.2072,True
12,21,0.5,0.2565,False
11,22,0.4426229508196721,0.3529,True
11,23,0.784,0.1905,True
12,23,0.8653846153846154,0.1905,False
11,24,0.1956521739130435,0.1167,True
12,24,0.1,0.2000,False
11,25,0.3916349809885932,0.2667,True
12,25,1.0,0.4192,False
11,26,0.6114649681528662,0.2083,True
12,26,1.0,0.1818,False
11,27,0.48533333333333334,0.2593,True
12,27,0.65625,0.2800,False
11,28,0.14743589743589744,0.2000,True
11,29,0.9135559921414538,0.2000,True
12,29,0.8620689655172413,0.1250,False
11,30,0.7394957983193278,0.1500,True
12,30,1.0,0.0892,False
11,31,0.5821167883211679,0.1775,True
12,31,0.6285714285714286,0.3167,False
11,32,0.48214285714285715,0.1144,True
11,33,0.6,0.1333,True
7,1,0.5189873417721519,0.2143,True
7,2,0.4411764705882353,0.3077,True
8,2,0.6842105263157895,0.3158,False
7,3,0.6863100634632819,0.3889,True
8,3,0.9380530973451328,0.3529,False
7,4,0.3954248366013072,0.2811,True
8,4,1.0,0.6000,False
7,5,0.5,0.2367,True
7,6,0.3107142857142857,0.2226,True
8,6,0.24390243902439024,0.3375,False
7,7,0.625,0.2121,True
7,8,0.05555555555555555,0.5000,True
8,8,0.2727272727272727,0.3846,False
7,9,0.9166666666666666,0.2367,True
8,9,1.0,0.2727,False
7,10,0.164,0.3000,True
8,10,0.3409090909090909,0.1667,False
7,11,0.7846153846153846,0.1451,True
8,11,0.9583333333333334,0.2060,False
7,12,0.6,0.3333,True
8,12,0.9583333333333334,0.2353,False
7,13,0.8373702422145328,0.2222,True
8,13,0.875,0.2273,False
7,14,0.07947019867549669,0.1834,True
7,15,0.9659735349716446,0.2258,True
7,16,0.40106951871657753,0.4258,True
8,16,0.28,0.4584,False
7,17,0.5901328273244781,0.2971,True
8,17,0.6779661016949152,0.3333,False
7,18,0.250501002004008,0.3571,True
8,18,0.9183673469387755,0.3478,False
7,19,0.36046511627906974,0.3636,True
7,20,0.49604221635883905,0.3660,True
7,21,0.5168539325842697,0.3571,True
8,21,1.0,0.3225,False
7,22,0.3770491803278688,0.3200,True
8,22,0.6666666666666666,0.1667,False
7,23,0.82,0.3158,True
8,23,1.0,0.2753,False
7,24,0.3804347826086957,0.2500,True
8,24,0.1,0.1538,False
7,25,0.38022813688212925,0.4143,True
8,25,1.0,0.3952,False
7,26,0.7070063694267515,0.3000,True
8,26,1.0,0.5862,False
7,27,0.048,0.4000,True
8,27,0.0625,0.2500,False
7,28,0.21794871794871795,0.2087,True
7,29,0.9666011787819253,0.3095,True
8,29,0.9827586206896551,0.2667,False
7,30,0.7394957983193278,0.2105,True
8,30,1.0,0.2625,False
7,31,0.45255474452554745,0.2753,True
8,31,0.6,0.4545,False
7,32,0.6785714285714286,0.2500,True
7,33,0.5875,0.2308,True
17,1,0.4050632911392405,0.3550,True
17,2,0.34558823529411764,0.3125,True
18,2,0.5263157894736842,0.3539,False
17,3,0.5684496826835902,0.4000,True
18,3,0.8938053097345132,0.4000,False
17,4,0.3202614379084967,0.2857,True
18,4,0.6666666666666666,0.5000,False
17,5,0.3611111111111111,0.2143,True
17,6,0.275,0.2697,True
18,6,0.2682926829268293,0.3846,False
17,7,0.625,0.3000,True
17,8,0.04938271604938271,0.3182,True
18,8,0.18181818181818182,0.5577,False
17,9,0.9821428571428571,0.4023,True
18,9,1.0,0.3043,False
17,10,0.084,0.3333,True
18,10,0.25,0.2727,False
17,11,0.9076923076923077,0.2545,True
18,11,1.0,0.2681,False
17,12,0.4766355140186916,0.4000,True
18,12,0.9444444444444444,0.2857,False
17,13,0.8373702422145328,0.2857,True
18,13,0.90625,0.3333,False
17,14,0.033112582781456956,0.2500,True
17,15,0.9565217391304348,0.3051,True
17,16,0.2540106951871658,0.3750,True
18,16,0.06,0.4000,False
17,17,0.4838709677419355,0.3158,True
18,17,0.4067796610169492,0.3875,False
17,18,0.17835671342685372,0.3548,True
18,18,0.8163265306122449,0.4000,False
17,19,0.29069767441860467,0.3333,True
17,20,0.44591029023746703,0.4074,True
17,21,0.3595505617977528,0.3333,True
18,21,0.5,0.3246,False
17,22,0.2568306010928962,0.3333,True
18,22,0.3333333333333333,0.1765,False
17,23,0.658,0.4000,True
18,23,0.9423076923076923,0.3571,False
17,24,0.358695652173913,0.2500,True
17,25,0.26996197718631176,0.4167,True
18,25,1.0,0.6393,False
17,26,0.6199575371549894,0.3636,True
18,26,1.0,0.3182,False
17,27,0.05333333333333334,0.3541,True
18,27,0.09375,0.5000,False
17,28,0.1794871794871795,0.2000,True
17,29,0.931237721021611,0.3571,True
18,29,0.9655172413793104,0.3187,False
17,30,0.7226890756302521,0.2647,True
18,30,1.0,0.2924,False
17,31,0.42700729927007297,0.4000,True
18,31,0.42857142857142855,0.4667,False
17,32,0.5535714285714286,0.2778,True
17,33,0.525,0.3090,True
9,1,0.22784810126582278,0.1053,True
9,2,0.4068627450980392,0.1111,True
10,2,0.6842105263157895,0.1875,False
9,3,0.6509519492293744,0.1333,True
10,3,0.8053097345132744,0.1342,False
9,4,0.43137254901960786,0.1250,True
10,4,0.6666666666666666,0.4037,False
9,5,0.5,0.1154,True
10,5,0.5555555555555556,0.1000,False
9,6,0.3107142857142857,0.0870,True
10,6,0.4146341463414634,0.1215,False
9,7,0.4166666666666667,0.0597,True
9,8,0.35802469135802467,0.1818,True
10,8,0.5454545454545454,0.0917,False
9,9,0.5833333333333334,0.0635,True
10,9,0.8,0.1270,False
9,10,0.242,0.1000,True
10,10,0.38636363636363635,0.0909,False
9,11,0.27692307692307694,0.0417,True
10,11,0.5,0.0507,False
9,12,0.7065420560747664,0.1304,True
10,12,0.4444444444444444,0.0526,False
9,13,0.532871972318339,0.0714,True
10,13,0.78125,0.0800,False
9,14,0.12582781456953643,0.0800,True
9,15,0.610586011342155,0.0732,True
9,16,0.48128342245989303,0.1538,True
10,16,0.32,0.1176,False
9,17,0.5521821631878557,0.1176,True
10,17,0.847457627118644,0.1538,False
9,18,0.38877755511022044,0.1053,True
10,18,0.8979591836734694,0.1333,False
9,19,0.4418604651162791,0.1213,True
9,20,0.7493403693931399,0.1628,True
9,21,0.5898876404494382,0.1364,True
10,21,1.0,0.1105,False
9,22,0.5245901639344263,0.1137,True
10,22,0.3333333333333333,0.1111,False
9,23,0.656,0.1000,True
10,23,0.8076923076923077,0.1058,False
9,24,0.3804347826086957,0.0714,True
10,24,0.6,0.1000,False
9,25,0.45627376425855515,0.1429,True
10,25,0.5,0.2408,False
9,26,0.5796178343949044,0.1042,True
10,26,1.0,0.1860,False
9,27,0.39466666666666667,0.1538,True
10,27,0.5,0.2143,False
9,28,0.41025641025641024,0.1000,True
9,29,0.693516699410609,0.0769,True
10,29,0.46551724137931033,0.0500,False
9,30,0.6134453781512605,0.1111,True
10,30,0.5,0.0773,False
9,31,0.3886861313868613,0.1000,True
10,31,0.8,0.1111,False
9,32,0.4642857142857143,0.0955,True
9,33,0.475,0.1027,True
