site,cancer,edited,p50
7,1,0.9620253164556962,0.2597
7,2,0.9901960784313726,0.4667
7,3,0.9900271985494107,0.5200
7,4,0.9836601307189542,0.5385
7,5,1.0,0.5409
7,6,0.9928571428571429,0.3743
7,7,0.9375,0.2806
7,8,1.0,0.5804
7,9,0.9940476190476191,0.3378
7,10,0.984,0.5920
7,11,0.9538461538461539,0.1429
7,12,0.9962616822429906,0.4684
7,13,0.9757785467128027,0.3571
7,14,0.9933774834437086,0.2400
7,15,0.9792060491493384,0.2314
7,16,0.9679144385026738,0.6222
7,17,0.9981024667931688,0.5586
7,18,1.0,0.5000
7,19,0.9767441860465116,0.5355
7,20,1.0,0.5877
7,21,0.9943820224719101,0.4848
7,22,0.9836065573770492,0.3333
7,23,0.992,0.3548
7,24,1.0,0.3333
7,25,0.9923954372623575,0.3913
7,26,0.9851380042462845,0.4258
7,27,0.9893333333333333,0.5434
7,28,0.9807692307692307,0.4865
7,29,0.9882121807465619,0.4000
7,30,0.9663865546218487,0.3235
7,31,0.8540145985401459,0.4500
7,32,1.0,0.3862
7,33,0.9625,0.2708
10,1,0.9493670886075949,0.2167
10,2,0.9779411764705882,0.2727
10,3,0.985494106980961,0.3333
10,4,0.9771241830065359,0.2614
10,5,1.0,0.3605
10,6,0.9535714285714286,0.2000
10,7,1.0,0.1722
10,8,0.9938271604938271,0.2627
10,9,0.9880952380952381,0.2083
10,10,0.996,0.2725
10,11,0.9538461538461539,0.1395
10,12,0.9626168224299065,0.3220
10,13,0.9377162629757786,0.1951
10,14,0.6688741721854304,0.1429
10,15,0.998109640831758,0.2222
10,16,0.9973262032085561,0.4627
10,17,0.967741935483871,0.3227
10,18,0.9979959919839679,0.2647
10,19,0.9418604651162791,0.2987
10,20,0.9947229551451188,0.3204
10,21,0.9887640449438202,0.2673
10,22,0.9617486338797814,0.3043
10,23,0.986,0.2131
10,24,1.0108695652173914,0.1765
10,25,0.9961977186311787,0.2857
10,26,0.9936305732484076,0.2694
10,27,0.9253333333333333,0.2766
10,28,0.9807692307692307,0.3043
10,29,0.9941060903732809,0.2857
10,30,1.0,0.2222
10,31,0.9616788321167883,0.2738
10,32,1.0,0.2764
10,33,0.9875,0.2206
6,1,0.9493670886075949,0.5500
6,2,0.9926470588235294,0.5621
6,3,0.9918404351767905,0.7069
6,4,0.9967320261437909,0.5932
6,5,0.9722222222222222,0.6349
6,6,0.9678571428571429,0.4583
6,7,1.0,0.4435
6,8,1.0,0.6844
6,9,1.0,0.6531
6,10,0.998,0.5921
6,11,0.9846153846153847,0.4011
6,12,0.9663551401869159,0.6296
6,13,0.9550173010380623,0.5250
6,14,0.9072847682119205,0.5455
6,15,0.998109640831758,0.5600
6,16,0.9812834224598931,0.7541
6,17,0.9715370018975332,0.6486
6,18,0.9959919839679359,0.5426
6,19,0.9883720930232558,0.6111
6,20,0.9973614775725593,0.7614
6,21,0.9943820224719101,0.6000
6,22,0.907103825136612,0.6053
6,23,0.994,0.5333
6,24,1.0108695652173914,0.4400
6,25,1.0,0.5915
6,26,0.9915074309978769,0.5833
6,27,0.9626666666666667,0.6729
6,28,0.9807692307692307,0.5902
6,29,0.9941060903732809,0.6481
6,30,1.0,0.4932
6,31,0.9343065693430657,0.6667
6,32,1.0,0.5767
6,33,1.0,0.4731
4,1,0.9746835443037974,0.4091
4,2,0.9975490196078431,0.4271
4,3,0.9927470534904805,0.4795
4,4,0.9967320261437909,0.4220
4,5,1.0,0.4693
4,6,0.9821428571428571,0.3813
4,7,1.0,0.3324
4,8,1.0,0.4651
4,9,1.0,0.3248
4,10,0.998,0.4328
4,11,0.9846153846153847,0.2086
4,12,0.9906542056074766,0.4104
4,13,0.9896193771626297,0.3125
4,14,0.9668874172185431,0.2973
4,15,1.001890359168242,0.3034
4,16,1.0,0.5517
4,17,0.9791271347248577,0.4703
4,18,1.0,0.4138
4,19,0.9651162790697675,0.4351
4,20,1.0,0.4951
4,21,1.0,0.4374
4,22,0.994535519125683,0.3915
4,23,0.996,0.3832
4,24,1.0108695652173914,0.3457
4,25,1.0,0.4444
4,26,0.9957537154989384,0.4364
4,27,0.9813333333333333,0.4615
4,28,0.9871794871794872,0.4574
4,29,0.9980353634577603,0.4250
4,30,1.0,0.3200
4,31,0.9762773722627737,0.4418
4,32,1.0,0.3804
4,33,1.0,0.3508
5,1,0.9873417721518988,0.4686
5,2,0.9926470588235294,0.5714
5,3,0.9972801450589301,0.7077
5,4,0.9836601307189542,0.6207
5,5,1.0,0.7005
5,6,1.0071428571428571,0.5215
5,7,0.9791666666666666,0.3743
5,8,1.0,0.6312
5,9,1.0,0.6296
5,10,0.988,0.6224
5,11,0.9846153846153847,0.4472
5,12,0.9981308411214953,0.7304
5,13,0.9826989619377162,0.6182
5,14,1.0,0.4143
5,15,1.0,0.5556
5,16,0.9625668449197861,0.7164
5,17,0.9962049335863378,0.6766
5,18,1.0,0.5943
5,19,0.9767441860465116,0.6688
5,20,1.0,0.6957
5,21,0.9943820224719101,0.6031
5,22,0.9781420765027322,0.4828
5,23,0.996,0.4973
5,24,1.0,0.4926
5,25,0.973384030418251,0.5439
5,26,1.0,0.5526
5,27,0.992,0.6161
5,28,0.9935897435897436,0.5879
5,29,0.9901768172888016,0.6143
5,30,0.9327731092436975,0.4186
5,31,0.9708029197080292,0.6157
5,32,0.9821428571428571,0.5071
5,33,1.0,0.5101
1,1,1.0,0.3317
1,2,0.9926470588235294,0.3481
1,3,1.0,0.4475
1,4,0.9869281045751634,0.3531
1,5,1.0,0.5062
1,6,1.0071428571428571,0.3349
1,7,0.9791666666666666,0.1771
1,8,0.9938271604938271,0.3729
1,9,1.0,0.3117
1,10,0.992,0.3184
1,11,0.9846153846153847,0.2576
1,12,0.9962616822429906,0.4496
1,13,1.0,0.3714
1,14,0.9867549668874173,0.1982
1,15,1.001890359168242,0.4018
1,16,0.9973262032085561,0.5260
1,17,0.9905123339658444,0.4128
1,18,1.0,0.3571
1,19,0.9534883720930233,0.3916
1,20,0.9973614775725593,0.4050
1,21,1.0,0.4274
1,22,1.0,0.4553
1,23,1.0,0.2954
